2455260.87976 17.364 0.014 3.84 820.0
2455261.81072 17.356 0.014 4.07 783.0
2455262.84831 17.290 0.033 5.68 3325.0
2455265.86523 17.395 0.015 4.24 878.0
2455266.81156 17.326 0.015 5.25 682.0
2455267.83879 17.391 0.015 4.62 620.0
2455268.84123 17.379 0.014 4.61 620.0
2455269.80490 17.353 0.013 4.33 601.0
2455270.81056 17.376 0.013 3.79 591.0
2455271.80608 17.355 0.014 4.38 662.0
2455272.81126 17.374 0.018 6.21 627.0
2455273.79625 17.349 0.014 4.82 596.0
2455274.81475 17.364 0.015 4.90 621.0
2455275.80107 17.353 0.016 4.63 752.0
2455276.77925 17.353 0.014 4.19 630.0
2455276.90674 17.360 0.014 4.18 651.0
2455277.81581 17.383 0.019 6.18 669.0
2455278.81137 17.355 0.015 5.30 630.0
2455279.81261 17.357 0.021 7.22 646.0
2455280.81924 17.358 0.013 3.83 630.0
2455281.79917 17.382 0.013 4.01 599.0
2455282.82189 17.360 0.014 4.07 708.0
2455283.78200 17.374 0.018 5.26 845.0
2455283.87332 17.352 0.014 4.99 681.0
2455284.78761 17.371 0.018 5.45 940.0
2455285.77846 17.386 0.019 5.28 1049.0
2455285.90844 17.389 0.016 4.64 864.0
2455286.79404 17.373 0.021 5.43 975.0
2455287.84723 17.366 0.014 3.53 848.0
2455288.77261 17.333 0.015 3.71 974.0
2455289.82447 17.349 0.015 4.42 908.0
2455293.85240 17.365 0.014 4.56 638.0
2455294.76021 17.363 0.013 4.21 567.0
2455294.79728 17.360 0.011 3.41 520.0
2455294.83469 17.368 0.012 4.02 546.0
2455294.86478 17.350 0.010 3.16 525.0
2455294.90579 17.363 0.012 3.73 565.0
2455295.76169 17.373 0.013 4.45 548.0
2455295.80017 17.375 0.014 4.71 531.0
2455295.83811 17.359 0.013 4.22 542.0
2455295.87625 17.372 0.012 3.84 532.0
2455295.91527 17.363 0.012 3.62 598.0
2455296.80526 17.380 0.011 3.46 537.0
2455296.83975 17.351 0.011 3.52 530.0
2455296.87753 17.355 0.011 3.48 523.0
2455297.75858 17.334 0.012 4.17 584.0
2455297.79858 17.376 0.013 4.67 570.0
2455297.83649 17.374 0.011 3.35 524.0
2455297.87453 17.371 0.012 3.82 524.0
2455297.91345 17.366 0.012 3.65 593.0
2455298.79940 17.353 0.012 4.06 572.0
2455298.83714 17.384 0.014 4.87 577.0
2455298.87535 17.367 0.012 4.23 547.0
2455298.91489 17.385 0.013 3.89 603.0
2455299.74624 17.384 0.011 3.77 520.0
2455299.78385 17.394 0.009 3.85 415.0
2455299.82158 17.378 0.010 3.86 506.0
2455299.85956 17.370 0.009 3.72 498.0
2455299.89998 17.328 0.010 3.73 556.0
2455300.85501 17.368 0.012 4.06 564.0
2455300.89565 17.372 0.013 3.94 607.0
2455301.75067 17.368 0.014 4.69 588.0
2455301.78835 17.341 0.012 4.12 573.0
2455301.82566 17.386 0.014 4.47 591.0
2455301.86388 17.378 0.016 5.25 613.0
2455301.90412 17.369 0.016 5.36 634.0
2455303.91165 17.354 0.018 5.36 1012.0
2455304.74961 17.431 0.019 6.45 734.0
2455306.68428 17.378 0.016 5.69 662.0
2455306.72137 17.396 0.014 4.58 607.0
2455306.78573 17.379 0.013 4.69 565.0
2455306.84899 17.398 0.013 4.56 573.0
2455306.88890 17.358 0.012 4.22 585.0
2455306.92691 17.361 0.014 3.93 867.0
2455307.73480 17.378 0.014 4.58 617.0
2455307.79840 17.361 0.012 3.79 586.0
2455307.83639 17.366 0.014 4.50 640.0
2455307.87760 17.349 0.012 3.92 631.0
2455307.91522 17.378 0.013 3.70 653.0
2455308.72725 17.360 0.017 5.78 640.0
2455308.78851 17.388 0.013 4.28 573.0
2455308.82595 17.367 0.013 4.47 539.0
2455308.86636 17.387 0.014 4.91 573.0
2455309.70068 17.378 0.017 5.56 711.0
2455309.79364 17.397 0.015 5.19 582.0
2455309.83614 17.370 0.013 4.39 567.0
2455309.88083 17.375 0.013 3.88 608.0
2455309.91830 17.347 0.013 3.86 634.0
2455310.68566 17.369 0.017 5.40 769.0
2455310.76952 17.364 0.017 5.96 636.0
2455310.83190 17.316 0.011 5.02 525.0
2455310.91565 17.366 0.013 4.27 624.0
2455311.80592 17.349 0.016 5.94 661.0
2455311.86433 17.374 0.015 5.48 616.0
2455311.90914 17.374 0.015 5.01 669.0
2455312.73476 17.391 0.018 5.78 778.0
2455312.77585 17.354 0.017 5.77 739.0
2455312.81498 17.353 0.016 5.30 738.0
2455312.85954 17.360 0.015 4.45 769.0
2455312.89912 17.372 0.015 4.67 661.0
2455313.77122 17.411 0.020 5.96 863.0
2455313.80854 17.368 0.018 5.63 822.0
2455313.84859 17.385 0.017 5.16 803.0
2455313.88789 17.401 0.019 5.63 922.0
2455313.92540 17.357 0.019 5.45 962.0
2455314.69825 17.334 0.019 5.57 1214.0
2455314.73860 17.378 0.019 5.51 1068.0
2455314.77861 17.341 0.019 5.79 1028.0
2455314.82214 17.346 0.015 4.83 936.0
2455314.87356 17.338 0.017 4.93 1038.0
2455314.91095 17.353 0.015 4.09 1026.0
2455315.67647 17.410 0.024 6.04 1346.0
2455315.72414 17.387 0.022 5.68 1165.0
2455315.76175 17.375 0.018 4.89 1048.0
2455315.79914 17.350 0.015 3.95 1034.0
2455315.83841 17.373 0.019 4.97 1096.0
2455315.88004 17.356 0.019 5.03 1207.0
2455315.91933 17.353 0.018 4.60 1197.0
2455316.71482 17.358 0.021 5.61 1125.0
2455316.75789 17.370 0.022 6.00 1064.0
2455316.79489 17.400 0.021 5.57 1029.0
2455316.83874 17.373 0.025 6.83 1122.0
2455319.81089 17.345 0.017 3.87 1816.0
2455319.85489 17.354 0.021 3.98 2447.0
2455319.89918 17.383 0.028 4.11 3910.0
2455320.67449 17.368 0.017 4.54 1286.0
2455320.71688 17.380 0.017 4.49 1076.0
2455320.75556 17.383 0.017 4.90 944.0
2455320.79325 17.352 0.016 4.79 868.0
2455320.83394 17.373 0.014 4.08 833.0
2455320.87476 17.372 0.016 4.06 1275.0
2455320.91429 17.375 0.016 3.88 1318.0
2455321.67215 17.411 0.023 7.08 834.0
2455321.74003 17.370 0.016 5.27 744.0
2455321.77977 17.389 0.015 4.86 732.0
2455321.81775 17.378 0.018 5.94 761.0
2455321.85950 17.360 0.015 4.67 749.0
2455321.89684 17.381 0.014 4.22 779.0
2455321.93396 17.376 0.021 5.07 1448.0
2455322.82538 17.357 0.014 4.84 763.0
2455322.86797 17.370 0.014 4.25 773.0
2455322.93352 17.343 0.014 3.58 1154.0
2455323.71763 17.412 0.018 6.33 709.0
2455323.75766 17.350 0.016 6.04 700.0
2455323.79701 17.383 0.015 5.45 719.0
2455323.83897 17.368 0.015 4.58 768.0
2455323.87789 17.347 0.014 4.02 810.0
2455323.91535 17.355 0.016 4.99 892.0
2455324.66700 17.360 0.016 5.46 691.0
2455324.73084 17.383 0.015 5.08 637.0
2455324.76820 17.339 0.014 4.46 630.0
2455324.80698 17.379 0.016 5.05 673.0
2455324.84722 17.374 0.015 4.66 682.0
2455324.88448 17.380 0.014 4.17 709.0
2455324.92527 17.344 0.014 3.97 772.0
2455325.65174 17.336 0.014 4.37 700.0
2455325.71173 17.365 0.013 4.10 586.0
2455325.74971 17.349 0.013 4.12 584.0
2455325.78691 17.368 0.013 4.21 565.0
2455325.82875 17.371 0.013 4.00 619.0
2455325.87386 17.347 0.013 3.54 650.0
2455325.91267 17.359 0.015 4.58 714.0
2455326.62314 17.322 0.019 6.45 762.0
2455326.68681 17.364 0.015 4.84 595.0
2455326.74762 17.357 0.014 4.45 580.0
2455326.78529 17.388 0.012 3.61 543.0
2455326.82495 17.343 0.014 4.30 615.0
2455326.86265 17.386 0.014 4.23 665.0
2455326.90108 17.373 0.014 3.74 725.0
2455327.63040 17.366 0.013 3.96 587.0
2455327.70111 17.382 0.015 5.03 576.0
2455327.77233 17.342 0.013 4.26 579.0
2455327.81131 17.332 0.015 4.70 613.0
2455327.84950 17.360 0.013 3.86 641.0
2455327.88856 17.372 0.013 3.73 685.0
2455327.92641 17.363 0.014 3.72 760.0
2455328.62302 17.374 0.014 4.24 754.0
2455328.72810 17.362 0.015 4.93 613.0
2455328.76680 17.369 0.012 3.79 604.0
2455328.80424 17.357 0.012 4.19 609.0
2455328.84507 17.386 0.015 4.49 640.0
2455328.88282 17.369 0.015 4.43 682.0
2455328.92044 17.339 0.012 3.80 728.0
2455329.72069 17.368 0.016 5.84 599.0
2455334.67181 17.403 0.021 6.90 692.0
2455334.75190 17.360 0.013 4.39 605.0
2455334.80864 17.360 0.014 4.59 607.0
2455334.85004 17.363 0.015 5.18 620.0
2455334.89050 17.380 0.016 5.60 683.0
2455334.92830 17.381 0.017 5.55 688.0
2455335.73422 17.378 0.012 3.74 596.0
2455335.77287 17.348 0.017 5.93 633.0
2455335.81358 17.372 0.013 4.09 605.0
2455335.85203 17.372 0.012 3.77 616.0
2455335.88965 17.386 0.015 4.71 703.0
2455335.92868 17.365 0.016 5.10 736.0
2455336.80694 17.336 0.015 5.07 667.0
2455336.89860 17.361 0.016 5.07 751.0
2455336.93621 17.368 0.017 4.49 884.0
2455337.78301 17.335 0.014 4.74 616.0
2455337.82279 17.397 0.016 5.04 664.0
2455337.86120 17.389 0.019 6.00 765.0
2455337.89902 17.371 0.017 5.35 808.0
2455337.93743 17.400 0.021 5.65 1173.0
2455338.78062 17.368 0.017 5.67 740.0
2455338.82328 17.388 0.020 6.22 798.0
2455338.87996 17.387 0.023 7.08 804.0
2455339.65781 17.388 0.020 5.92 862.0
2455339.69576 17.386 0.016 4.60 801.0
2455339.76239 17.375 0.013 3.73 772.0
2455339.85514 17.356 0.018 5.29 904.0
2455339.89523 17.389 0.023 6.57 950.0
2455339.93319 17.373 0.018 4.78 1028.0
2455340.64184 17.372 0.023 6.75 1023.0
2455340.68118 17.390 0.019 5.49 954.0
2455340.76747 17.339 0.018 5.48 813.0
2455340.82384 17.387 0.020 5.54 954.0
2455340.86245 17.363 0.018 5.29 852.0
2455340.90027 17.393 0.019 5.40 966.0
2455340.93794 17.333 0.022 6.26 1103.0
2455341.61236 17.372 0.017 5.38 951.0
2455341.68556 17.370 0.014 4.02 778.0
2455341.79316 17.352 0.014 4.03 820.0
2455341.83163 17.378 0.015 4.27 846.0
2455341.86941 17.357 0.015 4.30 872.0
2455341.90970 17.390 0.015 4.05 813.0
2455342.58390 17.400 0.026 6.73 1298.0
2455342.62129 17.324 0.020 5.57 1065.0
2455342.65898 17.420 0.022 5.95 982.0
2455342.69638 17.377 0.016 4.78 886.0
2455342.73456 17.369 0.017 5.27 862.0
2455342.77788 17.378 0.020 5.83 901.0
2455342.81709 17.394 0.020 5.80 944.0
2455342.85521 17.382 0.017 4.86 939.0
2455342.89282 17.400 0.018 5.07 1009.0
2455342.93072 17.381 0.021 6.05 908.0
2455343.60214 17.333 0.020 5.09 1402.0
2455343.63975 17.373 0.020 5.36 1198.0
2455343.67740 17.372 0.020 5.42 1140.0
2455343.71523 17.351 0.017 4.61 1017.0
2455343.75321 17.391 0.015 4.32 967.0
2455343.79389 17.385 0.018 5.03 1064.0
2455343.83287 17.368 0.018 5.00 1094.0
2455343.88366 17.338 0.017 4.58 1193.0
2455343.92155 17.403 0.020 5.18 1285.0
2455348.61986 17.351 0.017 5.26 847.0
2455348.71463 17.360 0.017 5.40 868.0
2455348.78015 17.343 0.017 5.41 706.0
2455348.81806 17.364 0.017 5.29 749.0
2455348.86224 17.354 0.015 4.54 800.0
2455348.90055 17.357 0.022 6.18 931.0
