163735 2055.87 2947.41 18.051  4.805 13.246  75   0 0.140  985   0 0.046
163737 1898.88 2988.95 18.394  5.114 13.280  75   0 0.057 1006   0 0.030
163738 1944.37 2989.17 14.373  1.038 13.335  74   1 0.005 1005   1 0.004
163740 2069.31 3026.20 16.308  2.175 14.134  74   0 0.006  973   2 0.004
163741 1931.65 3034.89 15.871  2.059 13.812  74   1 0.005 1005   1 0.004
163745 1867.08 3055.60 16.624  2.741 13.884  74   1 0.008 1004   2 0.005
163746 2015.76 3060.28 17.150  3.046 14.104  74   1 0.011  997   3 0.005
163750 1917.41 3103.21 17.483  4.294 13.189  75   0 0.085 1006   0 0.035
163751 2036.03 3103.27 16.664  2.705 13.959  75   0 0.009  993   0 0.005
163754 1930.34 3185.77 14.615  1.227 13.388  74   1 0.005  992  14 0.004
163755 1952.20 3234.46 15.124  1.593 13.531  74   1 0.005 1003   3 0.004
163756 2165.60 3259.54 99.999  9.999 13.607   0   0 9.999  592   2 0.007
163758 1985.79 3313.37 15.424  2.473 12.951  74   1 0.006 1001   3 0.004
163760 2048.05 3320.26 17.252  3.649 13.603  75   0 0.019  988   1 0.009
163761 2083.63 3354.84 14.386  1.580 12.806  73   0 0.007  958   4 0.005
163774 2188.96 2936.93 99.999  9.999 99.999   0   0 9.999    0   0 9.999
163775 2047.90 2971.11 17.305  2.835 14.470  75   0 0.010  989   0 0.005
163777 1969.02 2986.49 19.181  4.968 14.213  75   0 0.073 1004   0 0.023
163781 2001.77 3015.22 15.123  0.974 14.149  74   1 0.005 1001   1 0.005
163782 1997.52 3020.31 15.581  1.049 14.532  75   0 0.010 1002   0 0.007
163783 1940.29 3037.36 16.648  1.981 14.667  75   0 0.007 1006   0 0.005
163784 2030.97 3064.00 17.642  3.310 14.332  75   0 0.014  995   1 0.005
163788 1996.68 3078.76 18.120  3.868 14.253  75   0 0.025 1002   0 0.008
163789 2007.30 3085.96 17.594  2.654 14.940  75   0 0.012 1000   2 0.005
163791 2124.37 3103.21 99.999  9.999 14.504   0   0 9.999  864   2 0.005
163793 2096.34 3120.46 17.663  2.816 14.847  72   0 0.013  940   0 0.007
163795 2160.24 3153.35 99.999  9.999 14.987   0   0 9.999  640   0 0.006
163796 2172.06 3154.73 99.999  9.999 14.774   0   0 9.999  521   4 0.011
163799 1980.61 3197.20 16.627  2.190 14.436  75   0 0.007 1002   2 0.005
163800 1880.65 3208.19 17.776  3.461 14.315  75   0 0.016 1004   2 0.007
163801 2110.32 3236.86 17.898  3.579 14.319  65   0 0.015  917   0 0.006
163803 2006.35 3290.74 18.186  3.245 14.941  75   0 0.021 1001   1 0.006
163808 1908.89 3358.49 17.638  3.061 14.577  75   0 0.014 1006   0 0.006
163810 2154.96 3151.18 99.999  9.999 15.673   0   0 9.999  683   1 0.011
163847 2114.71 2938.03 16.796  1.216 15.580  64   0 0.007  907   0 0.009
163849 2168.12 2952.84 99.999  9.999 15.592   0   0 9.999  556   2 0.009
163851 1950.31 2955.27 18.351  2.535 15.817  75   0 0.019 1002   3 0.008
163854 1909.20 2972.64 18.186  2.484 15.702  75   0 0.016 1002   3 0.008
163856 1930.84 2979.25 18.337  2.501 15.836  75   0 0.025 1003   2 0.009
163857 2118.74 2983.06 18.401  2.650 15.751  63   0 0.033  890   0 0.008
163862 1897.34 3011.77 17.905  2.415 15.490  75   0 0.015 1003   3 0.007
163864 2090.98 3037.36 18.435  2.544 15.891  73   0 0.021  946   2 0.008
163866 2102.95 3042.22 17.568  2.044 15.524  68   0 0.012  924   1 0.007
163869 2157.45 3069.25 99.999  9.999 15.874   0   0 9.999  669   1 0.011
163870 2116.01 3077.06 17.776  2.325 15.451  64   0 0.014  896   1 0.007
163871 1877.23 3080.69 18.205  2.675 15.530  75   0 0.019 1005   1 0.007
163872 2137.59 3095.58 99.999  9.999 15.013   0   0 9.999  813   1 0.006
163873 1955.37 3103.19 17.701  2.381 15.321  75   0 0.013 1003   2 0.006
163875 2145.06 3111.15 99.999  9.999 15.811   0   0 9.999  755   2 0.009
163876 2138.94 3116.71 99.999  9.999 15.587   0   0 9.999  799   1 0.007
163877 2091.20 3125.53 18.128  2.998 15.131  73   0 0.021  947   2 0.007
163878 2095.68 3128.28 18.030  2.361 15.670  72   0 0.020  940   0 0.013
163879 2107.99 3128.48 17.842  2.313 15.530  66   0 0.016  918   3 0.007
163881 2177.38 3140.81 99.999  9.999 99.999   0   0 9.999    0   0 9.999
163882 2124.53 3150.67 99.999  9.999 15.185   0   0 9.999  863   3 0.006
