115706 1848.89  361.95 16.563  1.137 15.427  85   1 0.010 8354  15 0.007
115707 1929.37  366.51 19.512  3.753 15.759  84   0 0.050 8346  18 0.008
115708 1898.69  375.48 20.518  4.735 15.783  83   0 0.119 8354  12 0.010
115710 1982.11  387.29 20.885  4.992 15.893  84   0 0.168 8305   9 0.015
115711 2019.79  390.86 19.641  4.019 15.622  76   1 0.278 8114   3 0.036
115712 1830.28  391.17 19.899  4.247 15.652  83   1 0.065 8348  21 0.008
115713 2012.59  397.14 16.987  1.270 15.717  83   0 0.012 8164  20 0.009
115714 2112.75  401.09 20.302  4.368 15.933  16   1 0.122 3782   5 0.012
115716 1912.16  421.07 16.471  1.284 15.187  86   0 0.008 8353  17 0.006
115717 1862.57  435.24 16.878  1.261 15.618  85   1 0.009 8356  13 0.008
115719 2118.47  468.30 20.250  4.453 15.797  15   0 0.130 3242   5 0.012
115720 1712.63  470.22 19.423  3.973 15.449  84   0 0.044 8354  16 0.007
115722 1978.59  479.36 19.298  3.934 15.363  85   1 0.081 8306  12 0.008
115723 1741.44  481.75 19.451  3.609 15.843  84   0 0.046 8353  13 0.011
115724 1888.16  489.63 19.045  3.253 15.792  84   0 0.040 8348  21 0.008
115725 1843.91  493.58 19.113  4.089 15.024  84   0 0.036 8363   7 0.010
115726 2127.18  494.81 20.765  5.112 15.654  13   1 0.116 2785   0 0.031
115728 1795.60  498.37 19.800  4.227 15.573  84   0 0.066 8356  13 0.008
115729 1923.83  498.37 19.424  3.923 15.501  84   0 0.056 8352  18 0.007
115730 1832.39  507.52 20.671  4.871 15.800  83   0 0.149 8356  13 0.010
115731 1977.11  512.11 20.261  4.743 15.518  83   0 0.198 8320   7 0.010
115732 2062.82  511.62 20.122  4.629 15.493  60   0 0.238 7060   7 0.011
115734 1998.17  516.75 99.999  9.999 15.614   0   0 9.999 8251  19 0.010
115735 1966.64  518.49 19.997  4.168 15.830  85   0 0.177 8334  16 0.010
115736 1797.59  527.00 17.257  1.445 15.812  86   0 0.015 8355  11 0.009
115737 1925.80  532.93 17.509  1.966 15.543  85   0 0.014 8355  14 0.007
115738 2088.51  538.70 19.831  4.471 15.360  37   0 0.101 5768   5 0.012
115739 2125.36  546.61 20.648  5.542 15.106  14   0 0.382 2876   2 0.024
115741 2103.09  258.41 18.074  1.578 16.496  22   1 0.020 3633   6 0.032
115743 1831.97  510.83 21.102  3.987 17.116  82   0 0.182 8352  12 0.027
115759 2010.59  206.78 18.728  2.305 16.423  24   1 0.037 2944   5 0.014
115760 1748.04  214.11 19.973  3.270 16.704  30   0 0.081 3663   8 0.014
115761 1730.37  216.66 19.623  3.512 16.111  33   0 0.070 3815   8 0.010
115762 1775.48  216.23 19.210  3.285 15.925  32   0 0.059 3761   5 0.011
115763 1890.28  220.46 19.073  2.207 16.866  33   0 0.052 4077  14 0.019
115764 2070.20  219.97 17.213  1.252 15.961  24   0 0.011 3480   4 0.013
115765 1847.76  221.85 20.153  3.378 16.775  37   0 0.082 4142  14 0.017
115767 1793.41  231.10 20.128  4.181 15.946  44   0 0.096 4766   5 0.010
115769 1724.03  233.71 17.819  1.349 16.471  46   0 0.014 4914  13 0.012
115770 1834.50  235.00 19.893  3.785 16.108  46   0 0.093 4965  12 0.010
115772 1752.56  242.88 19.947  3.202 16.746  51   0 0.094 5371  12 0.016
115773 1979.35  243.80 20.362  4.287 16.075  51   0 0.103 5379  10 0.010
115774 2030.14  248.22 20.432  3.952 16.481  46   0 0.255 5366   8 0.016
115777 1944.83  254.63 18.002  1.469 16.533  58   0 0.017 5912  13 0.012
115779 1928.65  260.79 20.053  3.526 16.528  64   0 0.086 6157  12 0.014
115780 1711.92  263.13 99.999  9.999 16.742   0   0 9.999 6302  16 0.096
115781 2069.78  269.57 19.283  3.286 15.997  39   1 0.273 5376  28 0.029
115782 1872.54  269.65 18.528  1.973 16.555  70   0 0.055 6549   5 0.043
115783 2119.43  275.59 20.295  4.381 15.914  13   0 0.133 2806   1 0.015
115784 1774.64  277.47 17.596  1.651 15.945  75   0 0.014 6837  15 0.008
115785 1914.28  277.92 19.977  3.245 16.733  74   0 0.086 6830  14 0.017
115786 1737.88  283.26 20.476  4.054 16.423  77   0 0.129 7054  11 0.012
115787 2007.49  290.38 20.312  3.880 16.432  76   1 0.092 7116  18 0.012
115788 1916.14  292.58 20.443  4.408 16.035  79   1 0.102 7345  13 0.009
115789 1735.23  292.44 20.242  3.675 16.567  80   0 0.093 7290  14 0.013
115790 1859.35  301.46 20.115  3.837 16.278  81   1 0.074 7624  13 0.011
115791 1911.75  301.54 20.828  4.134 16.694  81   0 0.165 7608  20 0.014
115792 1948.73  314.15 17.230  1.267 15.963  84   1 0.011 7919  14 0.009
115793 2040.65  317.02 18.186  1.446 16.740  70   1 0.024 7413  20 0.018
115794 1876.16  320.78 20.456  4.294 16.162  83   0 0.091 8098  12 0.010
115795 1853.75  322.47 20.603  4.154 16.449  81   1 0.128 8139  15 0.012
115796 1886.96  323.45 18.084  1.670 16.414  84   0 0.020 8155  18 0.013
115797 2052.36  324.02 99.999  9.999 16.249   0   0 9.999 7256   0 0.168
115798 2064.56  331.22 17.550  1.649 15.901  58   0 0.019 6910  13 0.010
115799 2074.36  333.07 17.715  1.551 16.164  44   1 0.021 6518  15 0.012
115800 1914.41  336.89 17.837  1.388 16.450  85   0 0.016 8321  18 0.012
115801 1764.02  344.41 17.465  1.400 16.066  84   1 0.019 8335  15 0.009
115802 2014.20  344.72 99.999  9.999 16.493   0   0 9.999 8143  14 0.014
115803 2039.15  344.96 20.339  3.315 17.024  74   0 0.169 7762  14 0.025
115804 2107.00  346.90 20.317  3.924 16.393  25   1 0.128 4221   7 0.014
115805 1771.04  349.98 20.802  4.155 16.647  84   0 0.134 8337  13 0.014
115806 2082.94  350.31 21.065  4.408 16.657  39   0 0.181 6060   9 0.016
115809 1891.44  361.70 19.866  3.737 16.128  84   0 0.078 8343  13 0.010
115810 1781.84  363.10 19.326  2.915 16.412  84   0 0.048 8351  13 0.013
115811 1847.93  368.89 17.706  1.369 16.337  86   0 0.021 8346  22 0.013
115812 1944.12  373.53 20.330  3.862 16.468  84   0 0.100 8336  14 0.013
115813 2049.04  373.89 19.659  3.300 16.358  66   0 0.056 7513  18 0.013
115814 1689.00  376.00 20.473  3.702 16.771  83   1 0.095 8333  24 0.015
115815 1826.37  380.06 19.679  3.714 15.965  84   0 0.061 8354  13 0.011
115816 1747.25  386.07 20.479  3.647 16.832  84   0 0.112 8333  21 0.016
115817 1700.08  391.20 19.455  2.923 16.531  84   0 0.054 8341  15 0.012
115818 1815.60  392.69 18.132  1.529 16.602  85   0 0.018 8353  12 0.013
115819 1871.36  393.27 18.123  1.481 16.642  84   1 0.021 8344  17 0.014
115821 1856.52  411.96 20.408  3.639 16.769  83   0 0.119 8345  15 0.015
115823 1972.69  426.88 20.381  3.593 16.788  82   0 0.139 8317  10 0.016
115824 1879.24  428.61 20.835  4.156 16.679  85   0 0.152 8335  23 0.014
115825 1742.48  429.98 17.879  1.024 16.855  84   1 0.015 8348  20 0.019
115826 1857.39  430.46 18.037  2.150 15.886  85   0 0.019 8352  16 0.009
115827 2053.29  429.31 20.659  4.207 16.452  63   0 0.178 7407   9 0.014
115828 2103.89  430.28 20.709  4.677 16.033  28   0 0.166 4535   4 0.013
115829 2010.67  431.41 18.015  1.830 16.184  82   0 0.030 8173  17 0.013
115830 1881.69  437.12 20.481  4.084 16.397  84   1 0.112 8360   7 0.017
115832 1739.42  441.97 19.798  3.545 16.253  84   0 0.061 8346  21 0.010
115834 1715.60  442.44 19.291  2.737 16.554  84   0 0.048 8339  14 0.014
115835 1672.35  445.05 20.050  3.353 16.697  84   0 0.086 8346  10 0.014
115836 1951.84  447.19 20.272  4.271 16.000  84   0 0.095 8333  24 0.008
115838 1807.49  457.23 20.521  3.914 16.608  84   0 0.121 8347  17 0.014
115840 1995.62  467.82 19.652  2.595 17.057  81   0 0.281 8252  21 0.075
115843 1998.37  479.80 17.473  1.334 16.139  84   0 0.055 8236  36 0.049
115844 1695.75  481.18 19.805  3.613 16.191  84   0 0.049 8347  21 0.010
115845 1955.23  480.92 17.931  1.801 16.130  85   0 0.018 8343  14 0.010
115846 1896.35  481.42 19.602  3.292 16.310  84   0 0.056 8346  16 0.011
115847 1862.67  487.12 20.075  3.980 16.095  84   0 0.091 8344  14 0.009
115848 1686.51  488.82 20.613  3.894 16.719  84   0 0.137 8344  11 0.014
115849 1797.17  491.61 20.138  4.036 16.101  84   0 0.087 8354  15 0.010
115850 1855.37  494.04 20.363  3.857 16.505  84   0 0.106 8342  12 0.013
115851 1882.20  496.04 20.056  3.819 16.238  84   0 0.068 8347  20 0.011
115852 1904.57  494.91 20.061  3.473 16.587  83   1 0.076 8341  23 0.014
115853 1908.88  495.05 20.114  3.485 16.629  84   0 0.092 8338  19 0.015
115854 1785.66  502.99 18.646  2.372 16.273  84   0 0.025 8355  11 0.010
115855 1901.67  502.06 18.279  1.586 16.693  85   0 0.019 8343  11 0.014
115856 2076.50  509.51 17.623  1.359 16.264  44   0 0.018 6459   9 0.013
115857 1959.35  514.39 19.993  4.139 15.854  83   1 0.154 8351   5 0.014
115858 1871.79  517.54 18.254  1.525 16.729  85   0 0.020 8336  18 0.014
115859 1942.84  524.19 18.329  1.701 16.628  85   0 0.025 8334  18 0.013
115860 2121.60  528.86 99.999  9.999 16.464   0   0 9.999 3077   0 0.080
115861 1888.90  529.02 19.582  2.959 16.623  84   0 0.047 8346  15 0.014
115862 2002.44  534.83 99.999  9.999 15.964   0   0 9.999 8241  10 0.018
115863 2006.89  534.30 17.861  1.477 16.385  84   0 0.033 8210  15 0.023
115864 1701.14  537.98 20.059  3.698 16.361  84   0 0.079 8344  15 0.012
115865 1889.72  537.27 20.121  3.522 16.600  84   0 0.093 8340  23 0.014
115866 2000.30  538.76 19.236  2.699 16.537  82   0 0.067 8249  10 0.022
115868 1847.91  540.91 20.543  4.528 16.015  84   0 0.101 8352  13 0.009
115870 2015.22  548.33 20.591  4.006 16.585  83   0 0.324 8136  14 0.019
115871 1746.61  551.10 20.167  3.913 16.253  84   0 0.082 8346  20 0.012
115872 1878.54  553.52 17.662  1.632 16.030  84   1 0.014 8343  19 0.010
115873 1736.41  553.45 19.946  3.603 16.342  84   0 0.085 8348  10 0.013
115874 1677.95  556.91 20.356  3.897 16.459  84   0 0.105 8341  17 0.014
115875 1768.65  559.68 20.519  3.875 16.644  84   0 0.121 8349  12 0.014
115876 1956.06  560.80 20.522  3.943 16.580  85   0 0.141 8326  14 0.016
115879 2006.79  204.38 21.087  3.740 17.346  17   0 0.341 2714  10 0.030
115880 1758.14  239.68 21.189  3.169 18.020  51   0 0.230 5212  13 0.045
115881 1916.62  276.53 19.977  3.138 16.840  74   0 0.086 6801  19 0.019
115882 1892.17  323.38 21.767  4.335 17.432  79   1 0.307 8154  13 0.033
115883 2041.30  343.92 20.339  2.928 17.411  74   0 0.169 7721  16 0.035
115884 1853.19  412.83 19.815  1.843 17.971  84   0 0.078 8332  14 0.043
115885 2108.58  430.23 21.796  4.471 17.325  19   0 0.395 4036   8 0.035
115886 2011.43  436.36 99.999  9.999 17.277   0   0 9.999 8167  14 0.034
115887 1804.25  457.03 99.999  9.999 17.629   0   0 9.999 8342  13 0.034
115888 1993.36  469.19 19.652  2.489 17.163  81   0 0.281 8266  12 0.081
115889 1885.50  529.08 18.885  1.745 17.140  84   0 0.029 8340  21 0.022
115890 1881.00  559.16 20.946  3.795 17.151  85   0 0.171 8345  12 0.031
115938 1785.56  201.46 99.999  9.999 17.148   0   0 9.999 2704   5 0.021
115940 1943.55  203.18 99.999  9.999 17.625   0   0 9.999 2750   3 0.031
115941 1982.80  204.15 21.242  4.187 17.056  23   0 0.388 2774   9 0.020
115942 1732.76  208.88 20.527  3.550 16.977  28   0 0.096 3196   7 0.019
115943 1777.57  211.85 20.575  3.570 17.006  28   0 0.100 3431   5 0.026
115944 1886.45  213.22 20.910  3.787 17.124  30   0 0.149 3508   6 0.020
115945 1868.02  213.76 20.619  3.655 16.964  30   0 0.111 3595   3 0.018
115946 1677.07  214.88 20.493  3.433 17.061  31   0 0.164 3665   5 0.020
115947 2075.19  216.94 21.011  3.814 17.197  20   0 0.306 3232  11 0.029
115948 1838.83  219.15 18.596  1.545 17.051  33   0 0.029 3955   8 0.020
115949 2017.25  218.74 21.238  3.850 17.387  31   0 0.422 3802   5 0.027
115951 1675.08  222.26 21.371  3.919 17.452  36   0 0.207 4219  12 0.027
115952 1930.47  223.16 19.659  2.802 16.857  39   0 0.057 4216  12 0.016
115953 1984.34  222.92 21.175  4.031 17.144  39   0 0.237 4178   5 0.029
115954 2106.86  223.09 18.506  1.718 16.788  15   0 0.018 2683   4 0.017
115956 2018.01  225.37 21.329  3.968 17.360  37   0 0.433 4250   4 0.033
115957 1750.09  227.19 20.836  3.764 17.072  40   0 0.159 4548  10 0.020
115958 2125.04  227.57 21.205  4.457 16.748  10   0 0.151 2044   6 0.017
115959 1838.21  227.71 20.173  3.241 16.931  40   0 0.079 4542  16 0.017
115960 2093.94  227.10 21.468  4.014 17.454  19   1 0.190 3290   9 0.027
115961 1845.55  229.23 20.566  3.493 17.073  43   0 0.132 4619  11 0.020
115963 1983.43  231.53 20.592  3.663 16.929  44   0 0.146 4752  11 0.018
115966 2103.57  232.56 21.208  3.905 17.303  16   0 0.159 3097   6 0.029
115967 2126.51  233.90 18.858  1.550 17.308  10   0 0.040 2084  10 0.026
115968 1774.29  233.96 21.618  4.012 17.606  43   0 0.374 4905  11 0.029
115969 2108.58  234.18 21.658  4.388 17.270  14   0 0.237 2846   8 0.028
115972 1909.39  236.68 21.015  4.001 17.014  44   1 0.151 5061  14 0.018
115973 1945.12  237.54 20.850  3.780 17.070  48   0 0.172 5108  16 0.020
115974 1764.51  238.13 20.362  3.397 16.965  49   0 0.085 5118  10 0.018
115976 1824.91  239.27 21.021  3.198 17.823  50   0 0.190 5210  13 0.035
115977 1775.01  244.31 21.044  4.015 17.029  53   0 0.222 5463  13 0.018
115978 1870.43  243.89 19.031  1.805 17.226  51   0 0.036 5416  11 0.021
115979 1885.60  243.70 99.999  9.999 16.863   0   0 9.999 5428  15 0.028
115980 1902.22  245.86 20.310  3.069 17.241  53   0 0.088 5506  10 0.024
115982 1764.90  247.40 20.588  3.616 16.972  51   2 0.113 5591  17 0.017
115983 1741.48  246.83 21.306  3.716 17.589  54   0 0.292 5546   9 0.029
115984 2070.13  252.29 20.937  3.760 17.177  33   0 0.245 4883   6 0.023
115985 2016.74  252.37 19.083  1.606 17.478  52   0 0.064 5594   7 0.033
115986 2078.60  254.13 20.319  3.402 16.916  27   0 0.113 4665   8 0.022
115988 1873.63  252.60 19.487  1.881 17.606  55   1 0.043 5817  12 0.031
115989 1839.99  255.12 21.011  3.655 17.356  57   0 0.176 5950   8 0.024
115990 2040.22  255.96 21.112  3.665 17.447  48   0 0.224 5547   7 0.030
115991 1973.11  257.29 99.999  9.999 17.175   0   0 9.999 5997  13 0.026
115992 1825.86  258.51 20.856  3.719 17.136  61   0 0.242 6085  12 0.021
115993 1923.86  257.22 21.113  3.606 17.506  56   0 0.163 6033  15 0.029
115994 2077.53  257.56 99.999  9.999 17.315   0   0 9.999 4816   5 0.032
115995 2108.41  257.70 21.191  3.857 17.334  17   0 0.332 3278   6 0.031
115996 1720.72  259.25 99.999  9.999 17.343   0   0 9.999 6086  16 0.114
115998 1860.04  260.00 20.596  3.717 16.879  62   0 0.138 6123  11 0.017
115999 1977.81  259.88 99.999  9.999 17.379   0   0 9.999 6082  14 0.033
116000 1939.67  261.09 20.350  3.273 17.077  64   0 0.122 6150  12 0.020
116001 2003.25  263.47 18.642  1.708 16.934  62   0 0.031 6171   7 0.022
116002 2022.71  261.77 99.999  9.999 17.517   0   0 9.999 5972   0 0.141
116003 1729.27  265.39 20.167  3.249 16.918  65   1 0.114 6323  18 0.029
116004 1796.46  264.83 18.283  1.453 16.831  65   0 0.021 6324  13 0.016
116005 1860.33  265.51 20.853  3.966 16.887  65   0 0.157 6368  13 0.019
116006 1676.31  265.65 99.999  9.999 16.973   0   0 9.999 6379   9 0.184
116007 1818.27  267.09 19.129  1.854 17.275  66   0 0.035 6400  16 0.022
116008 1954.35  266.94 20.722  3.477 17.245  65   1 0.216 6390  13 0.027
116009 2065.19  270.23 99.999  9.999 16.391   0   0 9.999 5530  14 0.130
116011 1962.61  272.42 19.028  2.235 16.793  74   0 0.161 6649   9 0.063
116012 2101.63  271.08 20.865  3.727 17.138  25   0 0.222 3982   5 0.022
116013 1686.20  276.08 20.164  2.993 17.171  74   0 0.123 6755  21 0.040
116014 1843.73  276.13 20.459  1.713 18.746  73   0 0.111 6083   0 0.402
116015 2013.76  275.98 19.824  2.260 17.564  71   0 0.084 6574  13 0.039
116016 1759.35  277.64 20.405  2.793 17.612  74   0 0.118 6817  12 0.029
116017 1841.31  277.79 99.999  9.999 17.087   0   0 9.999 6671   0 0.352
116018 1692.72  279.51 20.852  3.408 17.443  76   0 0.186 6908  15 0.032
116019 2055.45  280.09 19.522  2.137 17.385  55   1 0.177 6038  28 0.054
116020 2014.31  282.07 21.115  3.944 17.171  71   0 0.199 6779  10 0.028
116021 1757.21  283.21 99.999  9.999 17.001   0   0 9.999 7005  14 0.019
116022 2020.14  283.72 20.980  3.694 17.287  68   0 0.471 6790   1 0.078
116023 1898.95  285.36 21.108  3.602 17.506  79   0 0.221 7104  10 0.028
116024 1944.86  286.48 20.520  3.307 17.212  79   0 0.161 7126  17 0.023
116025 2053.20  285.58 20.827  3.064 17.763  59   0 0.285 6266  19 0.049
116026 1759.07  286.28 99.999  9.999 17.207   0   0 9.999 7152  12 0.022
116027 2061.88  288.28 18.469  1.597 16.872  55   0 0.043 6094  11 0.023
116029 1855.52  291.50 20.806  3.568 17.237  79   0 0.167 7288  11 0.022
116030 1815.44  294.56 20.774  3.730 17.044  80   1 0.144 7402  11 0.017
116031 1930.01  294.54 20.780  3.885 16.896  81   0 0.182 7399  12 0.017
116032 1885.52  294.90 20.974  4.017 16.957  82   0 0.218 7405  15 0.021
116034 1802.40  301.48 20.557  3.405 17.152  81   0 0.101 7615  11 0.021
116035 2036.95  301.14 21.352  4.193 17.159  70   0 0.265 7077  16 0.021
116037 1691.35  302.40 99.999  9.999 16.841   0   0 9.999 7629   9 0.029
116038 1812.09  303.74 20.908  3.801 17.107  81   0 0.156 7662  19 0.019
116039 1991.99  304.20 18.418  1.578 16.840  80   1 0.023 7616  15 0.016
116040 1979.97  304.47 20.604  3.371 17.232  83   0 0.137 7631  17 0.021
116042 1938.62  305.25 20.875  3.506 17.369  81   0 0.178 7688  12 0.024
116043 1755.97  307.37 21.233  4.176 17.057  80   0 0.210 7776   6 0.087
116044 2001.97  306.34 21.327  3.565 17.762  77   1 0.201 7610  15 0.034
116047 2115.24  309.01 99.999  9.999 17.366   0   0 9.999 3405   9 0.027
116048 1927.50  309.05 21.911  4.349 17.562  80   0 0.296 7778  11 0.027
116049 2093.03  309.61 21.069  3.844 17.225  34   1 0.177 5066  12 0.025
116052 1970.99  314.68 20.861  3.549 17.312  83   0 0.178 7906  18 0.024
116053 2051.57  315.04 20.552  3.732 16.820  65   1 0.142 7077  13 0.023
116054 2089.98  319.35 18.668  1.695 16.972  35   0 0.026 5417  10 0.019
116055 1939.50  319.59 20.834  3.658 17.176  83   0 0.179 8041  14 0.022
116056 1765.58  321.50 20.377  3.590 16.786  82   1 0.127 8107  19 0.015
116057 1895.66  320.61 20.953  3.605 17.348  82   1 0.135 8086  11 0.027
116059 1695.54  322.55 99.999  9.999 17.180   0   0 9.999 8111  33 0.040
116060 1974.47  326.78 20.908  3.887 17.021  82   0 0.166 8171  16 0.018
116061 2004.35  328.52 19.272  2.307 16.965  81   0 0.048 8127  17 0.018
116062 1725.09  329.39 20.869  3.748 17.121  83   0 0.185 8263  25 0.020
116063 1860.40  330.26 21.408  3.882 17.526  79   0 0.262 8261  20 0.027
116064 1869.34  331.06 19.644  2.165 17.479  84   0 0.057 8275  15 0.024
116065 1833.73  332.55 20.899  3.659 17.241  82   0 0.143 8302  12 0.022
116068 1753.41  337.58 18.656  1.673 16.983  84   0 0.029 8312  19 0.018
116069 2023.95  338.61 20.533  3.199 17.334  74   1 0.452 8015   0 0.168
116070 1799.88  339.89 21.032  3.721 17.312  84   0 0.161 8311  18 0.022
116071 2013.01  340.34 20.491  3.526 16.964  80   0 0.134 8137  14 0.019
116073 2084.70  342.09 21.737  4.190 17.548  37   1 0.250 5991  13 0.031
116074 1795.84  343.71 20.566  3.429 17.137  83   0 0.119 8320  16 0.020
116075 1848.23  343.98 20.711  3.726 16.985  83   0 0.119 8326  15 0.017
116076 1736.72  345.25 20.608  3.810 16.797  84   0 0.095 8329  20 0.015
116077 1746.73  347.67 21.167  3.937 17.230  85   0 0.192 8325  13 0.021
116078 2011.79  348.19 18.226  1.399 16.828  82   0 0.019 8153  14 0.018
116079 1945.32  350.34 18.769  1.450 17.319  84   0 0.035 8316  12 0.025
116081 1675.73  351.72 20.911  3.808 17.103  83   1 0.120 8331  14 0.019
116082 1923.67  352.08 21.174  4.004 17.170  82   0 0.203 8323  14 0.019
116083 1914.90  353.28 20.570  3.638 16.932  84   1 0.108 8330   9 0.017
116084 1804.62  356.12 20.992  3.924 17.068  85   0 0.189 8343   9 0.018
116087 1956.24  357.05 20.969  3.832 17.138  84   0 0.159 8319  14 0.019
116092 1750.98  362.36 19.993  2.662 17.331  84   0 0.068 8338  10 0.023
116093 1680.90  365.31 21.190  3.893 17.297  83   0 0.194 8329  14 0.028
116094 1772.53  365.40 99.999  9.999 17.554   0   0 9.999 8326  11 0.027
116095 2106.77  366.86 19.027  1.830 17.197  25   0 0.041 4334   6 0.025
116096 1676.39  367.78 20.309  3.502 16.807  84   0 0.102 8348  12 0.021
116097 1947.86  367.82 20.897  3.606 17.291  82   2 0.133 8329   7 0.032
116098 1695.68  368.07 21.312  3.729 17.583  84   0 0.191 8323  12 0.029
116099 2096.83  369.54 20.700  3.778 16.921  31   0 0.137 5120  16 0.022
116100 2073.67  365.50 99.999  9.999 18.660   0   0 9.999 6515  16 0.149
116102 2085.31  370.92 21.654  4.132 17.523  39   0 0.407 5941  15 0.037
116103 1822.82  373.26 20.922  3.849 17.073  83   0 0.167 8347  11 0.033
116104 1797.93  373.47 99.999  9.999 17.486   0   0 9.999 8336   2 0.041
116105 1957.51  373.87 20.862  3.461 17.402  83   0 0.131 8314  20 0.024
116106 1673.34  376.99 99.999  9.999 16.810   0   0 9.999 8340  17 0.016
116107 1849.08  375.99 21.011  3.457 17.554  82   0 0.198 8332  14 0.029
116108 1837.01  376.85 21.571  4.006 17.566  83   0 0.239 8332  14 0.029
116109 2130.11  377.13 21.297  3.997 17.300  13   1 0.208 2642   4 0.025
116110 1805.53  377.73 22.089  4.538 17.551  78   0 0.495 8321  22 0.040
116111 2104.40  378.95 19.344  2.522 16.822  28   0 0.052 4525  10 0.016
116112 2077.39  380.12 19.086  1.950 17.136  42   1 0.067 6382  14 0.031
116114 1815.83  383.78 20.751  3.663 17.088  83   1 0.135 8344  15 0.032
116115 1975.54  383.04 20.888  3.759 17.129  85   0 0.154 8292  15 0.021
116116 1695.76  384.06 20.353  3.498 16.855  83   1 0.096 8343  11 0.016
116117 1722.31  383.96 20.920  3.617 17.303  83   0 0.175 8334  13 0.024
116121 1783.07  387.01 20.659  3.553 17.106  84   0 0.129 8337  14 0.018
116122 2083.00  387.84 99.999  9.999 17.712   0   0 9.999 6049  10 0.036
116123 1878.87  389.86 21.064  3.879 17.185  83   0 0.182 8331  20 0.020
116124 2045.02  391.28 21.622  4.664 16.958  68   0 0.251 7633   9 0.019
116125 1840.93  392.36 20.948  3.502 17.447  83   1 0.130 8326  15 0.025
116126 1900.11  392.76 21.502  4.355 17.148  83   0 0.229 8329  15 0.020
