# Name          Type     to          uo       tE     rho      log_s   log_q   alpha   f_source  g_blending to-time_anomaly 
# 
WFIRST_1545.dat PSPL     2460954.459 0.345481 91.165 0.000000 0.00000 0.00000 0.00000 359.06328 0.000 0.000
WFIRST_2202.dat PSPL     2460957.031 0.863101 36.666 0.000000 0.00000 0.00000 0.00000 234.48117 0.000 0.000
WFIRST_1714.dat PSPL     2460943.704 0.120016 74.919 0.000000 0.00000 0.00000 0.00000 923.29698 0.000 0.000
WFIRST_1638.dat PSPL     2460963.855 0.611649 16.983 0.000000 0.00000 0.00000 0.00000 499.03267 0.000 0.000
WFIRST_2209.dat PSPL     2460939.767 0.739256 93.309 0.000000 0.00000 0.00000 0.00000 59.04475 0.000 0.000
WFIRST_0895.dat PSPL     2460967.419 0.793404 45.766 0.000000 0.00000 0.00000 0.00000 1521.54984 0.000 0.000
WFIRST_1776.dat PSPL     2460950.936 0.781687 32.014 0.000000 0.00000 0.00000 0.00000 289.50678 0.000 0.000
WFIRST_1999.dat PSPL     2460958.141 0.102026 11.855 0.000000 0.00000 0.00000 0.00000 766.01123 0.000 0.000
WFIRST_0985.dat PSPL     2460955.488 0.566079 24.240 0.000000 0.00000 0.00000 0.00000 5273.87550 0.000 0.000
WFIRST_1180.dat PSPL     2460958.866 0.158539 49.963 0.000000 0.00000 0.00000 0.00000 2311.42787 0.000 0.000
WFIRST_1861.dat PSPL     2460940.494 0.300846 13.535 0.000000 0.00000 0.00000 0.00000 124.96985 0.000 0.000
WFIRST_1530.dat PSPL     2460948.804 0.492346 79.371 0.000000 0.00000 0.00000 0.00000 28.80149 0.000 0.000
WFIRST_0949.dat PSPL     2460958.953 0.899248 41.687 0.000000 0.00000 0.00000 0.00000 53.61987 0.000 0.000
WFIRST_0933.dat PSPL     2460942.796 0.746142 25.771 0.000000 0.00000 0.00000 0.00000 4793.65307 0.000 0.000
WFIRST_1234.dat PSPL     2460941.076 0.861443 80.121 0.000000 0.00000 0.00000 0.00000 84.23931 0.000 0.000
WFIRST_1063.dat Binary   2460958.697 0.034266 36.165 0.003097 -0.03476 -0.32074 -1.06550 121.98709 0.000 0.000
WFIRST_0499.dat Binary   2460970.379 0.117793 50.405 0.001628 -0.03328 -0.63054 -1.43471 1995.26279 0.000 0.000
WFIRST_0467.dat Binary   2460950.814 0.045255 47.700 0.000414 -0.05694 -0.30592 0.91489 549.39228 0.000 0.000
WFIRST_1518.dat Binary   2460963.035 0.141423 93.060 0.000671 0.11496 -0.61173 -1.62120 40.47001 0.000 0.000
WFIRST_1322.dat Binary   2460967.348 0.095692 50.752 0.000110 0.04714 -0.64963 1.54127 51.82492 0.000 0.000
WFIRST_0281.dat GLPlanet 2460950.300 0.292557 48.134 0.002381 0.10211 -5.17956 -0.66425 335.46458 0.000 17.986
WFIRST_1606.dat GLPlanet 2460949.868 0.452300 60.121 0.001418 0.11180 -5.56500 -1.05298 1167.22838 0.000 15.491
WFIRST_2006.dat GLPlanet 2460957.327 0.389201 34.267 0.000518 0.11774 -5.83817 -2.35340 903.88620 0.000 -13.262
WFIRST_0284.dat GLPlanet 2460966.643 0.478948 63.500 0.002612 0.11026 -5.11168 -1.93851 3027.43564 0.000 -11.716
WFIRST_2007.dat GLPlanet 2460956.945 0.471983 24.217 0.002867 0.13813 -5.34490 -0.81776 326.70321 0.000 10.713
WFIRST_1792.dat GLPlanet 2460947.375 0.276364 12.566 0.000270 0.26319 -5.08128 -2.92528 791.58754 0.000 -15.803
WFIRST_2368.dat GLPlanet 2460957.443 0.498243 58.865 0.001448 0.13360 -5.01027 -0.92262 127.08621 0.000 22.212
WFIRST_2118.dat GLPlanet 2460967.633 0.274839 14.971 0.004232 0.21597 -5.10602 -0.26848 337.94081 0.000 14.955
WFIRST_0010.dat GLPlanet 2460952.103 0.344724 44.979 0.001592 0.13831 -5.29038 -0.56118 68.39208 0.000 24.667
WFIRST_2385.dat GLPlanet 2460957.233 0.334929 95.447 0.001043 0.08976 -5.51478 -0.93487 2051.44123 0.000 23.600
