 94889 1613.74 3312.61 16.222  2.486 13.735  79   0 0.011  953   2 0.009
 94908 1602.59 3109.31 16.952  2.269 14.683  79   0 0.009  952   3 0.006
 94916 1637.11 3308.32 17.032  2.144 14.888  78   1 0.009  954   1 0.009
 94919 1610.30 3353.20 16.984  2.310 14.674  79   0 0.008  954   1 0.009
 94958 1589.98 3074.00 17.707  1.864 15.843  79   0 0.014  951   4 0.009
 94962 1637.80 3147.71 16.813  1.191 15.622  79   0 0.007  953   2 0.009
 94977 1602.28 3255.33 17.524  2.115 15.410  79   0 0.011  954   1 0.008
 95055 1591.91 3094.06 17.332  1.300 16.033  79   0 0.010  953   2 0.010
 95056 1620.73 3096.19 18.450  1.999 16.452  78   0 0.025  954   1 0.012
 95060 1599.83 3123.69 17.358  1.315 16.042  79   0 0.010  954   1 0.010
 95072 1634.65 3176.99 18.408  1.959 16.449  78   0 0.019  953   2 0.011
 95079 1588.18 3220.93 17.847  1.515 16.331  79   0 0.015  951   4 0.012
 95081 1614.78 3228.03 18.622  2.046 16.577  78   0 0.024  954   1 0.014
 95097 1628.95 3279.97 17.958  1.744 16.214  79   0 0.015  952   3 0.013
 95098 1634.62 3281.97 18.301  1.932 16.369  79   0 0.018  954   1 0.012
 95103 1604.38 3295.87 18.074  1.870 16.204  79   0 0.016  954   1 0.010
 95106 1632.28 3340.16 17.907  1.986 15.922  78   1 0.013  952   3 0.010
 95113 1591.85 3097.82 19.450  2.175 17.275  79   0 0.049  955   0 0.025
 95225 1619.64 3120.92 18.978  1.927 17.052  78   0 0.035  951   3 0.019
 95239 1625.27 3171.19 18.729  1.438 17.292  78   0 0.027  947   6 0.029
 95241 1614.34 3171.94 19.052  1.445 17.607  78   0 0.035  946   7 0.032
 95243 1591.90 3175.75 18.839  1.938 16.901  78   0 0.026  954   1 0.015
 95244 1622.77 3179.40 19.322  2.009 17.313  78   0 0.040  950   3 0.022
 95253 1636.05 3206.23 19.398  2.126 17.272  78   0 0.041  946   6 0.037
 95255 1584.12 3215.58 18.821  1.532 17.289  78   0 0.029  952   3 0.094
 95257 1634.25 3219.23 19.280  1.767 17.512  78   0 0.038  945   8 0.037
 95259 1644.46 3229.26 19.047  1.809 17.238  78   0 0.030  952   2 0.022
 95271 1610.86 3272.31 18.579  1.247 17.332  78   0 0.019  954   1 0.020
 95273 1578.63 3279.25 19.336  2.024 17.312  78   0 0.046  952   1 0.019
 95281 1589.12 3294.00 19.050  1.806 17.244  78   0 0.031  952   1 0.018
 95285 1643.60 3313.16 19.158  1.777 17.380  78   0 0.039  943  10 0.035
 95298 1595.33 3355.50 18.970  1.574 17.396  78   0 0.027  951   2 0.024
 95299 1623.42 3357.38 19.097  1.558 17.539  78   0 0.037  952   1 0.029
 95302 1610.82 3361.67 18.049  1.268 16.781  79   0 0.017  950   5 0.018
 95327 1644.81 3222.27 20.154  1.517 18.636  78   0 0.075  951   1 0.096
 95329 1644.74 3316.52 20.043  1.227 18.816  78   0 0.091  939  10 0.109
 95332 1619.31 3353.70 20.053  1.079 18.974  78   0 0.081  948   2 0.111
 95548 1645.03 3080.36 19.759  1.384 18.375  78   0 0.081  946   6 0.077
 95561 1582.59 3101.18 19.931  1.794 18.137  78   0 0.068  949   2 0.040
 95572 1596.80 3117.99 19.494  1.654 17.840  78   0 0.063  950   2 0.042
 95574 1629.38 3118.87 19.345  1.639 17.706  78   0 0.046  950   1 0.035
 95578 1593.35 3123.00 20.065  1.826 18.239  78   0 0.086  951   1 0.051
 95581 1635.35 3122.57 20.262  1.932 18.330  78   0 0.093  949   3 0.046
 95602 1622.89 3147.12 19.634  1.699 17.935  78   0 0.055  946   5 0.036
 95610 1639.18 3156.43 19.893  1.574 18.319  78   0 0.060  949   2 0.049
