 49141 1206.31 3127.64 13.198  9.999 99.999   7   0 0.008    0   0 9.999
 49142 1554.02 3230.59 15.097  1.947 13.150   7   0 0.003  173   2 0.004
 49144 1367.45 3258.27 15.867  2.032 13.834   7   0 0.005  175   0 0.004
 49145 1209.41 3298.12 15.364  2.744 12.620   7   0 0.003  174   1 0.010
 49146 1647.08 3316.24 20.450  6.600 13.850   6   0 0.331  175   0 0.119
 49157 1635.26 3124.25 99.999  9.999 14.891   0   0 9.999  175   0 0.051
 49159 1359.95 3150.89 17.139  2.203 14.936   7   0 0.005  175   0 0.005
 49160 1513.80 3150.22 17.147  2.184 14.964   7   0 0.009  175   0 0.005
 49161 1605.54 3218.50 19.106  4.654 14.452   7   0 0.035  175   0 0.004
 49162 1437.80 3236.65 20.066  5.239 14.828   7   0 0.082  175   0 0.017
 49163 1385.85 3302.64 99.999  9.999 14.364   0   0 9.999  175   0 0.087
 49164 1227.85 3307.16 18.453  4.197 14.256   7   0 0.022  174   1 0.006
 49165 1223.69 3310.17 16.278  1.899 14.379   7   0 0.005  174   1 0.007
 49166 1383.85 3314.16 20.019  5.541 14.478   7   0 0.039  175   0 0.010
 49167 1620.51 3322.56 20.900  5.961 14.939   7   0 0.093  175   0 0.008
 49168 1448.53 3336.00 20.253  5.170 15.083   6   1 0.027  175   0 0.007
 49169 1398.81 3347.62 99.999  9.999 14.569   0   0 9.999  175   0 0.075
 49170 1604.11 3358.39 20.963  6.418 14.545   7   0 0.162  175   0 0.026
 49193 1519.91 3116.91 99.999  9.999 15.815   0   0 9.999  175   0 0.015
 49194 1540.01 3118.02 18.004  2.424 15.580   7   0 0.016  174   1 0.007
 49195 1308.14 3123.55 99.999  9.999 15.694   0   0 9.999  175   0 0.021
 49196 1453.54 3137.67 99.999  9.999 15.924   0   0 9.999  175   0 0.041
 49197 1244.52 3141.73 21.343  6.091 15.252   6   0 0.113  175   0 0.009
 49198 1546.24 3158.24 17.731  2.100 15.631   7   0 0.018  175   0 0.010
 49199 1249.25 3182.84 18.109  2.345 15.764   7   0 0.012  175   0 0.008
 49200 1548.53 3184.86 99.999  9.999 15.580   0   0 9.999  175   0 0.022
 49201 1221.62 3186.90 21.655  6.036 15.619   6   1 0.119  175   0 0.010
 49202 1636.84 3189.44 17.817  2.159 15.658   7   0 0.005  175   0 0.007
 49203 1472.13 3208.23 21.108  5.240 15.869   6   0 0.092  174   0 0.008
 49204 1439.07 3211.33 17.888  2.257 15.631   7   0 0.008  174   0 0.007
 49205 1538.52 3216.50 18.581  2.656 15.926   7   0 0.017  173   2 0.008
 49206 1211.55 3230.13 18.314  2.338 15.976   7   0 0.015  175   0 0.008
 49208 1367.05 3245.96 99.999  9.999 15.873   0   0 9.999  175   0 0.012
 49209 1214.52 3248.83 99.999  9.999 15.589   0   0 9.999  175   0 0.020
 49210 1299.76 3250.66 21.083  5.384 15.699   7   0 0.139  175   0 0.008
 49211 1350.51 3257.26 21.158  5.786 15.372   7   0 0.113  174   0 0.007
 49212 1517.03 3260.10 99.999  9.999 15.388   0   0 9.999  175   0 0.101
 49213 1385.40 3266.56 99.999  9.999 15.623   0   0 9.999  175   0 0.010
 49214 1514.74 3271.77 21.660  6.434 15.226   7   0 0.188  175   0 0.012
 49215 1300.17 3277.15 99.999  9.999 15.137   0   0 9.999  175   0 0.013
 49217 1462.08 3286.48 21.369  5.845 15.524   7   0 0.107  175   0 0.010
 49218 1260.52 3290.74 99.999  9.999 15.530   0   0 9.999  175   0 0.010
 49219 1418.91 3296.02 21.422  5.411 16.011   6   1 0.056  174   1 0.009
 49220 1467.33 3309.42 19.909  4.143 15.766   7   0 0.032  175   0 0.039
 49221 1284.97 3315.17 18.840  3.010 15.830   7   0 0.012  172   3 0.007
 49222 1466.91 3315.72 99.999  9.999 15.549   0   0 9.999  174   1 0.014
 49223 1640.13 3329.42 99.999  9.999 15.722   0   0 9.999  175   0 0.015
 49224 1225.98 3335.39 99.999  9.999 15.583   0   0 9.999  175   0 0.074
 49225 1294.53 3341.08 21.230  5.331 15.898   6   1 0.084  174   1 0.007
 49226 1281.06 3343.95 99.999  9.999 15.686   0   0 9.999  175   0 0.054
 49227 1267.84 3349.98 21.688  5.699 15.989   7   0 0.136  175   0 0.009
 49228 1290.20 3322.24 99.999  9.999 18.003   0   0 9.999  175   0 0.042
 49281 1586.38 3110.31 99.999  9.999 16.006   0   0 9.999  174   1 0.009
 49282 1343.62 3111.25 99.999  9.999 16.788   0   0 9.999  175   0 0.015
 49283 1256.53 3113.69 99.999  9.999 16.069   0   0 9.999  174   1 0.010
 49284 1507.06 3116.39 99.999  9.999 16.070   0   0 9.999  174   1 0.011
 49285 1418.55 3121.92 21.493  5.165 16.328   7   0 0.280  175   0 0.011
 49286 1589.20 3121.49 99.999  9.999 16.938   0   0 9.999  175   0 0.017
 49287 1586.95 3129.76 99.999  9.999 16.273   0   0 9.999  174   1 0.011
 49288 1368.59 3131.89 18.998  2.376 16.621   7   0 0.020  174   1 0.012
 49289 1256.71 3139.20 20.008  2.857 17.151   7   0 0.055  175   0 0.022
 49290 1213.90 3160.83 99.999  9.999 16.071   0   0 9.999  175   0 0.011
 49291 1536.16 3161.33 21.641  4.705 16.936   6   1 0.090  175   0 0.019
 49292 1304.62 3163.20 20.068  3.530 16.538   7   0 0.048  174   1 0.012
 49293 1456.76 3168.30 19.100  3.035 16.065   7   0 0.036  174   1 0.009
 49295 1530.87 3170.45 99.999  9.999 16.732   0   0 9.999  175   0 0.014
 49296 1247.28 3176.37 18.761  2.313 16.448   7   0 0.017  174   1 0.012
 49297 1309.53 3191.27 21.159  5.080 16.078   7   0 0.165  175   0 0.009
 49298 1540.72 3191.18 19.220  2.805 16.416   7   0 0.010  175   0 0.013
