\STAR_ID                              = "MOA 2011-BLG-028L"
\DATA_CATEGORY                        = "Photometric light curve"
\RA                                   = "18h03m24.95s"
\RA_UNITS                             = "sexagesimal"
\DEC                                  = "-29d12m48.30s"
\DEC_UNITS                            = "sexagesimal"
\EQUINOX                              = "J2000.0"
\NUMBER_OF_POINTS                     = "1949"
\TIME_REFERENCE_FRAME                 = "Heliocentric JD"
\MINIMUM_DATE                         = "2455285.90844"
\MAXIMUM_DATE                         = "2456426.79641"
\DATE_UNITS                           = "days"
\MINIMUM_VALUE                        = "14.910"
\MAXIMUM_VALUE                        = "15.295"
\VALUE_UNITS                          = "mag"
\REFERENCES                           = "Skowron et al. 2016"
\BIBCODES                             = "2016ApJ...820....4S"
\TELESCOPE                            = "Warsaw Telescope (1.3 m)"
\INSTRUMENT                           = "OGLE-IV camera (chip 04)"
\TIME_SERIES_DATA_FILTER              = "I"
\OBSERVATORY_SITE                     = "Las Campanas Observatory"
\COLUMN_JD                            = "Heliocentric Julian Day"
\COLUMN_RELATIVE_MAGNITUDE            = "Relative or Instrument Magnitude"
\COLUMN_MAGNITUDE_UNCERTAINTY         = "Magnitude Uncertainty"
|           HJD | RELATIVE_MAGNITUDE |  MAGNITUDE_UNCERTAINTY |
|          real |               real |                   real |
|          days |                mag |                    mag |
  2455285.90844              15.265                    0.0061   
  2455311.80592              15.270                    0.0061   
  2455311.86433              15.271                    0.0061   
  2455313.77122              15.268                    0.0061   
  2455313.80854              15.268                    0.0061   
  2455313.84859              15.272                    0.0061   
  2455313.88789              15.272                    0.0069   
  2455313.92540              15.272                    0.0069   
  2455342.89282              15.274                    0.0061   
  2455342.93072              15.277                    0.0069   
  2455343.79389              15.267                    0.0069   
  2455343.88366              15.267                    0.0061   
  2455343.92155              15.272                    0.0069   
  2455348.78015              15.271                    0.0061   
  2455348.81806              15.270                    0.0061   
  2455348.86224              15.270                    0.0061   
  2455348.90055              15.273                    0.0069   
  2455349.72806              15.273                    0.0061   
  2455349.79361              15.274                    0.0061   
  2455349.83119              15.260                    0.0061   
  2455351.86344              15.270                    0.0061   
  2455351.90367              15.266                    0.0069   
  2455353.75521              15.270                    0.0061   
