\STAR_ID                              = "OGLE 2006-BLG-109L"
\DATA_CATEGORY                        = "Photometric light curve"
\RA                                   = "17h52m34.51s"
\RA_UNITS                             = "sexagesimal"
\DEC                                  = "-30d05m16.0s"
\DEC_UNITS                            = "sexagesimal"
\EQUINOX                              = "J2000.0"
\NUMBER_OF_POINTS                     = "245"
\TIME_REFERENCE_FRAME                 = "Geocentric JD"
\MINIMUM_DATE                         = "2453825.07299"
\MAXIMUM_DATE                         = "2453834.24535"
\DATE_UNITS                           = "days"
\MINIMUM_VALUE                        = "14.3495"
\MAXIMUM_VALUE                        = "17.1179"
\VALUE_UNITS                          = "mag"
\REFERENCES                           = "Gaudi et al. 2008"
\BIBCODES                             = "2008Sci...319..927G"
\TELESCOPE                            = "Auckland Telescope (0.35 m)"
\INSTRUMENT                           = "unknown"
\TIME_SERIES_DATA_FILTER              = "unfiltered"
\OBSERVATORY_SITE                     = "Auckland"
\COLUMN_JD                            = "Julian Day"
|           JD |     RELATIVE_MAGNITUDE |    MAGNITUDE_UNCERTAINTY |
|         real |                   real |                     real |
|         days |                    mag |                      mag |
  2453825.07299                  17.0036                     0.1074
  2453825.08410                  16.9470                     0.1089
  2453825.08780                  16.8364                     0.0915
  2453825.09150                  17.0005                     0.1074
  2453825.09521                  16.9866                     0.1002
  2453825.09889                  16.9524                     0.0958
  2453825.10257                  16.8616                     0.0944
  2453825.10628                  16.8995                     0.0886
  2453825.10999                  16.9636                     0.0958
  2453825.11367                  16.8157                     0.0842
  2453825.11737                  16.8341                     0.0842
  2453825.12103                  16.8440                     0.0857
  2453825.12475                  16.8465                     0.0857
  2453825.12843                  16.8684                     0.0900
  2453825.13212                  16.8145                     0.0900
  2453825.13584                  16.9380                     0.0987
  2453825.14323                  16.8568                     0.0987
  2453825.14692                  16.8235                     0.0900
  2453825.15061                  16.8643                     0.0886
  2453825.15433                  16.7991                     0.0813
  2453825.15800                  16.8490                     0.0886
  2453825.16171                  16.8737                     0.0886
  2453825.16543                  16.8207                     0.0886
  2453825.16909                  16.8828                     0.0871
  2453825.17282                  16.9866                     0.0929
  2453825.17650                  16.8963                     0.0886
  2453825.18020                  16.7762                     0.0842
  2453825.18760                  16.8828                     0.0857
  2453825.19129                  16.8581                     0.0857
  2453825.19501                  16.9972                     0.0871
  2453825.19869                  16.9138                     0.0784
  2453825.20238                  16.9999                     0.0828
  2453825.20606                  16.9764                     0.0828
  2453825.20977                  17.0002                     0.0842
  2453825.21350                  16.9892                     0.0813
  2453825.21716                  16.9884                     0.0799
  2453825.22088                  17.0514                     0.0857
  2453825.22458                  16.9957                     0.0813
  2453825.22826                  16.9996                     0.0799
  2453825.23198                  16.9508                     0.0857
  2453825.23566                  17.1179                     0.1045
  2453826.10928                  16.8822                     0.0929
  2453826.11296                  16.9513                     0.0900
  2453826.11666                  16.8669                     0.0871
  2453826.12405                  16.8410                     0.0842
  2453826.13780                  16.8627                     0.0828
  2453826.14151                  16.8795                     0.0784
  2453826.14521                  16.9310                     0.0828
  2453826.14890                  16.9747                     0.0828
  2453826.15262                  16.9062                     0.0784
  2453826.15632                  16.8772                     0.0741
  2453826.16001                  16.8651                     0.0755
  2453826.16373                  16.8689                     0.0799
  2453826.16742                  16.8878                     0.0770
  2453826.17111                  16.9287                     0.0784
  2453826.19721                  16.9040                     0.0799
  2453826.20089                  16.9041                     0.0784
  2453826.20459                  16.8747                     0.0741
  2453826.20831                  16.8909                     0.0741
  2453826.21201                  16.9158                     0.0755
  2453826.21567                  16.9622                     0.0770
  2453826.21941                  16.9204                     0.0755
  2453826.22307                  16.9348                     0.0799
  2453826.22679                  16.9732                     0.0857
  2453826.23048                  16.9423                     0.0770
  2453826.23417                  16.9649                     0.0813
  2453829.10415                  16.1632                     0.0495
  2453829.10786                  16.3295                     0.0553
  2453829.16753                  16.1976                     0.0423
  2453829.19051                  16.2577                     0.0539
  2453829.19421                  16.2319                     0.0423
  2453831.00711                  14.8896                     0.0166
  2453831.00940                  14.8852                     0.0166
  2453831.01171                  14.8758                     0.0166
  2453831.01402                  14.8682                     0.0166
  2453831.01632                  14.8660                     0.0166
  2453831.01863                  14.8634                     0.0153
  2453831.02093                  14.8572                     0.0153
  2453831.02324                  14.8507                     0.0153
  2453831.02556                  14.8751                     0.0153
  2453831.02785                  14.8571                     0.0153
  2453831.03014                  14.8618                     0.0153
  2453831.03245                  14.8629                     0.0153
  2453831.03474                  14.8517                     0.0139
  2453831.03705                  14.8501                     0.0139
  2453831.03935                  14.8560                     0.0139
  2453831.04166                  14.8403                     0.0139
  2453831.04395                  14.8288                     0.0139
  2453831.04624                  14.8320                     0.0139
  2453831.04856                  14.8393                     0.0139
  2453831.05085                  14.8592                     0.0139
  2453831.05319                  14.8619                     0.0139
  2453831.05548                  14.8549                     0.0125
  2453831.05778                  14.8352                     0.0125
  2453831.06007                  14.8514                     0.0139
  2453831.06239                  14.8567                     0.0125
  2453831.06468                  14.8339                     0.0125
  2453831.06700                  14.8584                     0.0125
  2453831.06926                  14.8474                     0.0125
  2453831.07158                  14.8142                     0.0125
  2453831.07628                  14.8205                     0.0125
  2453831.07858                  14.8158                     0.0125
  2453831.08091                  14.8149                     0.0125
  2453831.08321                  14.8180                     0.0125
  2453831.08552                  14.8102                     0.0125
  2453831.08781                  14.8054                     0.0125
  2453831.09010                  14.8096                     0.0125
  2453831.09240                  14.8162                     0.0125
  2453831.09467                  14.7996                     0.0125
  2453831.09699                  14.8166                     0.0125
  2453831.09930                  14.8256                     0.0125
  2453831.10445                  14.8137                     0.0125
  2453831.10674                  14.8110                     0.0125
  2453831.10904                  14.7863                     0.0125
  2453831.11134                  14.8012                     0.0125
  2453831.11365                  14.7900                     0.0125
  2453831.11596                  14.7882                     0.0125
  2453831.11826                  14.7895                     0.0112
  2453831.12053                  14.7944                     0.0112
  2453831.12285                  14.7722                     0.0112
  2453831.12512                  14.7806                     0.0112
  2453831.12743                  14.7763                     0.0112
  2453831.12972                  14.7610                     0.0112
  2453831.13200                  14.7625                     0.0112
  2453831.13431                  14.7459                     0.0112
  2453831.13662                  14.7553                     0.0112
  2453831.13892                  14.7481                     0.0112
  2453831.14121                  14.7402                     0.0112
  2453831.14350                  14.7405                     0.0112
  2453831.14582                  14.7401                     0.0112
  2453831.15076                  14.7166                     0.0125
  2453831.15305                  14.7173                     0.0112
  2453831.15532                  14.7205                     0.0112
  2453831.15764                  14.7089                     0.0112
  2453831.15996                  14.6927                     0.0112
  2453831.16224                  14.7029                     0.0112
  2453831.16455                  14.7022                     0.0112
  2453831.16687                  14.6896                     0.0112
  2453831.16916                  14.6790                     0.0112
  2453831.17147                  14.6801                     0.0112
  2453831.17378                  14.6598                     0.0112
  2453831.17606                  14.6587                     0.0112
  2453831.17837                  14.6487                     0.0099
  2453831.18263                  14.6329                     0.0099
  2453831.18496                  14.6261                     0.0099
  2453831.18726                  14.6225                     0.0099
  2453831.18954                  14.6023                     0.0099
  2453831.19187                  14.6107                     0.0099
  2453831.19416                  14.5960                     0.0099
  2453831.19645                  14.5728                     0.0099
  2453831.19875                  14.5566                     0.0099
  2453831.20411                  14.5116                     0.0099
  2453831.20643                  14.4933                     0.0099
  2453831.20872                  14.4687                     0.0099
  2453831.21102                  14.4320                     0.0099
  2453831.21332                  14.4018                     0.0099
  2453831.21562                  14.3795                     0.0099
  2453831.21792                  14.3773                     0.0087
  2453831.22021                  14.3573                     0.0087
  2453831.22251                  14.3495                     0.0087
  2453831.22751                  14.3595                     0.0202
  2453831.23698                  14.3778                     0.0208
  2453831.23926                  14.3973                     0.0208
  2453831.24156                  14.3792                     0.0214
  2453831.24385                  14.3937                     0.0222
  2453833.05983                  16.5049                     0.0973
  2453833.09126                  16.5773                     0.0755
  2453833.10588                  16.6682                     0.0727
  2453833.10818                  16.5339                     0.0727
  2453833.11046                  16.7554                     0.0698
  2453833.11276                  16.7787                     0.0698
  2453833.11507                  16.6065                     0.0611
  2453833.11741                  16.6715                     0.0654
  2453833.11966                  16.5979                     0.0712
  2453833.14123                  16.6116                     0.0640
  2453833.14355                  16.6823                     0.0669
  2453833.14777                  16.6467                     0.0770
  2453833.15007                  16.6933                     0.0712
  2453833.15235                  16.6627                     0.0640
  2453833.15464                  16.7142                     0.0755
  2453833.15696                  16.7734                     0.0698
  2453833.15928                  16.6475                     0.0799
  2453833.16387                  16.5975                     0.0799
  2453833.99842                  16.3178                     0.0770
  2453834.00074                  16.2722                     0.0755
  2453834.00306                  16.3089                     0.0727
  2453834.00537                  16.3319                     0.0755
  2453834.00766                  16.2444                     0.0683
  2453834.00995                  16.2613                     0.0640
  2453834.01224                  16.1501                     0.0582
  2453834.01456                  16.2680                     0.0640
  2453834.01685                  16.2674                     0.0669
  2453834.01917                  16.2269                     0.0640
  2453834.02147                  16.1884                     0.0640
  2453834.03570                  16.1821                     0.0784
  2453834.03802                  16.1200                     0.0784
  2453834.05723                  16.0789                     0.0524
  2453834.05953                  16.1010                     0.0510
  2453834.06183                  16.1153                     0.0510
  2453834.06412                  16.0947                     0.0495
  2453834.07037                  16.0492                     0.0438
  2453834.07266                  15.9795                     0.0423
  2453834.07495                  15.9766                     0.0438
  2453834.07723                  16.0386                     0.0481
  2453834.07956                  16.0259                     0.0452
  2453834.08184                  15.9889                     0.0423
  2453834.08415                  15.9619                     0.0438
  2453834.08643                  16.0145                     0.0466
  2453834.08873                  16.0462                     0.0452
  2453834.09104                  16.0259                     0.0409
  2453834.09333                  16.0491                     0.0452
  2453834.09562                  16.0417                     0.0625
  2453834.09794                  16.0273                     0.0510
  2453834.10022                  16.0035                     0.0524
  2453834.17138                  16.1158                     0.0351
  2453834.17369                  16.1188                     0.0366
  2453834.17600                  16.0719                     0.0366
  2453834.17829                  16.0070                     0.0351
  2453834.18059                  16.0517                     0.0366
  2453834.18291                  16.1079                     0.0366
  2453834.18524                  16.0139                     0.0380
  2453834.18755                  16.0056                     0.0366
  2453834.18984                  16.0349                     0.0366
  2453834.19215                  16.0759                     0.0351
  2453834.19443                  16.1316                     0.0366
  2453834.19672                  16.1100                     0.0351
  2453834.19901                  16.1312                     0.0366
  2453834.20130                  16.1299                     0.0366
  2453834.20362                  16.1047                     0.0351
  2453834.20594                  16.1200                     0.0366
  2453834.20822                  16.0522                     0.0351
  2453834.21052                  16.1102                     0.0366
  2453834.21284                  16.0858                     0.0366
  2453834.21514                  16.1429                     0.0394
  2453834.21743                  16.0258                     0.0366
  2453834.22462                  16.0932                     0.0351
  2453834.22691                  16.1021                     0.0351
  2453834.22920                  16.1070                     0.0351
  2453834.23151                  16.1841                     0.0366
  2453834.23382                  16.1742                     0.0366
  2453834.23612                  16.1533                     0.0366
  2453834.23844                  16.1816                     0.0394
  2453834.24076                  16.2465                     0.0438
  2453834.24305                  16.1635                     0.0452
  2453834.24535                  16.2186                     0.0510
