\STAR_ID                              = "OGLE 2011-BLG-265L
\DATA_CATEGORY                        = "Photometric light curve"
\RA                                   = "17h57m47.72s"
\RA_UNITS                             = "sexagesimal"
\DEC                                  = "-27d23m40.3s"
\DEC_UNITS                            = "sexagesimal"
\EQUINOX                              = "J2000.0"
\NUMBER_OF_POINTS                     = "123"
\TIME_REFERENCE_FRAME                 = "Heliocentric JD"
\MINIMUM_DATE                         = "2455760.558607"
\MAXIMUM_DATE                         = "2455799.559010"
\DATE_UNITS                           = "days"
\MINIMUM_VALUE                        = "14.6403"
\MAXIMUM_VALUE                        = "16.1058"
\VALUE_UNITS                          = "mag"
\REFERENCES                           = "Skowron et al. 2015"
\BIBCODES                             = "2014arXiv1410.8252S"
\TELESCOPE                            = "Danish Telescope (1.54 m)"
\INSTRUMENT                           = "unknown"
\TIME_SERIES_DATA_FILTER              = "I"
\OBSERVATORY_SITE                     = "La Silla Observatory, Chile"
\COLUMN_JD                            = "Heliocentric Julian Day"
\COLUMN_RELATIVE_MAGNITUDE            = "Relative or Instrument Magnitude"
\COLUMN_MAGNITUDE_UNCERTAINTY         = "Magnitude Uncertainty"
|             HJD | RELATIVE_MAGNITUDE |  MAGNITUDE_UNCERTAINTY |
|            real |               real |                   real |
|            days |                mag |                    mag |
   2455760.558607              15.1151                   0.0077
   2455760.580261              15.1268                   0.0077
   2455760.597968              15.1137                   0.0078
   2455760.609611              15.1043                   0.0078
   2455760.611023              15.1355                   0.0077
   2455760.611810              15.1205                   0.0077
   2455760.612620              15.1258                   0.0077
   2455760.623765              15.1243                   0.0075
   2455760.625084              15.1220                   0.0075
   2455760.631947              15.1128                   0.0095
   2455760.649007              15.1168                   0.0100
   2455760.660707              15.1230                   0.0095
   2455760.671239              15.1110                   0.0095
   2455760.718701              15.1223                   0.0097
   2455760.727289              15.1215                   0.0095
   2455760.732705              15.1214                   0.0097
   2455760.745494              15.1168                   0.0095
   2455760.751199              15.1137                   0.0099
   2455760.758294              15.1010                   0.0104
   2455760.763409              15.1139                   0.0104
   2455760.769752              15.1114                   0.0102
   2455760.774589              15.1352                   0.0102
   2455760.779288              15.1063                   0.0100
   2455760.795780              15.1107                   0.0107
   2455762.574618              15.1690                   0.0099
   2455762.604477              15.1603                   0.0099
   2455762.617324              15.1722                   0.0099
   2455762.634128              15.1779                   0.0099
