\STAR_ID                              = "OGLE 2011-BLG-265L
   2455762.653803              15.1728                   0.0097
   2455762.666997              15.1525                   0.0099
   2455762.713348              15.1642                   0.0101
   2455762.724481              15.1689                   0.0104
   2455762.732837              15.1765                   0.0102
   2455762.741274              15.1703                   0.0109
   2455762.752049              15.1542                   0.0106
   2455762.753994              15.1588                   0.0104
   2455762.762292              15.1684                   0.0106
   2455765.556441              15.3326                   0.0107
   2455765.561649              15.3415                   0.0105
   2455765.572967              15.3471                   0.0104
   2455765.580467              15.3336                   0.0103
   2455765.588881              15.3589                   0.0104
   2455765.592908              15.3550                   0.0104
   2455765.605153              15.3547                   0.0104
   2455765.608903              15.3509                   0.0104
   2455765.617108              15.3575                   0.0105
   2455765.623091              15.3212                   0.0103
   2455765.635162              15.3428                   0.0105
   2455765.639699              15.3403                   0.0105
   2455765.650242              15.3486                   0.0105
   2455765.653194              15.3543                   0.0105
   2455765.675854              15.3511                   0.0107
   2455765.681861              15.3547                   0.0105
   2455765.694603              15.3540                   0.0111
   2455765.698769              15.3518                   0.0109
   2455765.710782              15.3595                   0.0111
   2455765.721997              15.3429                   0.0114
   2455766.542243              15.4065                   0.0113
   2455766.562624              15.4119                   0.0115
   2455766.577044              15.4450                   0.0111
   2455766.586974              15.4261                   0.0113
   2455766.603582              15.4232                   0.0109
   2455766.613106              15.4303                   0.0108
   2455766.618419              15.4148                   0.0109
   2455766.632654              15.4198                   0.0113
   2455766.638301              15.4348                   0.0111
   2455766.648555              15.4405                   0.0113
   2455766.655164              15.4190                   0.0109
   2455766.660372              15.4318                   0.0111
   2455766.671424              15.4396                   0.0110
   2455766.711815              15.4439                   0.0113
   2455766.716711              15.4407                   0.0111
   2455766.725367              15.4584                   0.0115
   2455766.730668              15.4475                   0.0115
   2455766.740621              15.4308                   0.0118
   2455767.565750              15.5118                   0.0117
   2455767.574094              15.5048                   0.0119
   2455767.583295              15.4909                   0.0115
   2455767.593248              15.4839                   0.0122
   2455767.598005              15.4931                   0.0115
   2455767.617448              15.4976                   0.0114
   2455767.633743              15.5011                   0.0115
   2455767.640189              15.4894                   0.0115
   2455767.645675              15.4845                   0.0119
   2455767.655756              15.4812                   0.0115
   2455767.659968              15.4955                   0.0119
   2455767.671426              15.4939                   0.0120
   2455767.709872              15.4902                   0.0124
   2455767.722070              15.5236                   0.0126
   2455767.729038              15.5188                   0.0129
   2455767.743643              15.4952                   0.0121
   2455767.754672              15.5078                   0.0122
   2455767.770551              15.5022                   0.0124
   2455767.776858              15.4886                   0.0120
   2455767.783953              15.4924                   0.0126
   2455767.789682              15.5062                   0.0128
   2455769.574268              15.6391                   0.0126
   2455769.584765              15.6388                   0.0126
   2455769.593097              15.6417                   0.0126
   2455769.601257              15.6543                   0.0126
   2455769.611337              15.6451                   0.0126
   2455769.620896              15.6556                   0.0126
   2455769.628720              15.6516                   0.0126
   2455769.637631              15.6471                   0.0135
   2455769.644193              15.6490                   0.0126
   2455769.654088              15.6449                   0.0138
   2455769.661773              15.6535                   0.0126
   2455769.669296              15.6734                   0.0122
   2455769.720392              15.6534                   0.0122
   2455769.729882              15.6641                   0.0122
   2455769.740263              15.6489                   0.0122
   2455769.750482              15.6566                   0.0124
   2455769.757831              15.6469                   0.0126
   2455794.589893              16.6902                   0.0130
   2455794.626625              16.6792                   0.0129
   2455794.667142              16.7161                   0.0133
   2455794.707208              16.6988                   0.0138
   2455795.598676              16.7447                   0.0171
   2455795.652167              16.7128                   0.0137
   2455796.495294              16.7450                   0.0173
   2455796.527375              16.7645                   0.0172
   2455796.556434              16.7586                   0.0176
   2455799.559010              16.8026                   0.0169
