\STAR_ID                              = "MOA 2010-BLG-073L"
\DATA_CATEGORY                        = "Photometric light curve"
\RA                                   = "18h10m11.342s"
\RA_UNITS                             = "sexagesimal"
\DEC                                  = "-26d31m22.544s"
\DEC_UNITS                            = "sexagesimal"
\EQUINOX                              = "J2000.0"
\NUMBER_OF_POINTS                     = "1726"
\TIME_REFERENCE_FRAME                 = "Heliocentric Julian Day"
\MINIMUM_DATE                         = "2454904.08730"
\MAXIMUM_DATE                         = "2455658.25818"
\DATE_UNITS                           = "days"
\REFERENCES                           = "Street et al. 2013"
\BIBCODES                             = "2013ApJ...763...67S"
\TELESCOPE                            = "MOA Telescope (1.8 m)"
\INSTRUMENT                           = "unknown"
\TIME_SERIES_DATA_FILTER              = "I+R"
\OBSERVATORY_SITE                     = "Mt. John Observatory, New Zealand"
\COLUMN_JD                            = "Heliocentric Julian Day"
\COMMENT                              = ""
|             JD| RELATIVE_MAGNITUDE| MAGNITUDE_UNCERTAINTY| RELATIVE_FLUX|      FLUX_UNCERTAINTY|
|           real|               real|                  real|          real|                  real|
|           days|                mag|                   mag|              |                      |
   2454904.08730             15.5262                 0.0106
   2454904.12186             15.4980                 0.0081
   2454904.16260             15.4962                 0.0081
   2454904.20086             15.5120                 0.0079
   2454905.09249             15.4966                 0.0176
   2454905.12704             15.5008                 0.0089
   2454905.16730             15.5001                 0.0110
   2454905.20220             15.5022                 0.0075
   2454905.23677             15.4933                 0.0244
   2454906.08937             15.4911                 0.0101
   2454906.12762             15.5118                 0.0071
   2454906.16219             15.5168                 0.0083
   2454906.19675             15.4983                 0.0092
   2454906.23131             15.5230                 0.0164
   2454907.05948             15.4868                 0.0136
   2454907.09852             15.5282                 0.0118
   2454907.13922             15.5105                 0.0126
   2454907.17381             15.4902                 0.0124
   2454907.20837             15.5038                 0.0077
   2454908.07100             15.5796                 0.0658
   2454908.10946             15.4148                 0.0297
   2454909.05619             15.4996                 0.0984
   2454910.13324             15.5146                 0.0154
   2454910.16919             15.5144                 0.0115
   2454910.20615             15.5091                 0.0093
   2454910.24072             15.5109                 0.0171
   2454911.07552             15.5232                 0.0186
   2454912.07935             15.5002                 0.0107
   2454912.11763             15.5227                 0.0112
   2454912.15218             15.4971                 0.0088
   2454912.18674             15.5167                 0.0095
   2454912.22130             15.5207                 0.0115
   2454913.06514             15.5193                 0.0103
   2454913.09968             15.5199                 0.0064
   2454913.13427             15.5065                 0.0102
   2454913.18283             15.5008                 0.0065
   2454913.21863             15.5243                 0.0072
   2454914.05175             15.5295                 0.0092
   2454914.08705             15.5117                 0.0071
   2454914.12409             15.5229                 0.0100
   2454914.15867             15.4984                 0.0079
   2454914.19523             15.5020                 0.0073
   2454914.22982             15.5243                 0.0086
   2454915.07373             15.5077                 0.0069
   2454915.10827             15.4977                 0.0067
   2454915.14879             15.5240                 0.0082
   2454915.19685             15.5012                 0.0061
   2454915.23842             15.5156                 0.0058
   2454916.06017             15.5101                 0.0083
   2454916.09750             15.5076                 0.0084
   2454916.13408             15.5082                 0.0057
   2454916.16864             15.5102                 0.0083
   2454916.20776             15.5105                 0.0057
   2454916.24232             15.5398                 0.0190
   2454919.04651             15.4631                 0.0631
   2454919.08229             15.4828                 0.0167
   2454919.11809             15.5296                 0.0115
   2454919.15386             15.5111                 0.0099
   2454919.18843             15.5137                 0.0128
   2454919.22298             15.5024                 0.0058
   2454920.18397             15.5531                 0.0285
   2454920.21854             15.5219                 0.0317
   2454922.07627             15.4927                 0.0099
   2454922.11085             15.5123                 0.0058
   2454922.14542             15.5114                 0.0100
   2454923.01776             15.5831                 0.0093
   2454923.05324             15.4985                 0.0075
   2454923.10298             15.5159                 0.0099
   2454923.12326             15.5157                 0.0060
   2454923.16150             15.5194                 0.0074
   2454923.19975             15.5251                 0.0047
   2454923.23801             15.5085                 0.0063
   2454924.02372             15.5098                 0.0109
   2454924.06209             15.5076                 0.0092
   2454924.09787             15.5379                 0.0050
   2454924.13609             15.5027                 0.0076
   2454924.17204             15.5084                 0.0072
   2454924.21027             15.5125                 0.0085
   2454924.24607             15.5038                 0.0154
   2454925.04339             15.4866                 0.0298
   2454925.07917             15.4889                 0.0199
   2454925.11741             15.5436                 0.0130
   2454925.15317             15.5267                 0.0117
   2454925.19141             15.4965                 0.0181
   2454925.22721             15.5370                 0.0071
   2454931.02877             15.5538                 0.0182
   2454931.06704             15.5335                 0.0117
   2454931.10284             15.4846                 0.0109
   2454931.14110             15.5032                 0.0073
   2454931.17703             15.5098                 0.0076
   2454931.21527             15.5272                 0.0082
   2454931.25478             15.5006                 0.0077
   2454932.08430             15.5321                 0.0098
   2454932.12256             15.5188                 0.0112
   2454932.17152             15.5068                 0.0099
   2454932.20977             15.5336                 0.0140
   2454932.25039             15.5028                 0.0173
   2454932.99174             15.5676                 0.0793
   2454933.03085             15.4747                 0.0103
   2454933.06715             15.5183                 0.0110
   2454933.10540             15.5251                 0.0141
   2454933.14118             15.5126                 0.0105
   2454933.17947             15.5032                 0.0060
   2454933.22477             15.5192                 0.0093
   2454933.26428             15.4972                 0.0192
   2454933.99630             15.5760                 0.0344
   2454934.03187             15.4624                 0.0200
   2454934.07013             15.5066                 0.0452
   2454934.10591             15.5143                 0.0262
   2454934.14565             15.5071                 0.0372
   2454934.18409             15.5397                 0.0179
   2454934.99851             15.5492                 0.0285
   2454935.03645             15.4916                 0.0123
   2454935.07547             15.5229                 0.0141
   2454935.11249             15.5075                 0.0113
   2454935.15075             15.5131                 0.0105
   2454935.18786             15.5093                 0.0070
   2454935.22609             15.5437                 0.0056
   2454935.26441             15.5044                 0.0148
   2454935.98427             15.4732                 0.0427
   2454936.02208             15.5305                 0.0655
   2454936.06032             15.5884                 0.0464
   2454941.04225             15.5455                 0.0093
   2454941.97982             15.5732                 0.0554
   2454942.01683             15.4747                 0.0126
   2454942.05757             15.5114                 0.0107
   2454942.20195             15.5458                 0.0083
   2454942.24145             15.4835                 0.0084
