\STAR_ID                              = "MOA 2009-BLG-266L"
\DATA_CATEGORY                        = "Photometric light curve"
\RA                                   = "17h48m01.95s"
\RA_UNITS                             = "sexagesimal"
\DEC                                  = "-35d00m19.5s"
\DEC_UNITS                            = "sexagesimal"
\EQUINOX                              = "J2000.0"
\NUMBER_OF_POINTS                     = "1996"
\TIME_REFERENCE_FRAME                 = "Geocentric JD"
\MINIMUM_DATE                         = "2454135.15477"
\MAXIMUM_DATE                         = "2455148.88184"
\DATE_UNITS                           = "days"
\MINIMUM_VALUE                        = "6.8147"
\MAXIMUM_VALUE                        = "13.8457"
\VALUE_UNITS                          = "mag"
\REFERENCES                           = "Muraki et al. 2011"
\BIBCODES                             = "2011ApJ...741...22M"
\TELESCOPE                            = "MOA Telescope (1.8 m)"
\INSTRUMENT                           = "unknown"
\TIME_SERIES_DATA_FILTER              = "I (Johnson)"
\OBSERVATORY_SITE                     = "Mt. John, NZ"
\COLUMN_JD                            = "Julian Day"
|           JD |     RELATIVE_MAGNITUDE |    MAGNITUDE_UNCERTAINTY |
|         real |                   real |                     real |
|         days |                    mag |                      mag |
  2454135.15477                  10.9072                     0.2018
  2454136.13065                  11.2616                     0.1485
  2454136.13303                  11.0993                     0.1309
  2454136.13660                  11.0381                     0.1140
  2454136.14491                  11.1120                     0.1138
  2454136.17701                  11.2900                     0.1286
  2454137.13229                  11.5325                     0.1602
  2454137.13703                  11.4667                     0.1874
  2454137.15955                  11.2937                     0.1460
  2454138.12724                  12.0043                     0.5696
  2454138.13080                  11.2678                     0.2643
  2454138.13674                  11.2407                     0.2132
  2454138.16874                  11.5950                     0.2614
  2454144.10710                  11.5087                     0.2418
  2454144.10880                  11.1858                     0.1837
  2454144.11145                  11.5162                     0.2520
  2454144.11583                  11.1754                     0.1600
  2454144.12825                  11.3951                     0.1955
  2454144.16294                  11.4312                     0.1631
  2454145.10537                  11.5769                     0.2789
  2454145.10774                  11.4522                     0.2295
  2454145.11012                  11.6448                     0.2481
  2454145.11399                  11.4304                     0.2471
  2454145.12706                  11.4907                     0.1709
  2454145.14279                  11.5662                     0.1822
  2454145.17012                  11.5000                     0.1626
  2454145.18915                  11.3121                     0.1294
  2454146.09947                  11.5695                     0.2645
