\STAR_ID                              = "OGLE 2012-BLG-406L"
\DATA_CATEGORY                        = "Photometric light curve"
\RA                                   = "17h53m18.17s"
\RA_UNITS                             = "sexagesimal"
\DEC                                  = "-30d28m16.2s"
\DEC_UNITS                            = "sexagesimal"
\EQUINOX                              = "J2000.0"
\NUMBER_OF_POINTS                     = "3013"
\TIME_REFERENCE_FRAME                 = "Heliocentric JD"
\MINIMUM_DATE                         = "2455261.84739"
\MAXIMUM_DATE                         = "2456499.55382"
\DATE_UNITS                           = "days"
\MINIMUM_VALUE                        = "15.425"
\MAXIMUM_VALUE                        = "16.388"
\VALUE_UNITS                          = "mag"
\REFERENCES                           = "Tsapras et al. 2014"
\BIBCODES                             = "2014ApJ...782...48T"
\TELESCOPE                            = "Warsaw Telescope (1.3 m)"
\INSTRUMENT                           = "unknown"
\TIME_SERIES_DATA_FILTER              = "I"
\OBSERVATORY_SITE                     = "Las Campanas Observatory, Chile"
\COLUMN_JD                            = "Heliocentric Julian Day"
\COLUMN_RELATIVE_MAGNITUDE            = "Relative or Instrument Magnitude"
\COLUMN_MAGNITUDE_UNCERTAINTY         = "Magnitude Uncertainty"
|            HJD | RELATIVE_MAGNITUDE |  MAGNITUDE_UNCERTAINTY |
|           real |               real |                   real |
|           days |                mag |                    mag |
  2455261.84739            16.352                 0.007
  2455262.88262            16.360                 0.011
  2455264.85946            16.337                 0.008
  2455266.90600            16.351                 0.008
  2455267.90133            16.348                 0.007
  2455270.84962            16.343                 0.007
  2455272.86599            16.379                 0.009
  2455274.85357            16.352                 0.007
  2455278.88767            16.361                 0.006
  2455282.79421            16.358                 0.008
  2455284.83291            16.367                 0.008
  2455286.83360            16.355                 0.009
  2455294.73221            16.359                 0.007
  2455294.77134            16.365                 0.006
  2455294.80842            16.356                 0.006
  2455294.84599            16.352                 0.007
  2455294.87616            16.355                 0.006
  2455294.91812            16.350                 0.007
  2455295.77302            16.336                 0.006
  2455295.81145            16.365                 0.006
  2455295.84935            16.344                 0.006
  2455295.88819            16.362                 0.007
  2455296.77593            16.346                 0.006
  2455296.81345            16.360                 0.006
  2455296.85086            16.357                 0.006
  2455296.88934            16.361                 0.006
  2455297.77185            16.364                 0.007
  2455297.80991            16.355                 0.006
  2455297.84777            16.355                 0.006
  2455297.88646            16.342                 0.006
  2455298.77274            16.352                 0.007
  2455298.81067            16.337                 0.006
  2455298.84843            16.344                 0.007
  2455298.88799            16.353                 0.006
  2455298.92150            16.359                 0.007
  2455299.75746            16.363                 0.007
  2455299.79500            16.348                 0.004
  2455299.83288            16.323                 0.005
  2455299.87123            16.351                 0.006
  2455299.91200            16.356                 0.006
  2455300.86619            16.351                 0.006
  2455300.90695            16.346                 0.007
  2455301.76200            16.352                 0.007
  2455301.79950            16.358                 0.007
  2455301.83696            16.352                 0.008
  2455301.87567            16.360                 0.007
  2455301.91546            16.354                 0.010
  2455303.92331            16.353                 0.007
  2455304.76165            16.347                 0.007
  2455306.69529            16.349                 0.007
  2455306.75805            16.347                 0.006
  2455306.79699            16.346                 0.006
  2455306.86062            16.346                 0.007
  2455306.90020            16.354                 0.006
  2455307.68499            16.354                 0.008
  2455307.74808            16.338                 0.007
  2455307.80957            16.358                 0.006
  2455307.84804            16.355                 0.007
  2455307.88894            16.342                 0.006
  2455307.92637            16.347                 0.007
  2455308.73820            16.361                 0.007
  2455308.79970            16.367                 0.007
  2455308.83715            16.341                 0.007
  2455308.87845            16.360                 0.007
  2455309.73889            16.364                 0.007
