\STAR_ID                              = "OGLE 2006-BLG-109L"
\DATA_CATEGORY                        = "Photometric light curve"
\RA                                   = "17h52m34.51s"
\RA_UNITS                             = "sexagesimal"
\DEC                                  = "-30d05m16.0s"
\DEC_UNITS                            = "sexagesimal"
\EQUINOX                              = "J2000.0"
\NUMBER_OF_POINTS                     = "940"
\TIME_REFERENCE_FRAME                 = "Geocentric JD"
\MINIMUM_DATE                         = "2452125.64150"
\MAXIMUM_DATE                         = "2453968.66525"
\DATE_UNITS                           = "days"
\MINIMUM_VALUE                        = "14.2750"
\MAXIMUM_VALUE                        = "16.4830"
\VALUE_UNITS                          = "mag"
\REFERENCES                           = "Gaudi et al. 2008"
\BIBCODES                             = "2008Sci...319..927G"
\TELESCOPE                            = "Warsaw University Telescope (1.3 m)"
\INSTRUMENT                           = "unknown"
\TIME_SERIES_DATA_FILTER              = "I (Johnson)"
\OBSERVATORY_SITE                     = "Las Campanas Observatory"
\COLUMN_JD                            = "Julian Day"
|           JD |     RELATIVE_MAGNITUDE |    MAGNITUDE_UNCERTAINTY |
|         real |                   real |                     real |
|         days |                    mag |                      mag |
  2452125.64150                  16.4180                     0.0187
  2452128.57003                  16.4050                     0.0144
  2452131.56674                  16.4210                     0.0130
  2452134.66975                  16.4250                     0.0187
  2452138.54720                  16.4190                     0.0158
  2452143.52040                  16.4370                     0.0201
  2452155.64720                  16.4300                     0.0216
  2452156.48627                  16.4470                     0.0172
  2452158.49461                  16.4160                     0.0144
  2452158.53762                  16.4250                     0.0144
  2452162.50413                  16.4540                     0.0158
  2452168.53885                  16.4300                     0.0172
  2452173.49686                  16.4370                     0.0201
  2452184.50009                  16.4280                     0.0201
  2452194.55447                  16.4140                     0.0158
  2452321.87307                  16.4380                     0.0187
  2452324.87519                  16.4310                     0.0158
  2452341.83166                  16.4250                     0.0172
  2452350.84477                  16.4180                     0.0144
  2452358.88424                  16.4210                     0.0144
  2452370.81249                  16.4300                     0.0158
  2452381.80789                  16.4390                     0.0158
  2452384.79037                  16.4370                     0.0144
  2452388.85023                  16.4220                     0.0144
  2452391.69275                  16.4060                     0.0216
  2452400.69063                  16.4080                     0.0158
  2452402.80557                  16.4300                     0.0144
  2452404.84251                  16.4370                     0.0144
  2452410.71524                  16.4170                     0.0116
  2452414.86148                  16.4210                     0.0144
  2452415.72351                  16.4170                     0.0158
  2452416.74571                  16.4290                     0.0158
  2452417.72128                  16.4370                     0.0158
  2452424.76361                  16.4240                     0.0230
  2452426.67492                  16.4300                     0.0144
  2452431.80926                  16.4080                     0.0116
  2452434.80945                  16.4280                     0.0144
  2452436.58220                  16.4080                     0.0158
  2452438.61435                  16.4290                     0.0144
  2452440.59561                  16.4220                     0.0158
  2452442.61343                  16.4250                     0.0144
  2452444.70605                  16.4530                     0.0172
  2452446.64060                  16.4450                     0.0158
  2452448.52739                  16.4010                     0.0245
  2452453.73666                  16.4140                     0.0158
  2452458.73393                  16.4370                     0.0158
  2452462.72273                  16.4270                     0.0130
  2452463.81981                  16.4100                     0.0144
  2452466.46291                  16.4320                     0.0201
  2452466.47175                  16.4320                     0.0172
  2452466.48065                  16.4200                     0.0158
  2452466.48963                  16.4350                     0.0144
  2452466.50234                  16.4230                     0.0144
  2452466.51152                  16.4240                     0.0144
  2452466.52054                  16.4230                     0.0158
  2452466.52952                  16.4080                     0.0144
  2452466.53998                  16.4310                     0.0144
  2452466.54915                  16.4220                     0.0144
  2452466.55848                  16.4140                     0.0130
  2452466.56215                  16.4140                     0.0144
  2452466.56808                  16.4400                     0.0144
  2452466.57700                  16.4320                     0.0144
  2452466.58895                  16.4250                     0.0144
  2452466.59889                  16.4270                     0.0144
  2452466.60791                  16.4220                     0.0144
  2452466.61675                  16.4330                     0.0144
  2452466.62753                  16.4310                     0.0158
  2452466.64749                  16.4330                     0.0158
  2452466.65646                  16.4280                     0.0144
  2452466.66539                  16.4200                     0.0158
  2452466.67805                  16.4250                     0.0158
  2452466.68691                  16.4330                     0.0144
  2452466.69577                  16.4210                     0.0158
  2452466.70568                  16.4410                     0.0144
  2452466.71596                  16.4450                     0.0158
  2452466.72507                  16.4140                     0.0158
  2452466.73407                  16.4320                     0.0172
  2452466.74332                  16.4400                     0.0172
  2452466.74979                  16.4570                     0.0187
  2452466.75931                  16.4360                     0.0172
  2452466.76807                  16.4090                     0.0158
  2452466.77743                  16.4350                     0.0158
  2452466.79001                  16.4320                     0.0172
  2452466.79904                  16.4030                     0.0172
  2452466.80971                  16.4120                     0.0158
  2452466.81862                  16.4310                     0.0187
  2452466.82854                  16.4250                     0.0187
  2452466.83737                  16.4410                     0.0187
  2452466.84634                  16.4230                     0.0201
  2452468.46484                  16.4490                     0.0201
  2452470.46516                  16.4290                     0.0201
  2452472.48722                  16.4380                     0.0158
  2452472.50776                  16.3880                     0.0144
  2452472.54500                  16.3960                     0.0144
  2452472.58320                  16.4330                     0.0144
  2452472.59228                  16.4480                     0.0144
  2452472.63373                  16.4200                     0.0130
  2452472.64301                  16.3960                     0.0130
  2452472.66326                  16.4020                     0.0116
  2452472.67213                  16.4000                     0.0116
  2452472.68097                  16.4230                     0.0130
  2452472.69128                  16.4390                     0.0130
  2452472.70023                  16.4150                     0.0130
  2452472.70912                  16.4350                     0.0130
  2452472.71931                  16.4330                     0.0130
  2452472.73262                  16.4270                     0.0144
  2452472.74220                  16.4120                     0.0130
  2452472.75127                  16.4160                     0.0144
  2452472.76016                  16.4300                     0.0130
  2452472.76991                  16.3960                     0.0116
  2452472.79293                  16.3940                     0.0130
  2452474.46546                  16.4090                     0.0172
  2452482.62214                  16.4210                     0.0172
  2452485.63215                  16.4280                     0.0172
  2452489.70299                  16.4250                     0.0130
  2452492.64767                  16.4170                     0.0144
  2452494.70205                  16.4150                     0.0144
  2452497.50460                  16.4080                     0.0158
  2452499.54039                  16.4270                     0.0144
  2452501.56811                  16.4320                     0.0144
  2452511.54830                  16.4220                     0.0172
  2452517.48136                  16.4100                     0.0230
  2452521.51672                  16.4070                     0.0144
  2452526.54693                  16.4210                     0.0144
  2452537.47811                  16.4320                     0.0216
  2452540.49470                  16.4000                     0.0187
  2452546.50525                  16.4180                     0.0158
  2452550.48652                  16.4290                     0.0172
  2452554.55841                  16.4230                     0.0158
  2452558.49496                  16.4120                     0.0187
  2452565.48782                  16.4040                     0.0245
  2452693.89219                  16.4110                     0.0144
  2452698.89013                  16.4340                     0.0144
  2452711.87315                  16.4300                     0.0130
  2452730.89389                  16.4310                     0.0144
  2452743.77029                  16.4180                     0.0144
  2452748.78884                  16.4400                     0.0172
  2452755.77874                  16.4220                     0.0144
  2452758.93016                  16.4350                     0.0187
  2452765.78688                  16.4140                     0.0144
  2452782.71004                  16.4130                     0.0187
  2452784.69899                  16.4360                     0.0130
  2452786.58455                  16.4480                     0.0216
  2452788.68634                  16.4110                     0.0130
  2452790.79144                  16.4280                     0.0144
  2452792.52842                  16.4580                     0.0216
  2452794.55466                  16.4120                     0.0201
  2452796.56337                  16.4240                     0.0144
  2452802.55824                  16.3920                     0.0201
  2452808.63079                  16.4200                     0.0158
  2452810.56903                  16.4180                     0.0158
  2452812.57090                  16.4290                     0.0158
  2452813.81465                  16.4330                     0.0158
  2452815.59325                  16.4290                     0.0144
  2452816.65868                  16.4220                     0.0144
  2452817.77333                  16.4490                     0.0158
  2452818.66818                  16.4220                     0.0158
  2452819.76228                  16.4110                     0.0158
  2452821.66052                  16.4050                     0.0144
  2452826.65119                  16.4110                     0.0158
  2452830.78143                  16.4080                     0.0187
  2452835.47782                  16.4440                     0.0201
  2452837.49663                  16.4270                     0.0172
  2452838.72714                  16.4190                     0.0158
  2452840.49871                  16.4210                     0.0172
  2452842.53514                  16.4410                     0.0158
  2452844.61128                  16.4490                     0.0144
  2452848.54648                  16.4500                     0.0201
  2452851.53374                  16.4080                     0.0158
  2452853.53159                  16.4150                     0.0158
  2452854.75453                  16.3970                     0.0172
  2452857.71747                  16.4500                     0.0172
  2452862.49376                  16.4210                     0.0216
  2452864.50077                  16.4300                     0.0201
  2452867.65598                  16.4310                     0.0158
  2452867.69807                  16.4300                     0.0144
  2452867.71936                  16.4260                     0.0158
  2452867.72930                  16.4450                     0.0172
  2452867.73251                  16.4260                     0.0158
  2452867.73556                  16.4440                     0.0172
  2452867.73861                  16.4530                     0.0172
  2452868.51429                  16.4010                     0.0144
  2452869.56728                  16.4180                     0.0144
  2452869.58857                  16.4320                     0.0144
  2452870.65628                  16.4040                     0.0144
  2452871.47684                  16.4270                     0.0158
  2452871.51151                  16.3970                     0.0144
  2452871.52781                  16.4270                     0.0144
  2452871.54698                  16.4060                     0.0144
  2452871.55026                  16.4330                     0.0144
  2452871.55365                  16.4210                     0.0144
  2452871.55700                  16.4070                     0.0144
  2452871.56044                  16.4130                     0.0144
  2452871.56414                  16.4240                     0.0144
  2452871.56803                  16.4270                     0.0144
  2452871.57980                  16.4180                     0.0144
  2452871.58743                  16.4280                     0.0144
  2452871.59090                  16.4320                     0.0144
  2452871.59428                  16.4170                     0.0144
  2452871.59764                  16.4040                     0.0130
  2452871.60093                  16.4030                     0.0130
  2452871.60426                  16.4130                     0.0144
  2452871.60748                  16.3970                     0.0144
  2452871.61118                  16.4220                     0.0144
  2452871.61585                  16.4050                     0.0144
  2452871.63049                  16.4140                     0.0144
  2452871.71129                  16.4400                     0.0144
  2452872.50170                  16.4160                     0.0158
  2452872.67540                  16.4280                     0.0130
  2452872.70262                  16.4380                     0.0144
  2452874.57627                  16.4350                     0.0144
  2452875.53658                  16.4250                     0.0144
  2452875.61544                  16.4160                     0.0172
  2452875.69346                  16.4350                     0.0172
  2452876.49411                  16.4130                     0.0158
  2452876.65169                  16.4430                     0.0144
  2452877.52165                  16.4050                     0.0158
  2452877.65100                  16.4340                     0.0158
  2452878.49816                  16.4240                     0.0144
  2452878.56930                  16.4360                     0.0144
  2452879.55333                  16.4170                     0.0144
  2452880.70010                  16.4390                     0.0158
  2452881.65634                  16.4100                     0.0130
  2452882.50044                  16.4100                     0.0158
  2452883.58619                  16.4090                     0.0144
  2452884.47633                  16.4330                     0.0187
  2452892.51419                  16.4130                     0.0187
  2452896.58101                  16.3940                     0.0144
  2452899.60441                  16.4210                     0.0130
  2452905.54431                  16.4230                     0.0187
  2452909.51514                  16.4220                     0.0172
  2452912.53773                  16.4050                     0.0158
  2452921.59831                  16.4400                     0.0201
  2452926.56551                  16.3940                     0.0158
  2453040.88363                  16.4390                     0.0345
  2453044.85820                  16.4330                     0.0275
  2453046.86814                  16.4180                     0.0252
  2453047.85686                  16.4580                     0.0230
  2453055.87452                  16.3970                     0.0230
  2453058.89269                  16.4420                     0.0230
  2453064.81324                  16.4390                     0.0275
  2453067.88666                  16.4450                     0.0207
  2453070.84819                  16.4260                     0.0252
  2453070.89257                  16.4160                     0.0230
  2453071.87693                  16.4340                     0.0230
  2453073.80367                  16.4340                     0.0252
  2453075.84225                  16.4260                     0.0230
  2453079.88686                  16.4790                     0.0275
  2453082.86016                  16.4340                     0.0230
  2453084.89946                  16.4200                     0.0185
  2453086.83181                  16.3910                     0.0185
  2453088.78930                  16.4150                     0.0185
  2453089.89856                  16.4490                     0.0230
  2453091.81875                  16.4470                     0.0207
  2453096.85686                  16.4250                     0.0252
  2453098.83736                  16.4480                     0.0207
  2453100.79783                  16.4060                     0.0207
  2453101.90434                  16.4230                     0.0252
  2453103.76910                  16.4210                     0.0207
  2453104.88363                  16.4710                     0.0534
  2453108.76167                  16.4060                     0.0207
  2453109.79661                  16.4440                     0.0207
  2453110.82828                  16.4050                     0.0207
  2453112.77709                  16.4280                     0.0207
  2453113.86686                  16.4320                     0.0207
  2453114.77838                  16.4010                     0.0207
  2453115.86120                  16.4510                     0.0230
  2453116.91732                  16.4750                     0.0230
  2453122.90439                  16.4160                     0.0252
  2453125.86465                  16.4640                     0.0275
  2453126.89027                  16.4540                     0.0230
  2453127.79578                  16.4380                     0.0230
  2453128.81415                  16.3940                     0.0207
  2453130.69216                  16.4350                     0.0252
  2453137.93253                  16.4300                     0.0230
  2453138.69522                  16.4310                     0.0252
  2453139.86654                  16.4400                     0.0207
  2453140.87225                  16.4040                     0.0230
  2453140.90258                  16.4770                     0.0230
  2453142.76055                  16.4280                     0.0207
  2453144.78149                  16.4150                     0.0230
  2453146.78130                  16.4130                     0.0230
  2453151.74408                  16.4430                     0.0252
  2453151.89676                  16.4460                     0.0252
  2453152.74737                  16.4400                     0.0230
  2453153.75212                  16.4150                     0.0252
