\STAR_ID                              = "MOA 2008-BLG-379L"
\DATA_CATEGORY                        = "Photometric light curve"
\RA                                   = "17h58m49.44s"
\RA_UNITS                             = "sexagesimal"
\DEC                                  = "-30d11m48.95s"
\DEC_UNITS                            = "sexagesimal"
\EQUINOX                              = "J2000.0"
\NUMBER_OF_POINTS                     = "294"
\TIME_REFERENCE_FRAME                 = "Heliocentric JD"
\MINIMUM_DATE                         = "2454149.892370"
\MAXIMUM_DATE                         = "2454954.799640"
\DATE_UNITS                           = "days"
\MINIMUM_VALUE                        = "15.188"
\MAXIMUM_VALUE                        = "18.529"
\VALUE_UNITS                          = "mag"
\REFERENCES                           = "Suzuki et al. 2014"
\BIBCODES                             = "2014ApJ...780..123S"
\TELESCOPE                            = "Warsaw Telescope (1.3 m)"
\INSTRUMENT                           = "mosaic camera"
\TIME_SERIES_DATA_FILTER              = "I"
\OBSERVATORY_SITE                     = "Las Campanas Observatory, Chile"
\COLUMN_JD                            = "Heliocentric Julian Day"
\COLUMN_RELATIVE_MAGNITUDE            = "Relative or Instrument Magnitude"
\COLUMN_MAGNITUDE_UNCERTAINTY         = "Magnitude Uncertainty"
|             HJD | RELATIVE_MAGNITUDE |  MAGNITUDE_UNCERTAINTY |
|            real |               real |                   real |
|            days |                mag |                    mag |
   2454149.892370               18.347                   0.0587
   2454155.830760               18.380                   0.0408
   2454157.883140               18.303                   0.0328
   2454159.896050               18.372                   0.0478
   2454162.843320               18.361                   0.0537
   2454164.883190               18.374                   0.0358
   2454166.899160               18.304                   0.0537
   2454167.810740               18.305                   0.0488
   2454169.817860               18.381                   0.0398
   2454174.832430               18.410                   0.0438
   2454176.814140               18.375                   0.0388
   2454177.867790               18.286                   0.0398
   2454178.910480               18.430                   0.0518
   2454180.807960               18.413                   0.0527
   2454181.897510               18.366                   0.0318
   2454183.779430               18.397                   0.0348
   2454184.847480               18.312                   0.0299
   2454185.826840               18.416                   0.0388
   2454190.845260               18.362                   0.0358
   2454192.857540               18.335                   0.0388
   2454193.868520               18.351                   0.0438
   2454194.890090               18.350                   0.0358
   2454196.910070               18.374                   0.0358
   2454202.859850               18.359                   0.0299
   2454203.847980               18.328                   0.0259
   2454204.847150               18.418                   0.0348
   2454205.843670               18.389                   0.0318
   2454207.847310               18.377                   0.0318
   2454208.876340               18.377                   0.0378
   2454212.925050               18.405                   0.0498
   2454213.845050               18.380                   0.0289
   2454215.882590               18.385                   0.0368
   2454216.803450               18.328                   0.0368
   2454217.825750               18.368                   0.0269
   2454218.866450               18.397                   0.0408
   2454219.904690               18.391                   0.0527
   2454220.842140               18.310                   0.0438
   2454222.811470               18.339                   0.0388
   2454228.802250               18.403                   0.0527
   2454229.781040               18.367                   0.0418
   2454230.768010               18.434                   0.0309
   2454231.790090               18.363                   0.0348
   2454232.798340               18.358                   0.0537
   2454234.742540               18.317                   0.0408
   2454235.767390               18.404                   0.0338
   2454237.725440               18.404                   0.0428
   2454238.790440               18.364                   0.0458
   2454239.786790               18.379                   0.0388
   2454240.942180               18.299                   0.0607
   2454243.684980               18.248                   0.0388
   2454244.846800               18.355                   0.0388
   2454245.840000               18.448                   0.0358
   2454246.894760               18.404                   0.0438
   2454250.860610               18.337                   0.0537
   2454256.696820               18.406                   0.0697
   2454257.775080               18.330                   0.0537
   2454258.703600               18.320                   0.0408
   2454267.669080               18.399                   0.0418
   2454268.607070               18.346                   0.0498
   2454269.647240               18.398                   0.0388
   2454272.697860               18.402                   0.0318
   2454273.657890               18.350                   0.0408
   2454274.641620               18.323                   0.0388
   2454275.698460               18.330                   0.0458
   2454277.597560               18.313                   0.0438
   2454278.671800               18.329                   0.0488
   2454283.617130               18.367                   0.0428
   2454284.601030               18.337                   0.0428
   2454285.607780               18.359                   0.0587
   2454286.757600               18.365                   0.0587
   2454289.641730               18.329                   0.0438
   2454290.671300               18.335                   0.0527
   2454291.725320               18.417                   0.0468
   2454292.586340               18.359                   0.0318
   2454293.613850               18.403                   0.0328
   2454294.585570               18.354                   0.0358
   2454295.614950               18.403                   0.0338
   2454296.594430               18.329                   0.0338
   2454297.588220               18.369                   0.0338
   2454298.697750               18.375                   0.0388
   2454299.664690               18.356                   0.0299
