\STAR_ID                              = "OGLE 2011-BLG-265L
\DATA_CATEGORY                        = "Photometric light curve"
\RA                                   = "17h57m47.72s"
\RA_UNITS                             = "sexagesimal"
\DEC                                  = "-27d23m40.3s"
\DEC_UNITS                            = "sexagesimal"
\EQUINOX                              = "J2000.0"
\NUMBER_OF_POINTS                     = "45"
\TIME_REFERENCE_FRAME                 = "Heliocentric JD"
\MINIMUM_DATE                         = "2455746.121309"
\MAXIMUM_DATE                         = "2455776.941983"
\DATE_UNITS                           = "days"
\MINIMUM_VALUE                        = "17.4331"
\MAXIMUM_VALUE                        = "18.2302"
\VALUE_UNITS                          = "mag"
\REFERENCES                           = "Skowron et al. 2015"
\BIBCODES                             = "2014arXiv1410.8252S"
\TELESCOPE                            = "Faulkes South Telescope (2.0 m)"
\INSTRUMENT                           = "unknown"
\TIME_SERIES_DATA_FILTER              = "I"
\OBSERVATORY_SITE                     = "Siding Springs, Australia"
\COLUMN_JD                            = "Heliocentric Julian Day"
\COLUMN_RELATIVE_MAGNITUDE            = "Relative or Instrument Magnitude"
\COLUMN_MAGNITUDE_UNCERTAINTY         = "Magnitude Uncertainty"
|             HJD | RELATIVE_MAGNITUDE |  MAGNITUDE_UNCERTAINTY |
|            real |               real |                   real |
|            days |                mag |                    mag |
   2455746.121309              15.2961                   0.0067
   2455746.185650              15.2762                   0.0042
   2455746.207463              15.2697                   0.0029
   2455746.212341              15.2646                   0.0031
   2455746.222147              15.2656                   0.0047
   2455767.124774              15.4628                   0.0023
   2455767.131416              15.4636                   0.0024
   2455768.169664              15.5376                   0.0028
   2455768.205435              15.5473                   0.0035
   2455768.210307              15.5447                   0.0038
   2455769.080695              15.6083                   0.0027
   2455769.087282              15.6085                   0.0025
   2455770.058282              15.6725                   0.0046
   2455770.061972              15.6809                   0.0027
   2455770.066849              15.6790                   0.0029
   2455770.099614              15.6737                   0.0057
   2455770.128326              15.6758                   0.0047
   2455771.000538              15.7439                   0.0042
   2455771.053438              15.7425                   0.0042
   2455771.065997              15.7450                   0.0044
   2455771.076706              15.7514                   0.0042
   2455771.891922              15.8059                   0.0044
   2455771.894686              15.7951                   0.0043
   2455771.902264              15.8012                   0.0042
   2455771.905113              15.7992                   0.0042
   2455771.912860              15.8051                   0.0044
   2455772.057200              15.8051                   0.0041
   2455772.062997              15.8166                   0.0041
   2455772.066880              15.8079                   0.0028
   2455772.099124              15.8148                   0.0043
   2455772.110117              15.8100                   0.0042
   2455772.138687              15.8114                   0.0051
   2455772.141693              15.8184                   0.0045
   2455772.153181              15.8130                   0.0034
   2455772.871283              15.8649                   0.0030
   2455772.897268              15.8660                   0.0030
   2455772.902023              15.8698                   0.0030
   2455772.906795              15.8636                   0.0029
   2455772.911507              15.8655                   0.0029
   2455772.916235              15.8712                   0.0029
   2455773.125612              15.8817                   0.0048
   2455773.129612              15.8729                   0.0035
   2455773.161116              15.8745                   0.0036
   2455776.858938              16.0903                   0.0039
   2455776.941983              16.0971                   0.0033
