 64795 1724.17  265.96 20.918  2.252 18.666  14   0 0.146  247   0 0.041
 64797 1829.63  267.29 21.086  2.560 18.526  14   0 0.166  244   3 0.033
 64803 1617.92  276.60 21.510  2.963 18.547  14   0 0.143  248   1 0.033
 64805 1528.18  278.31 21.026  2.064 18.962  14   0 0.241  249   0 0.043
 64806 1707.78  279.01 20.871  1.924 18.946  14   0 0.137  249   1 0.048
 64807 1626.95  278.81 21.589  2.847 18.742  13   0 0.202  249   0 0.037
 64808 1675.10  281.74 20.125  1.774 18.350  14   0 0.069  250   0 0.029
 64810 1821.52  282.27 21.253  2.374 18.879  13   0 0.243  248   2 0.044
 64811 1736.75  282.93 20.788  1.875 18.913  14   0 0.156  246   3 0.048
 64812 1815.33  284.91 21.658  3.106 18.552  14   0 0.211  249   1 0.039
 64814 1695.90  288.46 20.355  1.772 18.583  14   0 0.066  249   0 0.038
 64815 1531.92  289.99 21.388  2.571 18.817  14   0 0.202  249   1 0.039
 64816 1778.89  291.07 20.242  1.978 18.264  14   0 0.091  249   2 0.030
 64818 1681.01  295.54 21.489  2.828 18.661  14   0 0.323  250   0 0.037
 64820 1418.98  296.96 20.112  1.791 18.322  13   1 0.039  250   1 0.027
 64821 1398.97  301.54 20.142  1.476 18.666  14   0 0.077  253   0 0.037
 64822 1743.54  298.84 20.939  2.220 18.720  14   0 0.187  251   0 0.056
 64824 1462.30  303.02 20.260  1.753 18.507  14   0 0.089  254   0 0.035
 64829 1805.09  306.74 20.540  2.030 18.510  14   0 0.100  252   2 0.035
 64830 1513.43  308.36 20.190  2.035 18.154  14   0 0.047  254   1 0.022
 64837 1561.72  312.85 21.273  2.782 18.491  13   0 0.237  255   0 0.030
 64839 1814.86  315.12 20.778  2.522 18.256  14   0 0.096  252   3 0.028
 64841 1834.63  316.32 20.863  2.714 18.149  14   0 0.143  254   1 0.023
 64842 1388.84  316.72 20.912  2.278 18.634  14   0 0.186  254   1 0.037
 64843 1425.59  315.97 20.988  2.279 18.709  13   1 0.093  254   0 0.038
 64844 1774.70  315.88 20.794  1.970 18.824  13   1 0.136  253   1 0.048
 64845 1486.49  318.48 20.557  2.257 18.300  14   0 0.109  255   0 0.027
 64846 1716.84  318.49 20.054  2.126 17.929  14   0 0.049  253   2 0.037
 64847 1738.58  318.44 99.999  9.999 18.165   0   0 9.999  234   0 0.290
 64849 1516.97  321.18 99.999  9.999 18.777   0   0 9.999  255   0 0.056
 64850 1570.51  321.67 20.690  2.341 18.349  14   0 0.121  253   2 0.039
 64853 1759.03  326.01 20.653  2.481 18.172  13   1 0.081  253   1 0.033
 64854 1434.42  327.00 21.268  2.725 18.543  14   0 0.091  254   0 0.035
 64855 1635.03  328.31 20.941  2.647 18.294  14   0 0.132  253   2 0.026
 64857 1408.31  328.21 20.666  1.795 18.871  14   0 0.082  255   0 0.045
 64858 1425.41  329.35 20.098  1.780 18.318  14   0 0.084  255   0 0.026
 64859 1741.16  330.69 21.468  2.696 18.772  14   0 0.331  245   0 0.244
 64861 1660.84  330.97 20.559  2.212 18.347  14   0 0.104  255   0 0.029
 64866 1563.29  331.02 20.930  2.207 18.723  14   0 0.106  255   0 0.039
 64867 1599.46  332.59 20.813  2.682 18.132  14   0 0.184  255   0 0.028
 64868 1753.85  333.89 20.807  2.669 18.138  14   0 0.125  254   1 0.041
 64869 1386.22  334.33 20.928  2.611 18.317  14   0 0.120  255   0 0.028
 64871 1534.26  335.17 21.022  2.602 18.420  12   1 0.084  254   0 0.031
 64874 1406.14  339.15 20.776  1.955 18.821  14   0 0.211  254   0 0.045
 64876 1781.22  341.26 21.435  2.416 19.019  14   0 0.147  252   1 0.056
 64877 1696.79  342.92 21.280  2.669 18.611  14   0 0.228  255   0 0.040
 64878 1788.08  345.14 21.156  2.452 18.705  13   1 0.205  252   1 0.045
 64881 1439.61  348.61 99.999  9.999 18.794   0   0 9.999  255   0 0.062
 64884 1750.71  351.70 21.155  2.350 18.805  14   0 0.167  253   1 0.053
 64886 1670.89  353.14 20.748  1.867 18.881  14   0 0.137  254   1 0.051
 64888 1438.19  359.91 99.999  9.999 19.153   0   0 9.999  254   0 0.078
 64890 1434.23  355.64 99.999  9.999 18.670   0   0 9.999  255   0 0.084
 64892 1406.49  357.54 20.444  2.050 18.394  13   1 0.104  255   0 0.031
 64893 1808.13  356.18 99.999  9.999 18.238   0   0 9.999  254   1 0.047
 64896 1540.26  359.69 21.294  2.452 18.842  14   0 0.170  254   0 0.048
 64897 1669.78  362.76 21.120  2.654 18.466  14   0 0.275  254   0 0.042
 64898 1726.65  362.94 20.595  2.251 18.343  14   0 0.105  253   2 0.035
 64900 1504.96  365.30 21.178  2.865 18.313  13   1 0.120  254   2 0.044
 64901 1774.21  364.86 21.137  2.672 18.465  14   0 0.233  253   2 0.032
 64906 1595.84  368.19 99.999  9.999 18.067   0   0 9.999  255   1 0.042
 64907 1604.46  367.08 99.999  9.999 18.672   0   0 9.999  253   0 0.155
 64912 1440.21  369.79 20.905  2.407 18.498  14   0 0.133  254   2 0.033
 64913 1761.16  370.28 20.669  2.578 18.092  13   1 0.127  253   2 0.022
 64914 1796.53  371.10 21.220  2.880 18.340  13   1 0.093  254   1 0.030
 64920 1536.35  375.31 20.697  2.056 18.641  14   0 0.096  253   1 0.049
 64921 1711.13  376.12 20.948  2.783 18.165  14   0 0.123  256   0 0.030
 64922 1593.51  376.61 20.682  2.074 18.608  14   0 0.073  255   1 0.037
 64923 1808.84  376.80 20.594  2.087 18.507  14   0 0.144  254   2 0.034
 64925 1469.73  379.01 20.192  2.008 18.184  14   0 0.084  256   0 0.025
 64929 1734.51  383.65 21.672  2.918 18.755  14   0 0.284  254   2 0.055
 64930 1767.93  382.17 20.867  2.431 18.436  14   0 0.142  255   1 0.029
 64931 1465.42  383.43 20.103  1.792 18.311  14   0 0.043  255   1 0.025
 64935 1495.36  385.25 19.956  1.835 18.121  14   0 0.065  256   0 0.024
 64937 1662.59  387.85 99.999  9.999 99.999   0   0 9.999    0   0 9.999
 64939 1648.58  393.96 99.999  9.999 99.999   0   0 9.999    0   0 9.999
 64940 1709.17  393.30 21.271  2.885 18.386  12   0 0.127  256   0 0.031
 64943 1464.40  396.59 21.232  2.597 18.635  13   0 0.148  256   0 0.036
 64944 1631.66  396.71 21.158  2.734 18.424  14   0 0.131  254   2 0.051
 64947 1834.71  397.67 21.069  2.290 18.779  14   0 0.258  255   1 0.042
 64950 1460.98  400.65 20.327  2.009 18.318  13   1 0.068  255   1 0.029
 64953 1595.58  403.67 20.963  2.247 18.717  13   1 0.136  256   0 0.038
 64954 1790.57  403.44 20.588  2.078 18.510  13   1 0.084  251   3 0.036
 64961 1765.15  412.10 20.537  1.895 18.642  14   0 0.295  253   3 0.055
 64962 1416.99  412.30 20.686  2.078 18.608  14   0 0.159  255   0 0.034
 64967 1549.55  416.29 20.540  2.064 18.475  14   0 0.105  256   0 0.032
 64969 1408.48  415.88 20.871  2.019 18.852  14   0 0.101  255   1 0.040
 64970 1466.15  416.57 20.124  1.820 18.305  14   0 0.035  255   1 0.025
 64976 1615.59  418.43 21.513  2.740 18.773  13   1 0.182  252   2 0.038
 64980 1777.92  420.89 99.999  9.999 18.167   0   0 9.999  245   0 0.183
 64981 1690.07  426.39 20.528  2.115 18.413  14   0 0.135  255   1 0.034
 64985 1729.49  428.05 20.973  2.263 18.710  13   0 0.190  255   1 0.041
 64988 1410.21  431.03 20.797  2.218 18.579  13   1 0.110  256   0 0.033
 64990 1551.44  433.60 19.909  1.836 18.073  14   0 0.064  256   0 0.022
 64991 1772.81  434.30 99.999  9.999 18.893   0   0 9.999  248   3 0.167
 64992 1437.29  433.71 20.479  1.916 18.562  14   0 0.117  255   1 0.032
 64993 1765.64  434.30 20.746  2.311 18.435  12   0 0.465  255   1 0.064
 64998 1545.30  440.53 20.432  1.944 18.488  14   0 0.145  256   0 0.033
 64999 1765.35  441.24 20.095  1.799 18.296  14   0 0.120  256   0 0.046
 65002 1499.47  443.19 20.719  2.374 18.345  14   0 0.084  256   0 0.027
 65003 1665.70  443.79 20.234  1.715 18.519  14   0 0.129  256   0 0.037
 65004 1678.20  444.57 99.999  9.999 18.036   0   0 9.999  254   2 0.024
 65008 1407.96  447.19 21.384  2.534 18.850  14   0 0.209  255   0 0.041
 65011 1496.35  449.57 21.435  2.656 18.778  14   0 0.177  255   0 0.041
 65013 1447.54  451.06 19.957  1.831 18.126  14   0 0.035  254   2 0.025
 65017 1719.70  455.92 99.999  9.999 18.669   0   0 9.999  256   0 0.072
 65018 1791.33  456.90 20.587  2.491 18.096  14   0 0.220  254   0 0.025
 65021 1397.48  460.06 20.997  2.388 18.610  13   1 0.125  256   0 0.037
 65022 1800.42  460.48 21.509  2.657 18.852  13   1 0.116  254   0 0.043
 65023 1450.16  463.83 20.283  1.952 18.331  14   0 0.111  256   0 0.029
 65028 1443.94  466.64 20.078  1.714 18.364  14   0 0.058  255   1 0.029
 65807 1684.70  405.90 99.999  9.999 20.520   0   0 9.999  253   0 0.318
 65809 1620.17  345.02 19.442  1.463 17.980  14   0 0.040  255   0 0.028
 65817 1560.09  174.95 21.493  2.022 19.471   8   0 0.235  161   2 0.101
 65819 1812.18  243.96 99.999  9.999 19.501   0   0 9.999  240   1 0.181
 65823 1455.31  339.65 21.665  1.970 19.694  13   0 0.191  253   0 0.087
 65833 1413.51  151.61 21.110  9.999 99.999   6   0 0.101    0   0 9.999
 65834 1417.94  162.56 99.999  9.999 19.154   0   0 9.999  141   0 0.171
 65837 1771.65  164.65 20.772  1.408 19.364   7   0 0.095   85   0 0.542
 65839 1747.49  170.34 99.999  9.999 19.027   0   0 9.999  159   2 0.072
 65840 1619.05  174.12 20.488  1.332 19.155   8   0 0.136  164   0 0.080
 65841 1577.27  176.54 99.999  9.999 18.967   0   0 9.999  168   0 0.249
 65843 1473.37  184.06 20.577  1.461 19.117   9   0 0.112  183   1 0.080
 65844 1499.34  184.42 21.520  2.567 18.953   8   0 0.422  187   0 0.063
 65848 1810.03  195.82 21.082  1.891 19.192  11   0 0.158  199   1 0.066
 65860 1820.01  248.73 20.112  1.688 18.424  14   0 0.065  244   2 0.038
 65861 1553.86  256.66 99.999  9.999 19.332   0   0 9.999  245   0 0.069
 65862 1784.92  252.87 21.842  2.160 19.682  13   1 0.262  242   0 0.096
 65864 1389.53  262.10 22.132  2.466 19.666  12   0 0.280  246   2 0.087
 65865 1577.60  264.23 21.102  1.832 19.270  14   0 0.201  242   2 0.111
 65867 1706.12  284.08 21.770  1.804 19.966  13   0 0.161  247   2 0.123
 65871 1835.35  321.34 22.155  2.543 19.612  11   0 0.313  252   1 0.082
 65872 1567.24  319.98 20.237  1.884 18.353  14   0 0.092  254   1 0.036
 65874 1747.30  336.45 99.999  9.999 20.366   0   0 9.999  243   0 0.339
 65875 1536.01  330.78 99.999  9.999 19.740   0   0 9.999  254   0 0.103
 65877 1540.75  363.49 99.999  9.999 20.537   0   0 9.999  250   0 0.228
 65880 1444.61  372.04 99.999  9.999 19.551   0   0 9.999  256   0 0.087
 65881 1539.91  373.88 99.999  9.999 20.065   0   0 9.999  240   0 0.200
 65882 1589.00  376.05 21.362  2.197 19.165  14   0 0.157  255   0 0.064
 65887 1786.44  401.02 99.999  9.999 19.065   0   0 9.999  255   1 0.070
 65890 1546.79  413.39 99.999  9.999 19.541   0   0 9.999  255   0 0.079
 65894 1765.68  443.56 20.095  1.334 18.761  14   0 0.120  256   0 0.064
 65896 1665.15  447.02 99.999  9.999 18.925   0   0 9.999  256   0 0.053
 66034 1499.47  150.64 20.488  9.999 99.999   5   1 0.077    0   0 9.999
 66035 1496.60  147.71 22.143  9.999 99.999   6   0 0.731    0   0 9.999
 66039 1464.32  153.08 99.999  9.999 99.999   0   0 9.999    0   0 9.999
 66042 1797.73  149.33 21.706  9.999 99.999   6   0 0.303    0   0 9.999
 66044 1385.26  150.37 21.096  9.999 99.999   4   2 0.036    0   0 9.999
 66045 1558.08  151.21 21.374  9.999 99.999   6   0 0.226    0   0 9.999
 66046 1666.47  155.01 21.003  9.999 99.999   7   0 0.252    0   0 9.999
 66048 1574.72  152.96 21.285  9.999 99.999   7   0 0.163    0   0 9.999
 66049 1669.63  151.96 21.732  9.999 99.999   6   0 0.272    0   0 9.999
 66057 1807.34  153.92 21.811  9.999 99.999   6   0 0.548    0   0 9.999
 66059 1464.20  156.13 21.309  9.999 99.999   6   0 0.229    0   0 9.999
 66060 1714.94  155.92 21.460  9.999 99.999   7   0 0.284    0   0 9.999
 66061 1752.86  156.89 20.923  9.999 99.999   5   2 0.110    0   0 9.999
 66062 1838.87  158.13 21.245  1.893 19.353   7   0 0.219  118   1 0.354
 66063 1389.63  158.73 21.331  2.191 19.140   7   0 0.292  126   0 0.238
 66064 1642.61  158.32 22.230  2.824 19.406   6   0 0.244  126   0 0.312
 66065 1666.97  157.46 99.999  9.999 19.405   0   0 9.999  126   0 0.316
 66067 1449.27  162.34 20.843  2.105 18.738   7   0 0.141  134   1 0.100
 66068 1679.24  159.25 99.999  9.999 19.297   0   0 9.999  126   0 0.274
 66072 1574.17  161.70 99.999  9.999 19.034   0   0 9.999  135   0 0.240
 66073 1609.08  162.68 21.019  2.210 18.809   7   0 0.246  138   1 0.111
 66078 1585.66  163.86 21.156  2.061 19.095   7   0 0.125  142   0 0.096
 66081 1383.51  163.72 21.673  2.225 19.448   7   0 0.287  140   1 0.132
 66082 1492.12  165.70 21.076  1.904 19.172   7   0 0.306  150   0 0.093
 66083 1782.63  165.33 21.622  9.999 99.999   4   2 0.122    0   0 9.999
 66084 1399.16  167.85 21.087  2.352 18.735   6   1 0.080  155   0 0.048
 66085 1638.37  168.64 21.228  2.195 19.034   7   0 0.324  154   0 0.084
 66089 1541.73  168.59 21.215  1.759 19.455   7   0 0.218  155   0 0.083
 66094 1439.19  169.78 99.999  9.999 19.895   0   0 9.999  160   0 0.163
 66097 1653.74  171.87 21.846  2.021 19.825   6   1 0.294  160   0 0.176
 66100 1398.09  172.88 99.999  9.999 19.800   0   0 9.999  162   0 0.143
 66104 1729.31  175.41 21.437  1.964 19.473   7   1 0.194  162   1 0.124
 66109 1405.25  176.55 99.999  9.999 19.625   0   0 9.999  165   0 0.264
 66110 1437.50  177.66 21.033  1.595 19.439   9   0 0.080  169   0 0.085
 66111 1641.04  177.78 21.727  2.512 19.215   8   0 0.382  168   0 0.065
 66112 1771.92  178.34 21.259  2.208 19.051   9   0 0.208  134   0 0.324
 66114 1431.08  178.94 99.999  9.999 19.643   0   0 9.999  172   0 0.102
 66118 1443.15  179.10 21.352  1.784 19.568   8   0 0.098  171   0 0.087
 66119 1524.28  180.20 21.369  1.953 19.416   9   0 0.295  173   0 0.079
 66120 1784.06  178.93 22.091  9.999 99.999   9   0 0.416    0   0 9.999
 66122 1585.59  180.00 22.132  2.487 19.645   9   0 0.309  172   1 0.116
 66127 1564.22  182.74 21.409  1.814 19.594   9   0 0.346  182   0 0.123
 66131 1455.61  185.98 21.426  1.835 19.592  10   0 0.393  187   0 0.080
 66132 1618.37  185.45 21.287  2.059 19.228   7   2 0.091  186   1 0.066
 66133 1833.21  185.45 21.563  2.187 19.376  10   0 0.291  186   0 0.077
 66137 1715.19  187.40 21.070  2.169 18.901  11   0 0.130  191   0 0.222
 66140 1521.01  188.41 21.873  2.218 19.654   9   0 0.203  189   1 0.085
 66143 1390.58  190.65 20.715  1.820 18.895  10   1 0.089  196   0 0.062
 66144 1498.32  191.03 21.132  2.030 19.101  10   0 0.260  195   1 0.065
 66145 1587.01  189.71 21.309  1.893 19.417  11   0 0.255  190   1 0.079
 66146 1434.83  190.80 21.595  2.271 19.324  11   0 0.359  193   1 0.070
 66147 1479.59  191.34 99.999  9.999 19.876   0   0 9.999  196   0 0.211
 66148 1710.69  192.25 21.501  2.287 19.214  11   0 0.243  196   0 0.296
 66149 1729.18  192.44 21.609  2.290 19.319   9   1 0.221  192   2 0.264
 66158 1513.40  197.08 21.173  1.958 19.216  11   0 0.092  202   0 0.059
 66159 1687.83  197.38 21.056  1.953 19.102  11   0 0.160  204   1 0.069
 66161 1485.14  197.38 21.462  1.944 19.517  11   0 0.281  204   0 0.099
 66165 1672.47  200.25 21.261  1.932 19.329  12   0 0.124  206   0 0.084
 66167 1788.72  203.32 21.313  2.167 19.146  11   1 0.137  211   1 0.069
 66169 1803.72  202.86 21.726  2.453 19.272  10   0 0.200  213   0 0.078
 66170 1579.42  204.64 21.633  1.910 19.723  12   0 0.203  215   1 0.092
 66173 1527.05  205.04 21.434  2.377 19.057  12   0 0.159  218   0 0.050
 66174 1436.86  207.12 21.185  2.061 19.123  12   1 0.150  221   0 0.067
 66177 1601.22  206.57 21.721  2.292 19.429  12   0 0.370  219   1 0.062
 66178 1627.00  207.69 20.817  1.783 19.035  12   1 0.067  221   1 0.054
 66179 1793.74  207.42 21.631  2.147 19.485  10   1 0.125  220   0 0.094
 66184 1442.40  207.39 21.633  2.021 19.612  12   0 0.297  220   1 0.095
 66185 1726.23  207.00 99.999  9.999 16.601   0   0 9.999  126   0 0.991
 66189 1567.41  208.69 21.225  1.665 19.561  12   0 0.252  220   1 0.088
 66190 1716.59  208.50 99.999  9.999 17.186   0   0 9.999  126   0 0.967
 66196 1397.69  211.96 21.464  2.286 19.178  13   0 0.183  225   0 0.059
 66197 1669.19  211.61 99.999  9.999 19.836   0   0 9.999  223   1 0.204
 66199 1738.99  212.91 21.235  2.387 18.848  10   1 0.105  216   0 0.599
 66200 1674.17  214.07 99.999  9.999 18.875   0   0 9.999  228   0 0.153
 66202 1420.70  214.11 21.797  2.385 19.411   8   1 0.055  227   0 0.085
 66206 1491.96  215.06 21.676  2.085 19.591  12   0 0.211  227   2 0.094
 66209 1457.87  218.05 21.800  2.564 19.237  12   0 0.225  229   0 0.058
 66210 1618.61  216.53 22.177  2.550 19.626  12   0 0.331  226   2 0.089
 66211 1638.96  217.74 21.530  2.202 19.328  11   1 0.105  229   0 0.059
 66214 1564.36  219.26 21.349  2.314 19.034  13   0 0.177  230   1 0.099
 66218 1419.80  220.38 21.803  2.246 19.557  10   0 0.316  229   0 0.077
 66219 1430.64  220.64 21.675  2.087 19.588  12   0 0.119  229   1 0.079
 66220 1755.56  221.46 21.223  2.396 18.827  13   0 0.220  228   3 0.054
 66223 1787.47  223.64 20.914  1.809 19.105  12   1 0.090  230   2 0.072
 66224 1552.02  223.23 21.648  2.705 18.944  13   0 0.224  231   1 0.078
 66225 1538.55  223.98 21.438  2.205 19.234  11   1 0.114  234   0 0.060
 66226 1600.03  222.41 22.157  2.505 19.652  10   0 0.271  232   1 0.085
 66227 1628.86  224.20 20.864  1.519 19.345  12   0 0.135  232   1 0.067
 66228 1401.87  224.66 99.999  9.999 19.298   0   0 9.999  232   0 0.057
 66229 1585.77  225.49 21.334  2.241 19.093  13   0 0.111  233   0 0.051
 66230 1716.05  224.00 99.999  9.999 18.846   0   0 9.999  206   0 0.990
 66233 1722.33  226.19 21.584  2.877 18.708  13   0 0.197  219   0 0.859
 66237 1506.68  226.94 99.999  9.999 18.908   0   0 9.999  235   0 0.071
 66240 1806.76  226.05 99.999  9.999 19.774   0   0 9.999  225   2 0.190
 66241 1572.28  229.22 22.241  2.844 19.397  11   0 0.323  237   0 0.101
 66244 1634.44  229.77 99.999  9.999 20.310   0   0 9.999  234   0 0.171
 66246 1679.14  232.00 99.999  9.999 19.300   0   0 9.999  235   2 0.086
 66247 1699.24  231.21 21.103  1.755 19.348  13   1 0.146  233   4 0.091
 66249 1563.32  233.79 99.999  9.999 19.876   0   0 9.999  238   0 0.196
 66250 1591.58  233.35 21.775  2.338 19.436  12   0 0.202  236   1 0.071
 66252 1555.42  234.42 21.485  2.758 18.728  14   0 0.285  239   1 0.066
 66253 1780.84  233.27 21.767  2.346 19.421  13   0 0.382  234   3 0.070
 66254 1818.27  236.46 99.999  9.999 19.599   0   0 9.999  236   0 0.207
 66255 1818.83  233.24 99.999  9.999 19.747   0   0 9.999  229   0 0.226
 66259 1380.95  233.49 22.170  2.374 19.796  11   0 0.361  237   1 0.106
 66260 1540.70  234.88 21.435  1.925 19.511  14   0 0.187  238   1 0.066
 66262 1419.74  235.54 21.956  2.412 19.544  12   0 0.200  241   0 0.074
 66268 1763.53  237.80 21.573  2.481 19.092  12   0 0.203  240   2 0.057
 66273 1413.65  238.38 99.999  9.999 19.720   0   0 9.999  239   2 0.105
 66274 1713.03  238.11 21.983  2.465 19.518  14   0 0.498  238   2 0.110
 66275 1791.97  240.49 99.999  9.999 18.918   0   0 9.999  240   1 0.069
 66276 1819.71  240.35 21.133  2.128 19.005  14   0 0.162  240   2 0.086
 66282 1545.58  243.51 21.957  2.378 19.579  12   0 0.294  243   0 0.086
 66292 1588.74  247.00 21.558  2.194 19.364  12   0 0.155  243   0 0.062
 66293 1689.40  246.53 21.436  1.967 19.469  14   0 0.193  241   2 0.092
 66297 1486.62  248.54 21.577  2.196 19.381  13   1 0.179  245   0 0.079
 66298 1753.76  247.10 21.455  1.924 19.531  14   0 0.177  242   1 0.092
 66300 1764.08  247.94 21.933  2.474 19.459  13   0 0.250  240   2 0.073
 66303 1620.57  249.29 21.749  2.109 19.640  11   1 0.104  241   2 0.078
 66305 1663.04  250.71 99.999  9.999 19.680   0   0 9.999  244   2 0.078
 66306 1720.31  251.49 20.907  2.001 18.906  14   0 0.077  246   0 0.052
 66310 1647.13  253.12 21.500  2.373 19.128  14   0 0.138  244   0 0.052
 66311 1749.54  253.52 21.815  2.742 19.073  13   0 0.349  241   4 0.052
 66314 1794.37  253.21 22.222  2.639 19.582  13   0 0.382  243   0 0.086
 66318 1414.53  255.47 21.476  2.251 19.226  14   0 0.214  247   0 0.057
 66322 1495.29  257.76 21.488  2.584 18.904  12   0 0.189  246   0 0.054
 66327 1656.58  257.83 21.896  2.163 19.733  13   0 0.191  244   1 0.102
 66328 1727.18  257.91 21.872  2.366 19.506  13   0 0.180  245   1 0.080
 66332 1429.82  259.65 21.494  1.976 19.518  13   1 0.093  244   1 0.068
 66333 1534.12  259.31 99.999  9.999 19.973   0   0 9.999  246   0 0.129
 66336 1478.40  255.71 22.287  2.422 19.865  13   0 0.385  246   0 0.128
 66337 1633.43  260.03 21.851  2.425 19.426  12   0 0.380  245   0 0.076
 66338 1449.53  261.16 21.894  2.303 19.591  14   0 0.365  246   2 0.091
 66340 1465.82  266.23 21.577  2.155 19.422  14   0 0.296  248   0 0.077
 66341 1674.67  262.48 21.999  2.382 19.617  14   0 0.341  244   1 0.086
 66342 1638.77  264.54 99.999  9.999 18.876   0   0 9.999  248   0 0.056
 66344 1479.00  264.58 21.288  2.251 19.037  14   0 0.129  246   1 0.076
 66346 1710.76  265.49 21.307  2.093 19.214  14   0 0.213  247   1 0.074
 66347 1745.55  265.44 22.133  2.383 19.750  12   0 0.331  242   2 0.101
 66348 1494.45  266.35 99.999  9.999 19.403   0   0 9.999  248   0 0.166
 66349 1808.80  266.51 21.433  1.991 19.442  14   0 0.289  245   2 0.075
 66351 1500.37  266.84 21.310  2.106 19.204  14   0 0.197  246   0 0.065
 66352 1558.03  267.87 99.999  9.999 19.560   0   0 9.999  248   0 0.082
 66354 1393.71  269.66 21.868  2.714 19.154  14   0 0.353  249   0 0.058
 66355 1481.20  270.26 99.999  9.999 19.027   0   0 9.999  247   2 0.091
 66356 1526.13  270.51 21.391  2.388 19.003  14   0 0.238  248   0 0.044
 66357 1606.38  269.00 21.727  2.185 19.543  12   0 0.202  247   1 0.074
 66359 1584.59  270.73 99.999  9.999 19.560   0   0 9.999  243   0 0.234
 66360 1641.30  271.46 99.999  9.999 19.912   0   0 9.999  249   1 0.156
 66361 1760.32  272.74 99.999  9.999 19.308   0   0 9.999  244   2 0.067
 66365 1460.93  270.03 21.642  1.947 19.695   9   0 0.158  247   1 0.100
 66366 1500.55  272.10 99.999  9.999 19.302   0   0 9.999  248   1 0.073
 66368 1532.97  273.65 22.103  3.131 18.972  14   0 0.254  248   0 0.044
 66369 1592.93  273.24 20.970  1.917 19.053  14   0 0.204  249   0 0.070
 66370 1613.10  272.18 21.598  2.002 19.596  12   0 0.244  250   0 0.085
 66373 1633.94  275.59 21.538  1.780 19.758  14   0 0.241  249   1 0.101
 66375 1654.82  275.85 99.999  9.999 19.701   0   0 9.999  247   0 0.083
 66376 1725.02  276.48 21.692  2.107 19.585  13   0 0.251  248   0 0.107
 66381 1678.60  276.04 21.720  2.140 19.580  13   0 0.297  249   1 0.079
 66383 1591.32  278.02 21.718  2.105 19.613  14   0 0.281  248   1 0.152
 66384 1660.85  278.45 21.519  2.199 19.320  13   0 0.231  249   0 0.065
 66385 1773.55  278.90 21.495  1.951 19.543  13   0 0.165  244   1 0.106
 66388 1751.15  279.97 21.271  1.974 19.297  14   0 0.184  250   0 0.082
 66392 1789.13  280.42 21.373  1.810 19.563  14   0 0.329  247   1 0.092
 66396 1577.33  286.82 99.999  9.999 19.378   0   0 9.999  249   1 0.193
 66397 1581.30  283.66 99.999  9.999 19.673   0   0 9.999  244   1 0.244
 66401 1406.67  285.30 21.203  1.659 19.544  12   0 0.174  248   0 0.075
 66402 1478.23  285.01 22.025  2.549 19.476  12   0 0.380  249   0 0.084
 66403 1654.84  285.23 21.699  2.019 19.680  14   0 0.344  247   1 0.076
 66404 1775.32  286.03 99.999  9.999 19.267   0   0 9.999  246   2 0.076
 66406 1644.17  286.73 21.447  2.166 19.280  14   0 0.204  247   1 0.059
 66407 1745.54  286.12 21.591  1.995 19.596  12   1 0.202  247   1 0.083
 66408 1416.67  286.55 21.813  2.055 19.758  14   0 0.232  247   0 0.089
 66413 1614.94  289.93 21.220  2.056 19.164  14   0 0.219  250   0 0.054
 66414 1624.68  288.68 21.908  2.088 19.820  11   0 0.221  249   0 0.092
 66415 1665.19  291.54 21.001  1.740 19.261  13   0 0.253  249   1 0.061
 66417 1477.33  291.16 99.999  9.999 19.366   0   0 9.999  248   1 0.066
 66418 1571.43  292.23 21.606  2.191 19.415  14   0 0.281  250   0 0.089
 66419 1646.10  291.53 99.999  9.999 19.588   0   0 9.999  250   0 0.093
 66420 1699.34  292.19 21.993  2.340 19.653  13   0 0.380  250   0 0.082
 66427 1385.83  294.74 99.999  9.999 19.597   0   0 9.999  251   0 0.106
 66428 1412.80  295.26 21.557  2.445 19.111  12   0 0.297  249   0 0.051
 66430 1546.99  294.90 21.641  2.154 19.487  14   0 0.260  250   0 0.079
 66431 1794.58  295.33 21.816  2.216 19.600  11   0 0.180  248   1 0.088
 66432 1825.77  295.31 21.909  2.311 19.597   8   0 0.112  249   0 0.094
 66433 1687.68  296.10 22.071  2.350 19.722  11   1 0.129  250   0 0.086
 66436 1394.68  298.83 99.999  9.999 18.892   0   0 9.999  252   0 0.049
 66439 1668.07  299.43 21.715  2.528 19.187  13   0 0.306  251   1 0.055
 66443 1711.61  300.36 21.720  1.551 20.168  14   0 0.313  249   1 0.165
 66444 1539.18  301.49 21.311  1.781 19.531  14   0 0.241  252   0 0.117
 66445 1811.62  302.32 99.999  9.999 19.011   0   0 9.999  251   3 0.061
 66446 1822.46  301.71 99.999  9.999 19.252   0   0 9.999  252   1 0.064
 66448 1444.07  302.67 20.841  1.627 19.214  13   1 0.076  253   0 0.057
 66453 1448.61  305.87 21.623  2.510 19.113  14   0 0.246  253   0 0.056
 66454 1826.58  305.55 99.999  9.999 19.530   0   0 9.999  252   0 0.081
 66458 1435.47  306.23 21.495  1.814 19.681  14   0 0.337  252   0 0.091
 66459 1615.67  307.00 21.574  1.914 19.659  14   0 0.281  251   2 0.086
 66460 1634.34  307.54 21.354  1.951 19.404  14   0 0.230  254   0 0.066
 66461 1747.94  308.01 99.999  9.999 19.333   0   0 9.999  249   2 0.114
