100985 1391.71 2909.81 19.594  5.870 13.724  76   0 0.214  951   0 0.129
100989 1592.52 3003.71 15.211  1.826 13.385  77   0 0.004  947   4 0.004
100990 1645.36 3015.20 18.782  5.308 13.474  76   0 0.129  951   0 0.067
100992 1603.93 3125.37 15.000  1.195 13.805  77   0 0.004  950   1 0.004
100993 1431.56 3127.28 17.219  4.293 12.926  77   0 0.091  951   0 0.041
100995 1638.56 3156.00 17.506  3.110 14.396  77   0 0.017  950   1 0.009
100996 1600.90 3182.57 18.284  4.015 14.269  77   0 0.032  951   0 0.010
100998 1456.82 3214.27 16.437  2.977 13.460  77   0 0.009  951   0 0.007
101001 1550.69 3243.78 17.580  3.805 13.775  77   0 0.027  951   0 0.009
101002 1397.73 3312.00 17.141  4.184 12.958  77   0 0.638  951   0 0.453
101016 1396.23 2913.72 18.057  2.917 15.139  77   0 0.020  951   0 0.088
101017 1628.11 2915.05 17.382  2.232 15.150  77   0 0.009  950   1 0.007
101019 1405.47 2963.85 16.348  1.484 14.865  77   0 0.006  950   1 0.005
101020 1521.33 2985.71 99.999  9.999 14.275   0   0 9.999  951   0 0.062
101021 1512.61 3005.68 18.473  4.045 14.428  76   0 0.031  951   0 0.010
101022 1625.49 3044.57 17.839  3.594 14.245  77   0 0.029  950   1 0.013
101025 1625.33 3071.13 18.339  3.539 14.800  77   0 0.019  951   0 0.007
101026 1486.93 3079.12 18.004  3.177 14.827  77   0 0.014  950   1 0.006
101030 1619.64 3209.57 17.298  2.820 14.477  77   0 0.013  951   0 0.006
101031 1431.64 3212.51 19.167  4.760 14.408  75   0 0.060  951   0 0.022
101032 1593.49 3221.61 17.797  2.838 14.959  77   0 0.014  950   1 0.006
101033 1438.49 3223.38 17.490  3.078 14.412  77   0 0.011  950   1 0.005
101035 1479.95 3256.44 18.583  3.554 15.029  76   0 0.021  951   0 0.006
101039 1444.59 3327.25 18.315  3.680 14.635  76   0 0.025  950   1 0.009
101052 1386.20 2905.03 18.134  2.639 15.495  76   0 0.014  948   2 0.068
101056 1636.07 2950.42 17.996  2.723 15.273  77   0 0.015  949   2 0.007
101057 1398.45 2950.33 19.139  3.317 15.821  76   0 0.037  950   1 0.008
101058 1452.60 2954.40 17.607  1.710 15.897  77   0 0.012  950   1 0.008
101060 1392.76 2977.69 18.086  2.793 15.293  77   0 0.014  947   4 0.007
101061 1482.62 2980.79 18.914  3.142 15.772  76   0 0.031  949   2 0.010
101062 1370.64 2989.13 18.613  2.607 16.006  76   0 0.023  950   1 0.008
101064 1634.58 2990.68 99.999  9.999 15.927   0   0 9.999  947   4 0.009
101065 1423.69 3021.26 18.211  2.971 15.240  77   0 0.018  949   2 0.006
101066 1541.68 3027.92 18.749  2.758 15.991  76   0 0.027  949   2 0.009
101070 1569.54 3047.69 18.650  3.405 15.245  76   0 0.020  947   4 0.007
101071 1479.09 3051.18 18.345  2.953 15.392  75   1 0.019  948   3 0.007
101073 1419.35 3054.44 18.139  2.157 15.982  76   0 0.019  949   2 0.008
101074 1609.20 3065.10 18.249  2.685 15.564  76   1 0.020  946   5 0.008
101075 1468.52 3079.28 18.351  2.771 15.580  77   0 0.019  947   4 0.008
101077 1580.91 3101.70 18.678  3.264 15.414  76   0 0.025  947   4 0.007
101080 1530.80 3111.28 16.399  1.256 15.144  77   0 0.007  947   4 0.006
101084 1511.51 3138.64 17.168  1.501 15.667  77   0 0.009  950   1 0.007
101086 1512.15 3170.44 18.320  3.069 15.251  76   0 0.024  951   0 0.007
101088 1574.74 3173.33 17.820  2.495 15.324  77   0 0.013  951   0 0.007
101089 1605.57 3179.91 18.080  2.487 15.593  77   0 0.017  950   1 0.014
101090 1584.06 3224.49 18.449  3.059 15.390  76   0 0.024  949   2 0.007
101091 1419.19 3226.34 18.219  2.852 15.366  75   1 0.018  951   0 0.007
101096 1499.20 3308.82 18.152  2.556 15.596  76   0 0.018  950   1 0.007
101097 1615.51 3315.63 18.644  3.346 15.298  76   0 0.023  949   2 0.008
101099 1540.68 3329.01 19.247  3.201 16.046  75   0 0.036  948   3 0.009
101100 1416.66 3338.61 18.340  3.092 15.248  77   0 0.022  950   1 0.010
101134 1450.60 2906.36 18.646  2.585 16.061  76   0 0.021  951   0 0.010
101136 1404.95 2911.14 18.326  1.645 16.681  76   0 0.021  947   4 0.023
101137 1503.08 2918.31 18.564  2.461 16.103  75   1 0.019  950   1 0.009
101138 1440.61 2918.98 19.365  2.630 16.735  76   0 0.049  947   4 0.013
