 53291 1099.11 3359.02 99.999  9.999 20.205   0   0 9.999  253   1 0.218
 53328 1098.46 3371.18 99.999  9.999 20.479   0   0 9.999  251   0 0.259
 54009 1096.36 3730.27 14.970  1.958 13.013   7   1 0.004  230   0 0.008
 54044 1099.69 3785.46 18.722  3.669 15.053   7   1 0.007  230   0 0.029
 54073 1097.98 3616.45 16.734  1.307 15.427   8   0 0.009  227   3 0.008
 54080 1099.43 3648.56 21.015  5.622 15.392   8   0 0.130  230   0 0.010
 54201 1099.48 3717.87 20.375  3.511 16.864   8   0 0.098  230   0 0.027
 54283 1096.88 3380.52 99.999  9.999 17.617   0   0 9.999  230   0 0.027
 54292 1099.89 3400.25 18.755  1.691 17.064   8   0 0.018  230   0 0.023
 54306 1096.04 3420.91 21.224  3.905 17.319   7   0 0.099  229   1 0.035
 54329 1096.93 3452.54 99.999  9.999 17.690   0   0 9.999  230   0 0.025
 54433 1099.61 3612.39 99.999  9.999 17.194   0   0 9.999  228   2 0.039
 54541 1095.73 3772.07 99.999  9.999 17.647   0   0 9.999  229   1 0.028
 54669 1097.61 3387.23 99.999  9.999 18.301   0   0 9.999  230   0 0.049
 54675 1095.23 3398.32 20.825  2.732 18.093   7   1 0.097  228   2 0.043
 54879 1098.79 3725.40 99.999  9.999 18.240   0   0 9.999  222   1 0.254
 55513 1096.30 3645.34 99.999  9.999 18.905   0   0 9.999  226   0 0.207
 55520 1095.78 3652.09 99.999  9.999 18.812   0   0 9.999  225   0 0.135
 55634 1095.03 3722.36 99.999  9.999 18.927   0   0 9.999  227   0 0.203
 55707 1095.15 3784.15 99.999  9.999 19.198   0   0 9.999  225   0 0.232
 55712 1096.07 3788.98 99.999  9.999 19.149   0   0 9.999  227   0 0.329
 55985 1095.73 3391.86 99.999  9.999 19.708   0   0 9.999  229   0 0.166
 56054 1098.11 3415.51 99.999  9.999 19.032   0   0 9.999  192   0 0.498
 56109 1096.79 3436.40 99.999  9.999 19.988   0   0 9.999  228   0 0.194
 56208 1096.94 3469.58 99.999  9.999 20.311   0   0 9.999  225   0 0.274
 56226 1097.62 3475.91 99.999  9.999 20.084   0   0 9.999  228   0 0.183
 56506 1098.99 3565.78 99.999  9.999 19.832   0   0 9.999  229   0 0.183
 56547 1096.91 3578.73 99.999  9.999 20.358   0   0 9.999  228   0 0.284
 56676 1099.70 3629.87 99.999  9.999 19.934   0   0 9.999  228   0 0.216
