2455260.86564 18.718 0.040 3.95 662.0
2455261.80049 18.748 0.045 4.37 651.0
2455264.82358 18.772 0.049 4.89 598.0
2455264.87667 18.683 0.058 5.78 602.0
2455264.89396 18.774 0.045 4.37 602.0
2455265.79959 18.723 0.044 4.84 561.0
2455266.78766 18.747 0.046 4.89 522.0
2455267.82947 18.721 0.039 4.45 439.0
2455268.80072 18.658 0.041 5.06 455.0
2455269.79560 18.748 0.037 4.31 444.0
2455270.83998 18.727 0.039 4.22 425.0
2455271.79505 18.731 0.038 4.12 471.0
2455272.80188 18.678 0.042 5.07 431.0
2455273.85651 18.764 0.040 4.63 414.0
2455274.80524 18.805 0.044 4.60 443.0
2455275.79097 18.749 0.047 4.37 585.0
2455276.82588 18.730 0.038 4.51 417.0
2455277.79203 18.731 0.042 4.91 456.0
2455278.80206 18.721 0.041 4.60 451.0
2455279.80331 18.680 0.046 5.21 448.0
2455280.85489 18.759 0.037 3.85 457.0
2455281.78982 18.704 0.036 4.17 474.0
2455282.77033 18.768 0.048 4.20 645.0
2455282.91517 18.779 0.047 3.79 736.0
2455283.77146 18.787 0.055 4.92 657.0
2455284.77349 18.725 0.052 5.47 770.0
2455285.76916 18.745 0.056 4.77 876.0
2455285.89858 18.801 0.059 5.71 678.0
2455286.76036 18.789 0.055 4.35 830.0
2455287.82998 18.634 0.039 4.00 678.0
2455288.76334 18.736 0.047 4.08 793.0
2455292.83350 18.690 0.064 3.71 2254.0
2455293.84143 18.743 0.042 4.74 452.0
2455294.74768 18.742 0.040 4.63 412.0
2455294.78506 18.761 0.034 3.84 384.0
2455294.82228 18.727 0.032 3.73 378.0
2455294.85235 18.736 0.032 3.76 398.0
2455294.89264 18.738 0.031 3.51 403.0
2455295.74866 18.738 0.045 5.59 396.0
2455295.78703 18.733 0.036 4.43 367.0
2455295.82547 18.751 0.038 4.85 381.0
2455295.86340 18.759 0.033 3.87 379.0
2455295.90300 18.752 0.033 3.62 384.0
2455296.79292 18.774 0.033 3.61 385.0
2455296.82737 18.729 0.031 3.54 388.0
2455296.86478 18.709 0.027 3.13 373.0
2455296.90490 18.778 0.036 3.96 383.0
2455297.78604 18.806 0.037 4.00 406.0
2455297.82407 18.739 0.031 3.45 392.0
2455297.86186 18.701 0.027 3.08 362.0
2455297.90097 18.751 0.030 3.25 389.0
2455298.78694 18.743 0.041 5.04 431.0
2455298.82479 18.650 0.039 5.19 417.0
2455298.86272 18.724 0.034 3.96 405.0
2455298.90221 18.791 0.036 3.82 403.0
2455299.73375 18.689 0.028 4.21 346.0
2455299.77139 18.767 0.037 4.36 357.0
2455299.80913 18.751 0.027 3.86 339.0
2455299.84690 18.855 0.027 3.83 311.0
2455299.88578 18.700 0.032 4.10 364.0
2455300.84253 18.721 0.041 4.96 421.0
2455300.88222 18.750 0.038 4.03 424.0
2455300.92108 18.726 0.037 3.81 501.0
2455301.77600 18.799 0.043 4.80 426.0
2455301.81335 18.757 0.035 3.92 417.0
2455301.85087 18.678 0.039 4.85 433.0
2455301.89114 18.755 0.039 4.48 435.0
2455303.89874 18.842 0.048 5.06 476.0
2455304.73639 18.798 0.067 7.41 554.0
2455304.77572 18.716 0.047 5.96 513.0
2455306.70912 18.741 0.042 5.28 451.0
2455306.77322 18.720 0.042 5.69 392.0
2455306.83635 18.793 0.038 4.66 392.0
2455306.87551 18.686 0.035 4.48 395.0
2455306.91443 18.736 0.038 4.26 435.0
2455307.69888 18.764 0.041 4.69 459.0
2455307.76242 18.725 0.041 4.73 450.0
2455307.82381 18.787 0.041 4.56 461.0
2455307.86315 18.768 0.038 4.24 482.0
2455307.90282 18.765 0.035 3.67 469.0
2455308.69017 18.639 0.044 5.58 488.0
2455308.75201 18.769 0.047 5.48 441.0
2455308.81353 18.734 0.039 5.00 392.0
2455308.85145 18.710 0.035 4.75 388.0
2455309.68791 18.725 0.052 5.83 530.0
2455309.75295 18.725 0.043 5.40 409.0
2455309.82354 18.755 0.037 4.35 399.0
2455309.86765 18.672 0.040 4.97 422.0
2455309.90599 18.754 0.035 3.70 435.0
2455310.66762 18.741 0.053 5.65 651.0
2455310.73359 18.760 0.055 6.14 515.0
2455310.78995 18.727 0.047 5.86 433.0
2455310.86538 18.842 0.038 4.43 427.0
2455310.90337 18.720 0.036 4.07 463.0
