     1  484.51  181.64 99.999  9.999 13.353   0   0 9.999  353   0 0.010
     3  484.55  203.71 99.999  9.999 99.999   0   0 9.999    0   0 9.999
     4  482.32  208.90 99.999  9.999 99.999   0   0 9.999    0   0 9.999
     5  256.37  262.24 18.291  4.152 14.139  20   0 0.028  593   1 0.008
     6  112.36  269.57 14.502  1.134 13.368  17   1 0.007  139   1 0.006
     7  160.43  280.91 19.461  5.722 13.739  21   0 0.214  324   0 0.070
     8  516.08  393.60 18.613  5.166 13.447  28   0 0.073  635   0 0.028
     9  448.95  423.87 13.600  0.719 12.881  28   0 0.004  634   1 0.007
    16  202.67  201.73 18.404  9.999 99.999   4   0 0.014    0   0 9.999
    17  109.31  209.94 99.999  9.999 14.333   0   0 9.999   83   0 0.017
    18  387.33  218.84 18.396  3.845 14.551   7   0 0.015  536   0 0.005
    19  189.87  230.08 19.202  4.291 14.911  11   0 0.050  421   0 0.009
    20  457.81  237.80 18.214  3.244 14.970  12   0 0.016  572   2 0.005
    21  258.90  258.75 18.307  4.048 14.259  20   0 0.027  591   1 0.008
    22  166.09  288.97 17.668  2.873 14.795  22   0 0.015  345   1 0.008
    23  347.13  299.18 17.940  3.797 14.143  26   0 0.015  628   0 0.007
    24  358.54  303.88 18.842  4.065 14.777  27   0 0.028  627   1 0.006
    25  120.41  318.11 19.901  5.532 14.369  24   0 0.112  177   0 0.041
    26  352.74  322.25 17.381  2.578 14.803  28   0 0.014  632   1 0.004
    28  131.24  353.24 19.097  4.104 14.993  26   0 0.034  211   0 0.011
    29  413.01  372.41 17.458  3.053 14.405  28   0 0.012  633   2 0.004
    30  155.54  398.11 18.823  4.313 14.511  27   0 0.037  309   1 0.010
    31  486.05  417.84 17.919  3.292 14.627  28   0 0.021  634   1 0.007
    32  373.14  420.95 18.861  3.873 14.988  28   0 0.028  635   0 0.007
    33  483.94  433.26 19.523  4.467 15.056  26   0 0.051  635   0 0.008
    39  460.18  164.65 99.999  9.999 99.999   0   0 9.999    0   0 9.999
    40  473.25  167.75 99.999  9.999 15.048   0   0 9.999  235   0 0.189
    41  316.17  177.25 99.999  9.999 15.827   0   0 9.999  311   1 0.010
    42  387.66  189.25 99.999  9.999 15.419   0   0 9.999  409   1 0.009
    43  433.07  188.66 99.999  9.999 15.882   0   0 9.999  406   4 0.008
    44  125.81  195.06 99.999  9.999 99.999   0   0 9.999    0   0 9.999
    45  173.25  199.06 18.772  9.999 99.999   3   0 0.027    0   0 9.999
    46  413.35  208.23 17.724  1.836 15.888   4   0 0.014  502   2 0.008
    47  361.20  214.21 17.834  2.696 15.138   4   2 0.002  523   0 0.006
    48  281.17  218.15 18.828  2.950 15.878   7   0 0.038  528   5 0.008
    49  492.51  219.40 99.999  9.999 99.999   0   0 9.999    0   0 9.999
    50  446.51  231.61 19.298  3.939 15.359  11   0 0.024  558   1 0.007
    51  102.04  235.39 99.999  9.999 15.412   0   0 9.999   98   0 0.306
    52  357.06  256.04 17.565  1.754 15.811  20   0 0.013  592   3 0.008
    53  359.71  263.87 18.060  2.708 15.352  20   0 0.019  601   1 0.006
    54  379.70  262.46 19.078  3.335 15.743  20   0 0.030  600   1 0.007
    55  259.15  271.46 18.395  2.558 15.837  22   0 0.026  606   2 0.009
    56  138.24  272.84 19.357  3.520 15.837  19   0 0.040  222   0 0.012
    57  183.55  275.32 18.092  2.819 15.273  22   0 0.015  423   2 0.008
    58  304.08  281.68 19.041  3.494 15.547  23   0 0.046  618   4 0.007
    59  454.05  288.07 18.725  2.858 15.867  23   0 0.033  624   1 0.007
    61  443.06  302.19 18.483  2.957 15.526  27   0 0.021  628   0 0.006
    62  470.00  309.47 17.186  1.843 15.343  27   0 0.011  626   4 0.006
    63  124.75  323.27 17.423  2.183 15.241  24   1 0.018  191   0 0.058
    64  509.71  322.20 19.391  3.644 15.748  26   0 0.040  631   2 0.008
    65  127.32  354.35 17.661  2.327 15.334  26   0 0.015  199   0 0.013
    66   89.04  358.52 19.086  3.539 15.547  20   0 0.050  100   0 0.008
    67  484.88  359.34 19.561  3.743 15.818  26   0 0.044  634   1 0.008
    68  255.96  387.31 19.429  3.634 15.796  26   0 0.042  626   4 0.007
    69  216.60  389.41 17.452  1.859 15.593  28   0 0.016  605   2 0.007
    70  298.16  394.12 19.147  3.219 15.928  26   0 0.038  633   2 0.007
    71  239.23  403.77 18.943  3.067 15.876  28   0 0.021  625   1 0.007
    72  349.53  420.64 19.008  3.622 15.386  27   0 0.023  632   3 0.005
    90  138.98  269.86 19.151  2.888 16.262  19   1 0.032  222   0 0.018
    91  421.54  155.57 99.999  9.999 99.999   0   0 9.999    0   0 9.999
    92  444.75  155.72 99.999  9.999 99.999   0   0 9.999    0   0 9.999
    93  375.22  162.87 99.999  9.999 99.999   0   0 9.999    0   0 9.999
    94  239.99  164.53 99.999  9.999 99.999   0   0 9.999    0   0 9.999
    95  367.23  166.65 99.999  9.999 99.999   0   0 9.999    0   0 9.999
