163621 2018.50 3147.26 18.257  4.452 13.805  80   0 0.035 8191   1 0.012
163622 1919.18 3150.19 18.388  4.825 13.563  85   0 0.068 8438   0 0.030
163623 1981.69 3156.69 15.151  1.162 13.989  86   0 0.005 8368  13 0.004
163624 1979.33 3188.98 16.463  2.549 13.914  86   0 0.007 8372  19 0.003
163625 1820.13 3203.81 18.441  4.789 13.652  84   0 0.052 8438   0 0.019
163626 2155.47 3209.24 17.607  4.045 13.562   9   0 0.066 1867   1 0.020
163627 1810.32 3222.99 15.188  1.967 13.221  86   0 0.005 8433   5 0.004
163628 2066.94 3246.08 17.689  4.356 13.333  59   0 0.039 6999   1 0.015
163629 1738.24 3253.84 14.426  0.882 13.544  86   0 0.005 8421  17 0.004
163630 1825.46 3254.41 19.039  5.001 14.038  84   0 0.045 8438   0 0.016
163633 1857.26 3363.55 15.247  1.201 14.046  86   0 0.006 8420  18 0.005
163669 1859.29 3114.65 15.926  1.287 14.639  86   0 0.005 8420  18 0.004
163670 2113.93 3116.18 18.791  4.467 14.324  15   0 0.041 3705   4 0.008
163671 1811.09 3120.33 19.960  5.571 14.389  84   0 0.117 8437   1 0.045
163672 1827.95 3135.35 16.262  1.340 14.922  86   0 0.007 8420  17 0.005
163673 1992.77 3142.50 18.322  3.944 14.378  83   0 0.029 8346   2 0.015
163675 2136.95 3156.75 19.440  4.454 14.986  11   0 0.036 2401   1 0.008
163676 1995.48 3191.93 20.214  5.945 14.270  82   0 0.118 8344   0 0.041
163680 1772.99 3194.85 19.463  4.696 14.766  83   1 0.047 8425  13 0.006
163681 1936.22 3201.57 19.630  5.153 14.477  84   0 0.077 8438   0 0.062
163682 1767.25 3215.00 15.686  1.367 14.320  86   0 0.006 8427  11 0.004
163683 1901.19 3222.23 15.683  1.271 14.412  84   2 0.009 8311 127 0.009
163684 1900.73 3233.49 16.023  1.168 14.855  86   0 0.008 8423  14 0.005
163685 1715.95 3238.81 18.078  3.244 14.834  85   0 0.019 8421  16 0.005
163686 1849.62 3242.22 18.867  4.316 14.552  84   0 0.030 8426  12 0.006
163687 2130.49 3251.99 19.703  5.282 14.421  12   0 0.058 2666   1 0.021
163688 2047.24 3254.22 99.999  9.999 15.002   0   0 9.999 7685   0 0.115
163689 1881.81 3261.20 15.593  1.211 14.382  86   0 0.005 8425  13 0.004
163690 1802.25 3263.33 19.048  4.635 14.413  85   0 0.036 8433   5 0.007
163691 1933.10 3277.39 19.500  4.691 14.809  84   0 0.045 8433   5 0.008
163692 1952.79 3301.69 15.641  1.181 14.460  86   0 0.006 8403  27 0.004
163694 1853.40 3328.72 19.124  4.657 14.468  84   0 0.037 8436   2 0.007
163695 1881.58 3336.16 20.157  5.611 14.547  85   0 0.110 8433   5 0.018
163696 1737.03 3343.22 18.768  4.324 14.443  84   1 0.029 8425  13 0.006
163697 1726.80 3344.17 20.681  6.254 14.426  84   0 0.154 8438   0 0.048
163698 2054.78 3347.83 15.568  1.496 14.071  65   0 0.005 7414  23 0.005
163699 1967.47 3348.85 20.229  5.596 14.632  85   0 0.111 8416   1 0.021
