 18038  476.08 2166.11 17.953  3.531 14.422  87   0 0.045 5554   0 0.027
 18039  483.02 2167.75 19.598  5.381 14.217  86   0 0.104 5554   0 0.034
 18040  253.63 2176.17 17.835  4.194 13.641  87   0 0.042 5423   0 0.018
 18079  388.14 2148.57 15.974  1.263 14.711  87   0 0.006 5543  11 0.005
 18080  387.47 2159.58 18.581  3.510 15.070  86   0 0.027 5540  13 0.006
 18086  446.99 2231.83 18.558  3.446 15.112  86   0 0.022 5547   6 0.006
 18087  260.37 2234.29 16.480  2.033 14.447  87   0 0.007 5459  10 0.005
 18088  373.08 2246.77 16.420  1.353 15.067  87   0 0.006 5542  11 0.007
 18225  327.48 2135.06 18.031  2.370 15.661  87   0 0.015 5535  13 0.007
 18227  263.79 2139.73 18.370  2.678 15.692  87   0 0.019 5476   9 0.008
 18229  474.26 2152.92 18.766  3.189 15.577  86   0 0.030 5537  15 0.007
 18233  234.10 2170.99 18.631  2.677 15.954  87   0 0.022 5158  15 0.009
 18237  239.51 2184.95 18.709  2.534 16.175  87   0 0.030 5249   5 0.011
 18238  539.67 2187.47 18.470  2.728 15.742  87   0 0.022 5540   7 0.009
 18239  283.04 2190.29 18.569  2.620 15.949  87   0 0.023 5516  16 0.009
 18240  291.06 2194.13 18.772  2.641 16.131  86   0 0.028 5530   9 0.011
 18241  521.70 2197.13 19.270  3.038 16.232  86   0 0.042 5533  13 0.011
 18242  300.07 2200.04 18.310  2.786 15.524  87   0 0.019 5536   8 0.008
 18243  242.63 2200.03 17.375  1.323 16.052  87   0 0.011 5295   7 0.010
 18244  533.08 2199.78 19.138  2.991 16.148  86   0 0.029 5539  11 0.011
 18245  298.69 2203.79 19.044  3.503 15.540  87   0 0.031 5528  14 0.008
 18246  249.39 2211.13 18.968  2.761 16.207  86   0 0.031 5369  13 0.011
 18247  309.56 2212.85 18.161  2.762 15.400  87   0 0.015 5538  12 0.006
 18248  354.47 2214.43 16.789  1.455 15.334  87   0 0.007 5537  12 0.006
 18250  423.16 2219.37 18.898  3.171 15.727  86   0 0.032 5541   7 0.008
 18253  536.24 2224.19 18.765  2.718 16.047  87   0 0.028 5534   9 0.011
 18254  266.67 2231.56 18.689  2.604 16.085  87   0 0.033 5487  10 0.017
 18255  392.04 2236.53 19.010  2.902 16.108  86   0 0.033 5537  14 0.010
 18256  325.97 2244.36 18.902  2.763 16.139  87   0 0.032 5529  16 0.013
 18263  323.27 2243.70 19.323  2.864 16.459  86   0 0.048 5533  13 0.016
 18484  357.03 2134.05 19.223  2.941 16.282  86   0 0.041 5532  11 0.011
 18486  231.21 2144.30 19.529  2.746 16.783  86   0 0.050 5113  10 0.016
 18487  489.76 2148.13 18.468  1.562 16.906  87   0 0.021 5534   8 0.017
 18488  329.37 2152.21 19.261  2.751 16.510  86   0 0.042 5531   8 0.013
 18489  384.79 2152.55 19.257  2.809 16.448  87   0 0.076 5543   7 0.020
 18490  506.96 2156.07 18.872  1.780 17.092  86   0 0.027 5532   8 0.019
 18491  471.75 2157.94 19.936  2.961 16.974  86   0 0.078 5532  13 0.024
 18492  436.59 2163.80 18.303  1.796 16.508  87   0 0.020 5527  15 0.013
 18493  268.41 2170.75 19.290  2.827 16.462  86   0 0.041 5486   8 0.016
 18494  512.46 2169.80 20.137  3.092 17.044  86   0 0.082 5528  12 0.019
 18495  289.93 2172.45 19.703  2.666 17.037  86   0 0.051 5523   6 0.019
 18496  316.14 2172.82 19.101  2.081 17.020  86   0 0.036 5528  11 0.019
 18497  482.93 2173.28 19.476  3.046 16.430  86   0 0.049 5544   3 0.044
 18498  232.02 2175.19 19.156  2.543 16.613  86   0 0.039 5127  14 0.015
 18499  470.55 2176.82 20.153  3.184 16.969  86   0 0.096 5531  11 0.020
 18500  528.58 2183.02 19.548  2.871 16.677  86   0 0.040 5532   9 0.015
 18501  421.84 2184.67 19.397  3.025 16.372  87   0 0.047 5532  13 0.011
 18503  367.39 2190.84 19.432  2.321 17.111  86   0 0.047 5531  12 0.021
 18504  459.63 2192.36 19.323  2.770 16.553  86   0 0.040 5534  12 0.013
 18505  476.27 2193.55 19.093  2.639 16.454  85   1 0.032 5531  12 0.012
 18506  532.69 2192.95 19.798  2.552 17.247  86   0 0.078 5528   9 0.025
 18507  300.34 2194.00 19.341  2.301 17.040  86   0 0.051 5524  12 0.022
 18508  352.85 2201.24 19.174  3.069 16.105  85   1 0.040 5540  10 0.010
 18509  424.38 2204.93 19.181  2.891 16.290  86   0 0.034 5529  16 0.011
 18510  503.83 2206.68 19.367  2.867 16.500  86   0 0.044 5534   9 0.013
 18511  415.11 2217.64 19.475  3.093 16.382  86   0 0.049 5535  10 0.012
 18512  546.94 2217.49 19.639  2.861 16.778  86   0 0.056 5530  13 0.018
 18515  283.66 2224.60 19.102  2.803 16.299  87   0 0.034 5522  12 0.011
 18516  527.47 2226.40 19.285  2.911 16.373  87   0 0.048 5531  14 0.013
 18517  482.75 2226.59 19.229  2.301 16.928  86   0 0.035 5534   8 0.017
 18518  291.64 2231.91 19.963  2.801 17.163  86   0 0.073 5519  11 0.021
 18522  449.19 2245.61 19.365  2.577 16.789  86   0 0.045 5535   6 0.017
