2452125.64150 16.418 0.012
2452128.57003 16.405 0.009
2452131.56674 16.421 0.008
2452134.66975 16.425 0.012
2452138.54720 16.419 0.010
2452143.52040 16.437 0.013
2452155.64720 16.430 0.014
2452156.48627 16.447 0.011
2452158.49461 16.416 0.009
2452158.53762 16.425 0.009
2452162.50413 16.454 0.010
2452168.53885 16.430 0.011
2452173.49686 16.437 0.013
2452184.50009 16.428 0.013
2452194.55447 16.414 0.010
2452321.87307 16.438 0.012
2452324.87519 16.431 0.010
2452341.83166 16.425 0.011
2452350.84477 16.418 0.009
2452358.88424 16.421 0.009
2452370.81249 16.430 0.010
2452381.80789 16.439 0.010
2452384.79037 16.437 0.009
2452388.85023 16.422 0.009
2452391.69275 16.406 0.014
2452400.69063 16.408 0.010
2452402.80557 16.430 0.009
2452404.84251 16.437 0.009
2452410.71524 16.417 0.007
2452414.86148 16.421 0.009
2452415.72351 16.417 0.010
2452416.74571 16.429 0.010
2452417.72128 16.437 0.010
2452424.76361 16.424 0.015
2452426.67492 16.430 0.009
2452431.80926 16.408 0.007
2452434.80945 16.428 0.009
2452436.58220 16.408 0.010
2452438.61435 16.429 0.009
2452440.59561 16.422 0.010
2452442.61343 16.425 0.009
2452444.70605 16.453 0.011
2452446.64060 16.445 0.010
2452448.52739 16.401 0.016
2452453.73666 16.414 0.010
2452458.73393 16.437 0.010
2452462.72273 16.427 0.008
2452463.81981 16.410 0.009
2452466.46291 16.432 0.013
2452466.47175 16.432 0.011
2452466.48065 16.420 0.010
2452466.48963 16.435 0.009
2452466.50234 16.423 0.009
2452466.51152 16.424 0.009
2452466.52054 16.423 0.010
2452466.52952 16.408 0.009
2452466.53998 16.431 0.009
2452466.54915 16.422 0.009
2452466.55848 16.414 0.008
2452466.56215 16.414 0.009
2452466.56808 16.440 0.009
2452466.57700 16.432 0.009
2452466.58895 16.425 0.009
2452466.59889 16.427 0.009
2452466.60791 16.422 0.009
2452466.61675 16.433 0.009
2452466.62753 16.431 0.010
2452466.63726 16.376 0.010
2452466.64749 16.433 0.010
2452466.65646 16.428 0.009
2452466.66539 16.420 0.010
2452466.67805 16.425 0.010
2452466.68691 16.433 0.009
2452466.69577 16.421 0.010
2452466.70568 16.441 0.009
2452466.71596 16.445 0.010
2452466.72507 16.414 0.010
2452466.73407 16.432 0.011
2452466.74332 16.440 0.011
2452466.74979 16.457 0.012
2452466.75931 16.436 0.011
2452466.76807 16.409 0.010
2452466.77743 16.435 0.010
2452466.79001 16.432 0.011
2452466.79904 16.403 0.011
2452466.80971 16.412 0.010
2452466.81862 16.431 0.012
2452466.82854 16.425 0.012
2452466.83737 16.441 0.012
2452466.84634 16.423 0.013
2452468.46484 16.449 0.013
2452470.46516 16.429 0.013
2452472.46938 16.361 0.012
2452472.48722 16.438 0.010
2452472.50776 16.388 0.009
2452472.53536 16.473 0.010
2452472.54500 16.396 0.009
2452472.55393 16.465 0.010
2452472.56293 16.356 0.008
2452472.58320 16.433 0.009
2452472.59228 16.448 0.009
2452472.63373 16.420 0.008
2452472.64301 16.396 0.008
2452472.66326 16.402 0.007
2452472.67213 16.400 0.007
2452472.68097 16.423 0.008
2452472.69128 16.439 0.008
2452472.70023 16.415 0.008
2452472.70912 16.435 0.008
2452472.71931 16.433 0.008
2452472.73262 16.427 0.009
2452472.74220 16.412 0.008
2452472.75127 16.416 0.009
2452472.76016 16.430 0.008
2452472.76991 16.396 0.007
2452472.79293 16.394 0.008
2452472.81138 16.362 0.008
2452472.82079 16.474 0.010
2452474.46546 16.409 0.011
2452482.62214 16.421 0.011
2452485.63215 16.428 0.011
2452489.70299 16.425 0.008
2452492.64767 16.417 0.009
2452494.70205 16.415 0.009
2452497.50460 16.408 0.010
2452499.54039 16.427 0.009
2452501.56811 16.432 0.009
2452511.54830 16.422 0.011
2452517.48136 16.410 0.015
