 33508  170.93 3017.29 15.700  1.582 14.118  79   0 0.007 6910   6 0.004
 33509  198.06 3044.48 13.080  1.741 11.340  81   1 0.019 7213  12 0.059
 33510  506.73 3045.55 14.448  1.269 13.179  86   0 0.087 8415   0 0.066
 33511  173.75 3056.28 15.389  1.455 13.934  78   1 0.005 6949   4 0.004
 33512  289.00 3062.25 15.481  2.437 13.044  86   0 0.008 8348  20 0.009
 33513  157.58 3071.81 15.005  2.031 12.974  79   0 0.010 6749  10 0.007
 33514  429.03 3097.62 13.809  1.280 12.528  86   0 0.008 8376  39 0.016
 33515  409.36 3099.99 16.736  3.407 13.329  86   0 0.026 8414   1 0.011
 33516  298.80 3115.25 16.049  2.031 14.018  85   1 0.010 8393   1 0.007
 33517  333.15 3117.62 14.271  0.641 13.631  86   0 0.003 8407   7 0.003
 33518  456.86 3116.12 15.665  1.560 14.105  86   0 0.007 8412   3 0.005
 33520  249.53 3143.31 15.425  1.683 13.742  86   0 0.006 7961   8 0.004
 33521  231.69 3160.29 14.413  1.284 13.129  85   1 0.003 7670  11 0.006
 33522  258.34 3163.17 14.711  1.322 13.389  85   1 0.003 8092   8 0.006
 33523  326.86 3170.89 14.500  2.034 12.465  86   0 0.014 8385  27 0.022
 33524  211.28 3175.64 14.311  1.656 12.655  84   0 0.005 7365  24 0.014
 33525  219.43 3180.12 14.243  1.271 12.972  85   0 0.004 7497  12 0.008
 33526  340.61 3181.29 15.462  2.213 13.249  86   0 0.009 8403  11 0.006
 33527  377.10 3187.45 14.387  0.547 13.840  85   1 0.004 8413   2 0.004
 33528  241.10 3200.31 15.528  1.973 13.555  86   0 0.007 7814   2 0.005
 33530  232.83 3226.47 15.130  3.001 12.129  86   0 0.017 7665  27 0.029
 33531  489.20 3244.87 15.341  2.249 13.093  86   0 0.008 8392  23 0.008
 33533  547.92 3263.28 15.614  1.556 14.058  85   1 0.004 8409   6 0.005
 33534  282.28 3268.97 16.198  3.556 12.642  86   0 0.042 8335  10 0.024
 33535  298.46 3273.40 15.436  1.350 14.086  86   0 0.005 8389   5 0.006
 33536  446.17 3296.46 17.798  4.420 13.378  86   0 0.122 8415   0 0.094
 33537  188.26 3300.67 16.406  2.693 13.713  80   0 0.014 7115   3 0.006
 33538  140.71 3302.60 15.413  1.903 13.510  77   0 0.008 6542   4 0.006
 33539  263.48 3305.93 99.999  9.999 13.269   0   0 9.999 8160   0 0.296
 33540  522.05 3307.95 14.789  1.373 13.416  86   0 0.003 8406   9 0.005
 33541  263.45 3309.25 13.377  2.012 11.365  86   0 0.020 8132  25 0.081
 33542  252.00 3318.65 15.407  1.550 13.857  86   0 0.007 7977  12 0.007
 33543  319.34 3319.43 16.081  2.306 13.775  86   0 0.009 8406   3 0.006
 33544  263.74 3330.40 99.999  9.999 12.604   0   0 9.999 8147  23 0.018
 33545  143.04 3334.93 16.296  3.543 12.753  77   0 0.064 6568   0 0.030
 33546  516.40 3338.76 14.185  0.505 13.680  85   1 0.004 8407   8 0.005
 33547  243.32 3344.92 99.999  9.999 15.186   0   0 9.999 6289   0 1.049
 33573  155.60 3018.32 16.629  2.118 14.511  78   0 0.011 6724   6 0.006
 33574  508.03 3024.03 16.599  1.640 14.959  86   0 0.010 8402  13 0.007
 33575  363.90 3035.18 16.916  1.956 14.960  86   0 0.011 8406   9 0.007
 33576  133.79 3044.65 16.453  1.775 14.678  76   1 0.011 6407   5 0.008
 33577  390.93 3055.27 16.490  1.798 14.692  86   0 0.007 8404  11 0.006
 33578  257.61 3057.84 16.452  1.478 14.974  86   0 0.008 8080   7 0.006
 33579  516.33 3059.51 16.369  1.586 14.782  85   1 0.006 8407   8 0.007
 33580  139.85 3063.78 15.661  0.929 14.732  76   1 0.007 6518  10 0.005
 33581  128.82 3068.96 16.280  1.897 14.383  76   0 0.009 6331   5 0.005
 33582  236.01 3072.18 16.250  1.585 14.665  86   0 0.006 7727   8 0.006
 33583  386.46 3072.75 15.653  1.282 14.371  86   0 0.004 8404  11 0.005
 33584  379.47 3083.68 16.499  2.114 14.385  86   0 0.006 8409   6 0.006
 33585  168.41 3099.96 15.166  0.805 14.361  79   0 0.005 6884   7 0.005
 33586  279.40 3104.28 16.218  1.596 14.622  86   0 0.006 8312   9 0.005
 33588  157.76 3116.34 16.344  1.687 14.657  79   0 0.008 6750   9 0.005
 33589  490.14 3129.74 16.535  1.930 14.605  86   0 0.009 8409   6 0.006
