162788 1920.50 3983.48 15.457  2.577 12.881  73   1 0.005  968   2 0.007
162789 1846.97 3995.31 18.165  4.936 13.229  74   0 0.087  970   0 0.038
162790 2015.06 4009.63 15.769  2.036 13.733  73   1 0.005  960   3 0.003
162791 1949.68 4029.87 16.930  3.271 13.659  74   0 0.016  970   0 0.006
162793 1891.81 4091.71 16.980  3.129 13.851  70   0 0.013  965   1 0.006
162794 2129.15 4132.85 99.999  9.999 13.613   0   0 9.999  810   1 0.008
162795 1854.54 4140.00 16.375  3.686 12.689  68   0 0.058  934   0 0.028
162797 2055.82 4178.55 15.861  1.872 13.989  60   1 0.006  867   1 0.004
162799 2086.93 4194.80 17.875  4.316 13.559  60   0 0.039  808   0 0.017
162800 1996.86 4203.78 15.029  9.999 99.999  60   0 0.010    0   0 9.999
162801 2137.00 4234.40 99.999  9.999 99.999   0   0 9.999    0   0 9.999
162802 1864.26 4255.14 14.186  9.999 99.999  27   0 0.010    0   0 9.999
162809 2108.35 3988.08 18.005  3.019 14.986  66   0 0.018  896   2 0.007
162810 1891.36 4019.54 17.524  2.712 14.812  74   0 0.023  970   0 0.011
162811 2051.35 4026.41 17.278  2.424 14.853  73   1 0.011  952   1 0.005
162812 2131.69 4046.72 99.999  9.999 14.597   0   0 9.999  815   6 0.006
162813 1925.18 4048.05 17.277  3.006 14.271  74   0 0.014  969   1 0.006
162815 2168.93 4111.22 99.999  9.999 14.517   0   0 9.999  507   1 0.011
162816 2166.90 4121.59 99.999  9.999 14.438   0   0 9.999  528   2 0.011
162818 2093.74 4131.69 17.292  2.274 15.018  69   0 0.011  895   0 0.007
162819 1972.27 4148.32 17.057  2.667 14.390  66   0 0.013  924   0 0.007
162822 2093.89 4159.09 16.474  1.422 15.052  66   0 0.029  871   0 0.019
162823 2167.40 4175.61 99.999  9.999 14.413   0   0 9.999  497   0 0.017
162827 2000.97 4235.96 16.965  2.234 14.731  48   1 0.008  661   1 0.005
162842 1873.36 3993.49 17.770  2.593 15.177  74   0 0.013  967   3 0.006
162843 2078.67 3993.77 18.392  2.463 15.929  73   0 0.021  939   1 0.010
162845 1917.58 4007.61 17.209  1.525 15.683  73   1 0.009  969   0 0.007
162846 2055.69 4009.15 18.015  2.423 15.592  74   0 0.018  950   2 0.007
162848 2102.32 4017.27 18.395  2.448 15.947  68   0 0.031  903   3 0.010
162849 2092.38 4020.48 17.725  2.274 15.451  72   1 0.011  922   2 0.007
162850 2027.13 4031.34 17.207  1.600 15.607  74   0 0.009  959   2 0.006
162853 2027.40 4043.45 18.281  2.543 15.738  74   0 0.019  960   1 0.010
162854 2092.14 4050.45 18.119  2.408 15.711  73   0 0.018  920   3 0.008
162856 2027.70 4056.09 18.023  2.123 15.900  73   0 0.016  958   3 0.008
162857 2070.38 4058.24 17.971  2.487 15.483  71   0 0.018  945   2 0.006
162859 1841.43 4065.77 18.729  2.998 15.731  72   0 0.026  966   3 0.007
162861 2076.01 4091.44 16.994  1.663 15.331  69   0 0.010  937   1 0.006
162862 2065.79 4093.40 18.035  2.311 15.724  69   1 0.016  942   0 0.008
162865 2031.00 4105.26 17.737  2.207 15.530  70   0 0.016  953   2 0.007
162872 1994.19 4140.59 18.069  2.133 15.936  66   1 0.015  930   0 0.009
162873 2094.21 4140.59 18.098  2.368 15.730  67   0 0.020  882   5 0.009
162874 2121.92 4141.49 99.999  9.999 15.119   0   0 9.999  819   3 0.007
162876 1960.05 4146.79 17.724  1.848 15.875  66   0 0.014  924   2 0.009
162877 2002.30 4155.82 18.184  2.307 15.877  65   1 0.018  908   2 0.008
162879 1952.65 4159.52 16.993  1.896 15.098  66   0 0.239  915   0 0.159
162880 2022.04 4164.14 18.115  2.723 15.392  65   0 0.021  898   1 0.006
162881 2088.35 4164.32 16.976  1.943 15.034  65   0 0.010  868   3 0.006
162883 1941.09 4172.36 18.275  2.465 15.810  62   0 0.019  895   4 0.009
162884 2044.83 4193.54 19.214  4.017 15.197  60   0 0.068  831   1 0.010
162886 1900.73 4205.56 18.155  2.456 15.698  59   0 0.018  810   2 0.007
162888 2060.41 4216.02 17.414  1.626 15.789  57   1 0.009  763   0 0.008
162889 1992.49 4232.96 18.524  2.621 15.903  52   0 0.024  677   0 0.012
162891 2054.26 4240.21 18.104  2.278 15.827  48   0 0.022  583   0 0.008
162895 1965.44 4247.23 17.916  2.834 15.083  35   0 0.016  539   2 0.007
162896 1890.92 4248.87 18.391  3.171 15.220  34   0 0.020  527   1 0.007
162901 1945.77 4275.70 18.865  3.097 15.767  22   0 0.018  290   0 0.012
162902 1894.71 4287.21 18.161  2.971 15.190  18   0 0.018  211   2 0.028
162904 2102.29 3986.93 19.058  2.700 16.358  68   0 0.040  903   3 0.019
