 60071 1987.20 2246.33 19.380  3.101 16.279   7   1 0.017  247   2 0.009
 60073 1692.10 2246.99 20.848  3.780 17.068   8   0 0.078  249   3 0.015
 60932 1876.42 2247.48 19.832  2.060 17.772   7   1 0.042  251   1 0.026
 60933 1927.39 2247.85 21.467  3.840 17.627   7   0 0.172  251   0 0.023
 62136 1996.79 2244.09 21.235  3.183 18.053   8   0 0.142  247   1 0.031
 62138 1923.00 2246.46 20.698  2.500 18.198   7   1 0.090  250   1 0.035
 62139 1948.06 2247.39 99.999  9.999 18.252   0   0 9.999  251   0 0.038
 62140 2024.79 2246.06 21.521  2.789 18.732   8   0 0.266  243   0 0.058
 64549 1883.05 2244.02 99.999  9.999 19.072   0   0 9.999  251   0 0.074
 64552 1663.12 2245.28 99.999  9.999 19.554   0   0 9.999  250   2 0.117
 64553 1830.69 2245.42 99.999  9.999 19.628   0   0 9.999  247   0 0.163
 64558 1579.39 2247.03 99.999  9.999 19.165   0   0 9.999  252   0 0.095
 64559 1625.29 2246.42 99.999  9.999 19.192   0   0 9.999  252   0 0.092
 64560 1715.17 2247.61 99.999  9.999 18.965   0   0 9.999  251   1 0.073
 64561 1588.85 2247.86 99.999  9.999 19.417   0   0 9.999  252   0 0.101
 64562 1959.66 2247.84 99.999  9.999 19.007   0   0 9.999  249   1 0.086
 64563 1966.46 2247.91 99.999  9.999 18.757   0   0 9.999  250   0 0.072
 69752 2009.17 2244.58 99.999  9.999 19.687   0   0 9.999  246   0 0.142
 69755 2017.53 2244.48 99.999  9.999 19.714   0   0 9.999  243   1 0.136
 69760 1636.26 2247.05 99.999  9.999 19.805   0   0 9.999  250   1 0.146
 69761 1870.11 2244.91 99.999  9.999 20.239   0   0 9.999  248   1 0.215
 69762 1912.53 2246.02 99.999  9.999 20.256   0   0 9.999  249   0 0.214
 69763 1972.45 2246.67 99.999  9.999 20.004   0   0 9.999  246   2 0.181
 69771 1574.92 2246.77 99.999  9.999 19.930   0   0 9.999  251   0 0.182
 69780 1834.47 2245.44 99.999  9.999 21.139   0   0 9.999  226   0 0.465
 72113 1589.48 2245.06 99.999  9.999 20.336   0   0 9.999  248   0 0.219
 72117 1674.33 2246.93 99.999  9.999 20.309   0   0 9.999  247   0 0.243
 72118 2033.23 2246.76 99.999  9.999 20.470   0   0 9.999  234   1 0.265
 72137 1650.28 2494.37 16.371  9.999 99.999   8   0 0.045    0   0 9.999
 72138 1797.09 2516.66 15.417  2.155 13.262   8   0 0.006  252   0 0.005
 72141 1870.57 2637.17 14.545  1.439 13.106   8   0 0.006  252   0 0.009
 72153 1638.44 2271.84 15.864  2.300 13.564   8   0 0.004  252   0 0.004
 72154 1627.17 2274.07 19.918  5.983 13.936   8   0 0.135  252   0 0.083
 72155 2006.01 2301.16 18.576  4.674 13.902   8   0 0.043  246   0 0.016
 72157 1598.35 2380.31 18.446  4.303 14.144   8   0 0.035  251   1 0.008
 72158 1718.18 2419.51 17.488  3.634 13.855   8   0 0.014  252   0 0.006
 72162 1976.92 2538.22 19.486  5.306 14.180   8   0 0.100  249   0 0.027
 72163 1845.34 2556.97 17.445  3.273 14.172   8   0 0.009  252   0 0.004
 72166 1889.97 2585.17 18.282  4.808 13.475   8   0 0.087  252   0 0.030
 72169 1929.13 2670.52 18.940  5.071 13.869   8   0 0.075  251   0 0.031
 72170 1589.30 2675.75 15.558  1.307 14.251   8   0 0.005  251   1 0.003
 72206 1822.52 2250.03 16.816  1.703 15.113   8   0 0.010  251   1 0.005
 72208 1654.46 2281.17 19.390  4.670 14.720   8   0 0.035  252   0 0.019
 72209 1816.97 2281.81 16.379  1.479 14.900   8   0 0.008  251   1 0.004
 72211 1626.89 2307.35 17.646  2.666 14.980   8   0 0.017  252   0 0.006
 72212 1881.73 2324.41 16.394  1.485 14.909   7   1 0.011  252   0 0.004
 72215 1879.96 2344.31 18.172  2.983 15.189   8   0 0.016  252   0 0.005
 72218 1968.83 2369.86 18.110  3.246 14.864   8   0 0.022  250   0 0.006
 72220 1883.04 2385.16 18.653  3.919 14.734   8   0 0.022  252   0 0.005
 72222 1757.35 2433.36 19.079  4.412 14.667   8   0 0.045  252   0 0.018
 72227 1927.62 2460.66 16.544  1.561 14.983   8   0 0.011  250   1 0.005
 72234 1752.33 2538.30 99.999  9.999 15.070   0   0 9.999  252   0 0.191
 72237 1821.28 2556.96 19.629  4.537 15.092   8   0 0.055  252   0 0.011
 72238 1674.60 2566.48 16.009  1.299 14.710   8   0 0.008  252   0 0.004
 72241 2032.85 2588.72 17.892  3.446 14.446   7   0 0.023  240   0 0.006
 72244 1686.99 2623.11 16.746  1.622 15.124   8   0 0.008  252   0 0.005
 72248 1926.47 2644.85 20.686  5.966 14.719   8   0 0.134  251   0 0.040
 72252 1600.98 2677.06 18.742  3.633 15.109   7   1 0.012  249   3 0.005
 72327 1886.83 2259.72 19.263  3.580 15.683   8   0 0.028  251   1 0.007
 72329 1665.56 2267.92 19.778  4.144 15.633   8   0 0.063  251   1 0.010
 72335 2032.78 2288.11 16.858  1.402 15.455   7   0 0.009  240   1 0.007
 72337 1691.31 2296.91 20.069  4.134 15.935   8   0 0.054  249   3 0.011
 72338 1916.54 2306.95 17.441  1.588 15.853   7   1 0.006  251   0 0.007
 72340 1967.86 2334.32 17.537  1.659 15.878   8   0 0.014  249   1 0.007
 72342 1888.78 2346.16 17.360  1.519 15.842   7   1 0.005  251   1 0.007
 72343 1974.94 2346.53 19.948  4.069 15.879   7   1 0.034  249   0 0.008
 72344 1654.30 2348.04 18.607  3.241 15.367   8   0 0.021  252   0 0.005
 72346 1722.79 2354.17 17.765  1.692 16.073   8   0 0.015  251   1 0.007
 72348 1686.33 2372.21 18.567  2.958 15.609   8   0 0.020  252   0 0.006
 72349 2004.17 2379.27 19.244  3.785 15.460   8   0 0.022  245   1 0.008
 72352 1862.60 2385.01 19.163  3.125 16.038   8   0 0.041  252   0 0.007
