 44184  533.69 3887.25 15.073  1.946 13.127  90   0 0.004 6108   6 0.007
 44187  470.37 3893.34 14.575  0.840 13.735  89   1 0.003 6109   5 0.004
 44246  497.18 3790.24 17.030  2.220 14.809  90   0 0.009 6098  16 0.005
 44251  530.93 3814.72 15.779  1.119 14.661  90   0 0.006 6101  13 0.005
 44261  499.47 3890.69 16.390  1.930 14.460  90   0 0.006 6104  10 0.005
 44267  532.65 3909.35 16.919  2.448 14.471  90   0 0.008 6104  10 0.006
 44269  483.55 3926.66 15.908  1.808 14.100  90   0 0.005 6105   9 0.005
 44466  512.65 3789.94 17.436  2.356 15.081  90   0 0.011 6110   4 0.007
 44470  528.12 3798.83 17.795  2.120 15.676  90   0 0.016 6101  13 0.009
 44478  463.51 3819.75 17.067  2.106 14.961  90   0 0.020 6112   2 0.017
 44483  486.00 3834.22 16.828  1.752 15.076  90   0 0.008 6108   6 0.006
 44485  537.25 3836.77 17.077  2.006 15.070  90   0 0.008 6103  11 0.006
 44487  464.61 3845.91 16.690  1.635 15.055  89   1 0.008 6100  14 0.005
 44501  462.47 3873.06 17.126  1.640 15.486  89   1 0.011 6100  14 0.008
 44505  475.85 3879.25 17.537  1.935 15.602  90   0 0.016 6105   9 0.009
 44507  549.50 3882.73 17.261  1.842 15.419  90   0 0.010 6105   9 0.009
 44731  534.92 3801.45 17.823  1.336 16.487  90   0 0.018 6104  10 0.016
 44736  535.16 3808.54 18.062  1.937 16.125  90   0 0.019 6104  10 0.013
 44737  465.02 3812.02 18.237  2.166 16.071  90   0 0.026 6094  20 0.014
 44745  466.90 3830.37 18.217  1.917 16.300  90   0 0.020 6104  10 0.014
 44751  538.88 3844.49 18.225  1.941 16.285  89   1 0.017 6104  10 0.014
 44754  517.45 3849.89 17.816  1.392 16.424  90   0 0.014 6104   9 0.013
 44760  489.14 3862.25 18.106  1.754 16.352  89   1 0.018 6098  16 0.012
 44762  464.52 3865.35 17.593  1.685 15.909  88   2 0.011 6106   8 0.009
 44772  465.86 3878.32 18.278  1.736 16.542  90   0 0.026 6107   7 0.016
 44778  534.24 3880.73 19.307  1.636 17.671  89   0 0.060 6094  12 0.158
 44779  535.14 3885.16 99.999  9.999 15.455   0   0 9.999 6112   2 0.060
 44780  479.45 3892.08 17.518  1.406 16.112  90   0 0.021 6104  10 0.014
 44791  511.76 3926.40 18.182  1.876 16.306  89   1 0.023 6107   6 0.013
 44823  537.51 3932.20 18.256  0.831 17.425  89   1 0.021 6102  12 0.037
 45250  527.63 3792.51 18.887  1.714 17.173  89   0 0.037 6101   9 0.027
 45268  545.63 3813.16 18.600  1.845 16.755  89   1 0.025 6099  12 0.018
 45274  491.78 3817.13 18.290  1.457 16.833  89   0 0.020 6103   7 0.018
 45276  514.08 3817.06 19.037  1.654 17.383  89   0 0.035 6107   3 0.028
 45285  548.92 3833.44 18.937  1.884 17.054  89   0 0.037 6106   6 0.025
 45286  506.98 3833.79 18.977  1.609 17.368  88   0 0.038 6103   4 0.027
 45291  533.21 3840.45 18.950  1.852 17.098  90   0 0.038 6100  12 0.031
 45295  479.40 3851.49 19.151  1.934 17.217  89   0 0.046 6107   1 0.024
 45297  486.25 3855.86 18.571  1.362 17.208  89   1 0.025 6100  11 0.025
 45304  525.85 3866.44 19.423  1.459 17.964  90   0 0.059 6102   8 0.052
 45308  470.72 3870.00 18.574  1.635 16.939  90   0 0.025 6100  13 0.021
 45310  510.79 3871.08 19.197  1.919 17.278  89   0 0.040 6100   7 0.026
 45331  515.16 3892.73 19.177  1.908 17.269  89   0 0.044 6096  10 0.029
 45346  462.02 3907.90 18.183  1.556 16.627  90   0 0.023 6100  11 0.018
 45347  516.62 3907.04 19.471  1.972 17.499  89   0 0.047 6102   9 0.035
 45350  526.47 3911.65 18.161  1.510 16.651  90   0 0.023 6096  16 0.029
