 29735  322.75 3635.63 16.213  3.015 13.198  82   0 0.017 1049   0 0.011
 29736  521.70 3703.14 17.420  4.468 12.953  82   0 0.139 1050   0 0.076
 29737  476.76 3742.52 14.663  0.812 13.851  82   0 0.003 1044   6 0.005
 29738  359.00 3746.56 15.598  1.760 13.838  81   1 0.004 1048   2 0.004
 29739  415.16 3804.11 17.741  3.478 14.263  82   0 0.016 1050   0 0.006
 29742  361.86 3895.19 17.052  2.819 14.234  82   0 0.009 1046   4 0.005
 29752  335.76 3536.76 17.557  2.896 14.662  82   0 0.014 1048   1 0.005
 29753  272.99 3560.01 20.043  5.442 14.601  80   0 0.154 1049   0 0.052
 29756  225.42 3590.40 17.029  2.769 14.260  82   0 0.012 1045   1 0.007
 29758  511.61 3619.41 18.005  3.146 14.859  82   0 0.016 1047   3 0.006
 29759  538.05 3643.47 17.644  2.734 14.911  82   0 0.011 1046   4 0.006
 29760  322.88 3644.46 18.335  3.396 14.939  81   1 0.025 1046   3 0.008
 29761  518.14 3645.11 17.968  3.100 14.868  81   1 0.014 1048   2 0.006
 29762  232.94 3676.82 17.241  2.753 14.487  82   0 0.011 1045   4 0.005
 29763  310.30 3680.55 18.421  3.534 14.886  81   1 0.028 1049   0 0.006
 29764  318.09 3680.12 16.614  1.475 15.139  82   0 0.007 1045   4 0.006
 29766  509.06 3694.23 18.395  3.674 14.721  82   0 0.030 1049   1 0.007
 29767  497.60 3759.71 16.945  2.394 14.551  82   0 0.008 1047   3 0.005
 29768  234.07 3769.91 18.035  3.573 14.462  82   0 0.026 1049   0 0.010
 29769  257.60 3785.28 17.422  2.490 14.932  82   0 0.009 1048   1 0.005
 29771  261.89 3816.25 18.362  3.286 15.076  82   0 0.022 1047   2 0.006
 29772  451.47 3824.50 16.859  2.317 14.541  82   0 0.007 1049   1 0.004
 29773  248.85 3825.30 17.596  2.618 14.978  81   1 0.012 1047   2 0.005
 29775  255.87 3879.97 18.016  2.917 15.099  82   0 0.017 1048   1 0.007
 29776  420.25 3894.66 16.195  1.163 15.032  82   0 0.005 1047   3 0.005
 29781  266.07 3816.65 17.733  1.844 15.889  82   0 0.011 1048   1 0.010
 29803  421.69 3523.48 18.241  2.705 15.536  82   0 0.021 1047   3 0.007
 29804  273.44 3525.87 17.299  1.401 15.898  82   0 0.011 1049   0 0.008
 29806  384.52 3536.21 18.839  2.845 15.994  82   0 0.024 1044   5 0.011
 29807  505.32 3540.79 17.523  1.513 16.010  82   0 0.011 1048   1 0.011
 29809  300.17 3557.49 17.975  2.522 15.453  82   0 0.016 1047   2 0.006
 29810  375.69 3567.39 18.786  3.256 15.530  82   0 0.031 1047   3 0.007
 29811  359.39 3566.91 18.818  2.817 16.001  80   1 0.028 1048   2 0.009
 29812  546.11 3570.54 18.705  2.710 15.995  82   0 0.025 1048   2 0.019
 29816  544.25 3598.89 18.365  2.289 16.076  81   1 0.018 1044   4 0.013
 29817  258.87 3613.44 18.365  2.580 15.785  82   0 0.018 1045   4 0.008
 29818  413.27 3631.09 17.866  2.642 15.224  82   0 0.014 1047   3 0.006
 29819  289.85 3634.36 18.575  2.724 15.851  82   0 0.026 1046   3 0.008
 29820  285.67 3654.93 18.322  2.553 15.769  82   0 0.017 1047   2 0.008
 29821  262.33 3661.00 18.558  2.508 16.050  82   0 0.024 1046   2 0.009
 29823  240.23 3674.85 18.245  2.365 15.879  82   0 0.021 1047   2 0.009
 29825  243.60 3687.20 18.530  2.701 15.830  82   0 0.022 1045   4 0.008
 29826  337.20 3687.58 17.485  1.488 15.996  82   0 0.011 1046   3 0.009
 29828  355.97 3722.35 18.564  3.160 15.403  82   0 0.025 1047   3 0.007
 29829  381.09 3718.94 18.461  2.720 15.741  82   0 0.026 1045   5 0.008
 29832  452.14 3793.24 18.708  2.673 16.035  81   0 0.031 1047   2 0.008
 29833  428.18 3801.57 18.247  2.726 15.521  82   0 0.017 1049   1 0.007
 29834  489.73 3811.31 16.807  1.628 15.179  82   0 0.007 1044   6 0.006
 29836  238.11 3819.53 18.557  2.856 15.701  82   0 0.025 1047   2 0.009
 29837  300.51 3826.71 18.434  3.125 15.309  82   0 0.022 1046   3 0.006
 29838  284.21 3849.08 18.388  3.079 15.309  82   0 0.022 1045   4 0.006
 29840  394.95 3862.84 18.534  2.450 16.084  82   0 0.025 1048   1 0.010
 29842  505.73 3880.48 18.254  2.899 15.355  82   0 0.020 1048   2 0.006
 29843  428.26 3913.24 18.043  2.506 15.537  82   0 0.014 1047   3 0.007
 29844  432.73 3925.89 19.059  2.972 16.086  82   0 0.036 1047   2 0.010
 29847  356.89 3718.49 18.487  2.456 16.031  81   1 0.020 1046   4 0.012
 29848  283.91 3852.19 18.717  1.698 17.019  82   0 0.029 1048   0 0.025
 29896  496.68 3521.23 19.109  2.763 16.346  81   0 0.035 1045   4 0.014
 29897  369.92 3524.69 19.167  2.382 16.786  80   1 0.032 1040   1 0.015
 29899  388.08 3530.27 18.118  1.597 16.521  82   0 0.018 1044   3 0.012
 29900  485.76 3531.06 19.226  2.467 16.759  80   0 0.042 1046   2 0.016
 29902  242.68 3535.18 19.026  2.909 16.117  81   0 0.036 1044   3 0.011
 29903  227.75 3540.12 17.966  1.526 16.440  82   0 0.013 1046   2 0.012
 29904  478.14 3538.91 19.466  2.572 16.894  80   0 0.047 1041   1 0.023
 29906  491.94 3542.32 18.473  1.645 16.829  82   0 0.021 1046   1 0.016
 29907  212.15 3549.76 18.150  1.549 16.601  81   1 0.023 1037   1 0.014
 29908  421.68 3549.23 19.379  2.548 16.831  79   0 0.044 1044   3 0.016
 29913  220.20 3558.82 18.785  2.608 16.177  82   0 0.030 1041   5 0.010
 29916  470.19 3560.40 18.937  2.505 16.432  81   0 0.029 1048   1 0.012
 29917  433.41 3564.68 18.982  2.457 16.525  81   0 0.026 1047   1 0.012
 29919  224.41 3576.52 18.609  2.280 16.329  82   0 0.028 1043   1 0.011
 29920  334.26 3577.36 18.798  2.452 16.346  81   0 0.024 1045   2 0.010
 29921  467.35 3584.55 18.613  2.313 16.300  81   0 0.020 1046   2 0.011
 29922  416.29 3583.96 19.647  2.712 16.935  78   0 0.059 1039   1 0.015
 29923  292.40 3586.94 18.334  1.646 16.688  82   0 0.022 1045   1 0.015
 29924  466.01 3593.39 19.015  2.389 16.627  81   0 0.032 1046   2 0.013
 29925  512.94 3594.28 18.808  2.512 16.296  82   0 0.030 1046   4 0.013
 29926  231.76 3599.33 19.641  2.893 16.748  81   0 0.054 1042   3 0.017
 29928  507.88 3601.62 19.558  2.665 16.893  80   0 0.044 1036   3 0.018
 29929  456.15 3616.80 18.671  2.286 16.386  82   0 0.024 1047   1 0.011
 29930  214.66 3625.35 17.716  1.464 16.252  81   1 0.011 1045   1 0.011
 29934  441.87 3634.86 18.677  2.224 16.454  82   0 0.023 1046   3 0.011
 29936  535.02 3640.15 19.170  2.609 16.561  81   0 0.044 1049   1 0.024
 29937  479.56 3642.15 18.778  2.401 16.377  81   0 0.023 1047   2 0.011
 29938  382.93 3642.50 18.238  1.732 16.506  82   0 0.017 1045   3 0.012
 29939  526.24 3644.95 18.497  1.696 16.800  82   0 0.022 1044   3 0.019
 29940  348.26 3648.89 19.019  2.902 16.117  80   0 0.037 1046   2 0.010
 29943  368.09 3649.99 19.069  2.593 16.477  80   0 0.033 1045   4 0.011
 29944  346.97 3655.00 19.348  2.469 16.879  80   0 0.040 1043   1 0.017
 29946  362.77 3663.43 19.120  2.692 16.428  82   0 0.040 1045   5 0.012
 29951  501.56 3668.57 19.215  2.696 16.520  81   0 0.047 1048   0 0.014
 29952  494.56 3673.73 18.406  1.572 16.834  82   0 0.021 1045   0 0.017
 29953  487.36 3676.32 18.717  2.636 16.082  80   0 0.027 1047   1 0.010
 29954  537.53 3681.95 18.491  2.407 16.084  82   0 0.018 1047   1 0.010
 29956  439.45 3688.81 18.945  2.818 16.127  82   0 0.035 1047   1 0.009
 29957  456.58 3689.46 19.292  2.489 16.802  80   0 0.051 1039   2 0.015
 29959  516.38 3714.07 19.392  2.708 16.683  80   0 0.047 1042   5 0.033
 29960  270.80 3715.88 18.225  1.574 16.651  82   0 0.018 1046   1 0.014
 29961  545.33 3716.44 17.553  1.457 16.096  82   0 0.010 1044   4 0.010
 29963  249.61 3723.99 19.066  2.840 16.225  82   0 0.031 1046   3 0.010
 29964  537.16 3723.90 18.310  1.782 16.528  82   0 0.021 1046   2 0.015
 29965  351.62 3728.11 18.997  2.682 16.315  81   0 0.032 1048   2 0.012
 29966  418.04 3730.75 18.786  2.447 16.339  82   0 0.030 1046   2 0.011
 29969  349.00 3733.61 19.550  2.624 16.927  79   0 0.044 1047   0 0.020
