 19346  357.23 3538.70 16.429  3.202 13.227   9   0 0.012  231   1 0.005
 19347  512.17 3759.62 17.315  3.270 14.045   9   0 0.015  231   1 0.005
 19348  423.77 3819.86 18.580  9.999 99.999   9   0 0.114    0   0 9.999
 19349  149.21 3865.34 16.414  3.699 12.715   9   0 0.015  222   1 0.014
 19350  138.88 3883.20 15.713  3.019 12.694   9   0 0.006  219   3 0.012
 19360  410.02 3525.92 15.295  0.899 14.396   9   0 0.008  232   0 0.005
 19361  283.27 3527.68 18.761  3.789 14.972   9   0 0.025  232   0 0.005
 19363  111.92 3545.11 20.676  5.684 14.992   9   0 0.089  211   0 0.027
 19364  516.69 3576.52 19.027  4.135 14.892   8   1 0.015  232   0 0.007
 19365  458.11 3616.24 20.829  6.150 14.679   9   0 0.218  232   0 0.099
 19366  388.07 3691.33 99.999  9.999 15.263   0   0 9.999  232   0 0.110
 19367  138.99 3696.52 18.291  3.516 14.775   9   0 0.018  222   0 0.006
 19368  120.28 3712.38 15.700  1.151 14.549   9   0 0.009  213   1 0.004
 19369  358.93 3717.84 17.689  2.742 14.946   9   0 0.013  231   1 0.004
 19370  539.66 3723.69 18.887  4.238 14.649   9   0 0.038  231   1 0.009
 19371  535.94 3727.58 16.461  1.594 14.867   9   0 0.009  232   0 0.009
 19372  468.96 3729.41 18.515  4.113 14.402   9   0 0.036  232   0 0.011
 19373  508.48 3730.36 21.796  6.898 14.899   9   0 0.213  232   0 0.121
 19374  220.98 3737.48 15.485  0.878 14.606   9   0 0.013  232   0 0.007
 19375  476.11 3769.08 18.629  3.651 14.978   9   0 0.020  232   0 0.006
 19376  137.76 3815.29 18.983  4.493 14.490   9   0 0.069  221   0 0.020
 19377  278.80 3819.91 15.212  1.037 14.174   8   1 0.004  226   6 0.015
 19378  335.65 3838.92 18.498  3.640 14.858   8   1 0.009  229   3 0.006
 19380  166.76 3876.22 15.616  1.019 14.597   9   0 0.007  227   0 0.005
 19381  139.55 3876.19 18.618  3.799 14.819   9   0 0.021  223   0 0.011
 19382  270.68 3876.66 18.667  3.977 14.690   9   0 0.031  232   0 0.006
 19383  420.33 3894.79 20.819  6.219 14.600   8   0 0.207  232   0 0.116
 19385  390.51 3690.38 18.952  3.242 15.710   9   0 0.031  232   0 0.103
 19399  480.85 3539.62 20.095  4.347 15.748   9   0 0.044  232   0 0.007
 19400  548.44 3545.04 17.069  1.206 15.863   9   0 0.013  231   1 0.010
 19401  127.76 3570.50 22.104  6.427 15.677   8   0 0.212  218   0 0.041
 19402  376.25 3578.55 17.989  2.886 15.104   9   0 0.019  232   0 0.005
 19403  144.70 3581.29 20.430  4.921 15.508   9   0 0.092  223   0 0.008
 19404  325.92 3584.81 99.999  9.999 15.491   0   0 9.999  232   0 0.060
 19406  212.67 3619.77 19.620  3.968 15.652   9   0 0.046  231   0 0.007
 19407  116.31 3628.21 19.229  3.366 15.864   9   0 0.032  212   0 0.007
 19408  479.52 3634.30 19.596  3.903 15.693   9   0 0.035  232   0 0.008
 19410  373.77 3669.48 19.276  3.684 15.592   9   0 0.027  231   1 0.007
 19411  515.06 3674.99 21.613  6.519 15.094   8   0 0.348  232   0 0.071
 19412  529.21 3675.72 17.052  1.361 15.691   9   0 0.015  232   0 0.007
 19413  285.94 3686.33 19.029  3.743 15.286   8   1 0.014  230   2 0.006
 19414  327.62 3684.91 20.528  4.593 15.935   8   1 0.031  230   2 0.009
 19416  261.89 3723.80 20.445  4.604 15.842   9   0 0.078  232   0 0.008
 19417  403.51 3726.08 20.059  4.235 15.824   9   0 0.064  232   0 0.009
 19418  528.59 3758.87 19.874  4.634 15.241   9   0 0.089  232   0 0.009
 19419  112.91 3760.00 20.252  4.648 15.604   8   0 0.088  211   0 0.007
 19420  476.32 3792.18 16.900  1.224 15.676   9   0 0.008  232   0 0.007
 19421  385.86 3794.65 18.864  3.351 15.513   9   0 0.032  232   0 0.006
 19422  529.08 3812.58 22.034  6.679 15.355   8   0 0.309  232   0 0.158
 19423  325.19 3816.92 17.204  1.674 15.530   9   0 0.012  232   0 0.006
